"","c1","c2","c3","alpha","beta","gamma","sigma","s_m,n1","s_m,n2","s_m,n3","lambda"
"553",0.811457,3.46281,0.56372,0.299524,0.978729,4.50582,0.637132,0.745164,0.244395,7.8527,0.115786
"554",0.485731,3.10296,1.27592,0.297209,0.989362,4.13237,0.641963,0.834774,0.5208,21.306,0.100332
"555",0.52053,2.96926,1.28991,0.291546,0.988763,4.3439,0.636677,1.21531,0.763663,8.44541,0.11226
"556",0.562268,3.24036,1.18169,0.319113,0.997,4.30519,0.640436,0.545446,0.21095,4.64742,0.135035
"557",0.605137,3.21108,0.978554,0.294343,0.975323,4.45703,0.62635,1.13848,0.815246,26.9531,0.111808
"558",0.568389,3.18857,1.06228,0.294618,0.985177,4.08817,0.651116,1.18307,0.635626,2.35981,0.0942056
"559",0.621636,2.7179,1.05966,0.283475,0.971923,4.17686,0.639881,0.593152,0.426319,9.21851,0.105123
"560",0.994553,3.16958,0.0944831,0.282997,0.983439,3.97098,0.626491,0.649732,0.0858676,25.0832,0.134901
"561",0.811891,4.04654,0.817865,0.288176,0.984871,4.26391,0.623465,0.911282,0.701443,3.86878,0.11853
"562",0.823692,3.95692,0.733789,0.286724,0.981271,4.25194,0.636786,0.723211,0.654931,4.24924,0.125783
"563",0.69204,3.6777,0.613685,0.288173,0.99255,4.24041,0.643378,1.40734,1.06896,2.9549,0.0974513
"564",0.597489,3.47259,0.77456,0.287461,0.98137,4.23514,0.64081,1.42064,1.17823,9.37619,0.107794
"565",0.914407,2.99484,0.11513,0.287374,0.986347,4.24406,0.650589,0.763281,0.291036,4.1203,0.106414
"566",0.781022,2.9188,0.291946,0.292196,0.986367,4.08964,0.64897,0.687922,0.27719,26.2488,0.110572
"567",0.802647,1.51583,0.647331,0.299937,0.991151,4.22407,0.621632,1.1829,1.02623,4.17841,0.136781
"568",0.595204,1.31567,1.0312,0.301285,0.993899,4.26087,0.638977,0.75534,0.408834,26.5909,0.118273
"569",0.831505,2.87989,0.594124,0.302755,0.998994,4.3029,0.632261,0.62088,0.140996,6.81532,0.122034
"570",0.822402,2.91078,0.748975,0.288703,0.985951,4.06433,0.625353,0.851753,0.55205,2.4823,0.126517
"571",0.872049,2.95513,0.949145,0.297127,0.976423,4.28109,0.622965,1.10066,0.711217,10.3253,0.140586
"572",0.881964,2.98263,0.949684,0.284657,0.967638,4.18904,0.618405,0.653269,0.351148,20.8626,0.120878
"573",0.669885,3.05376,1.40591,0.297282,0.992711,4.1736,0.633161,0.865276,0.542445,3.58988,0.115264
"574",0.820587,2.98126,1.15452,0.289911,0.975613,4.37511,0.640568,0.656097,0.302368,9.04254,0.115778
"575",0.54364,3.02175,1.03417,0.304174,0.992862,4.10586,0.616934,0.814659,0.340821,4.18374,0.143215
"576",0.53178,2.39378,0.999937,0.29034,0.969765,4.1143,0.623021,0.528035,0.256473,3.46813,0.154455
"577",1.04945,3.34235,0.353497,0.298631,0.985969,4.47508,0.65055,0.868991,0.73137,4.25297,0.0785623
"578",1.00611,3.30108,0.989109,0.299245,0.985101,4.32253,0.626594,1.04847,0.95028,0.459293,0.137414
"579",0.945719,3.76031,1.05212,0.300413,0.986935,4.2549,0.618538,1.11952,1.10093,0.121239,0.113551
"580",1.08252,3.28588,0.747309,0.267772,0.976953,4.00296,0.645913,1.09876,1.06282,0.197753,0.113852
"581",0.941504,2.70385,1.15364,0.277239,0.978315,4.03979,0.637647,0.87278,0.743266,0.12413,0.0994569
"582",1.0736,3.05716,0.978143,0.302096,0.985909,4.34393,0.639097,1.06205,0.613275,0.293967,0.134075
"583",0.729096,2.5596,1.60761,0.283256,0.991073,4.05196,0.645285,1.07724,0.681419,2.62079,0.0968579
"584",1.34201,3.9965,0.61166,0.300246,0.990148,4.34376,0.625353,0.666842,0.131812,17.6588,0.126446
"585",0.991744,1.94628,0.266822,0.290381,0.965647,4.1703,0.649236,1.07689,0.793878,13.6981,0.123572
"586",0.694449,1.93508,0.889496,0.292447,0.994321,4.20503,0.63868,0.701996,0.361793,13.5454,0.126136
"587",0.666489,2.67742,1.11517,0.295588,0.993026,4.1992,0.633787,1.1012,0.834251,16.2967,0.119263
"588",0.976194,3.33889,0.476831,0.304849,0.983963,4.23795,0.636045,0.489621,0.0832198,13.4864,0.130905
"589",0.78104,3.57253,0.765333,0.291517,0.991443,4.14647,0.627816,1.09085,0.861444,5.61101,0.109321
"590",0.90909,3.97187,0.430639,0.291157,0.97206,4.20895,0.616046,0.811972,0.486005,3.74893,0.127857
"591",1.00949,3.75415,0.502756,0.308432,0.990054,4.38998,0.638411,1.07201,0.549205,25.8797,0.131034
"592",0.970238,3.78049,0.534397,0.314849,0.988325,4.31663,0.630735,1.03522,0.650741,21.6539,0.12673
"593",0.775831,2.98303,0.941879,0.295792,0.987681,4.07927,0.649427,0.641388,0.0889857,1.34087,0.115093
"594",0.764161,2.56159,1.45722,0.286391,0.964814,4.33475,0.632176,0.751753,0.227889,3.72615,0.123447
"595",0.697795,2.55394,1.46196,0.282348,0.973065,4.10543,0.62672,0.651155,0.30322,10.9043,0.133225
"596",0.830537,2.67391,0.985379,0.303161,0.995397,4.50782,0.640981,0.471392,0.000915928,11.1814,0.107497
"597",0.85139,2.63631,0.981031,0.273907,0.967008,4.05765,0.628425,0.722215,0.015238,11.8001,0.128195
"598",0.450835,2.13552,1.4935,0.300559,0.993321,4.39892,0.65133,0.495421,0.19501,12.2091,0.109074
"599",0.887879,2.51797,0.0975134,0.282239,0.960995,4.01001,0.634144,0.936947,0.293797,12.6904,0.112537
"600",0.773492,2.81219,1.01495,0.312766,0.998226,4.2768,0.648667,0.604283,0.144098,5.1092,0.105546
"601",1.02155,2.36113,0.19555,0.2799,0.962309,4.1918,0.62392,1.00349,0.510176,9.73853,0.114243
"602",1.08695,2.65065,0.244282,0.293566,0.986979,4.12815,0.653478,0.507516,0.247657,26.5045,0.127853
"603",0.58791,2.58846,1.0364,0.29202,0.982534,4.28894,0.615654,0.999673,0.964632,1.9319,0.128551
"604",0.540907,2.80502,0.88711,0.294735,0.995966,4.18713,0.638576,0.889137,0.328372,7.56071,0.115988
"605",0.336084,1.60336,1.33595,0.306616,0.980354,4.42986,0.628993,0.728146,0.172616,3.11805,0.136203
"606",0.678143,2.41211,0.863802,0.294089,0.992447,4.12919,0.634089,0.610032,0.297077,12.2646,0.117021
"607",0.944528,3.40629,0.836381,0.295727,0.996157,4.15505,0.636947,0.698191,0.328724,13.8842,0.119899
"608",0.553477,2.84494,1.32718,0.291752,0.963095,4.22312,0.641942,0.65636,0.173945,14.9057,0.0957465
"609",0.828383,2.70373,1.01937,0.310301,0.996463,4.51537,0.630817,0.69358,0.219154,14.3302,0.124229
"610",0.771936,2.68643,0.929715,0.313173,0.997378,4.50726,0.636894,0.807501,0.224751,8.16096,0.114366
"611",0.669853,2.34291,0.956452,0.301582,0.986543,4.39093,0.62842,0.939243,0.787396,3.83906,0.121658
"612",0.362516,1.81315,0.603938,0.285987,0.988663,4.16163,0.639705,0.611198,0.0580562,8.79393,0.126929
"613",0.14081,1.35935,0.961227,0.294688,0.988599,4.37848,0.626852,1.20117,0.590948,24.829,0.115618
"614",0.20134,0.896118,1.42846,0.291217,0.986058,4.04332,0.626996,0.745869,0.292988,6.3923,0.131248
"615",0.799807,3.02253,0.720627,0.277573,0.987483,4.13946,0.628209,1.02911,0.705655,15.3413,0.105401
"616",0.999552,3.9781,0.952103,0.309901,0.983605,4.27532,0.637339,0.978123,0.662986,8.73477,0.129885
"617",0.524689,3.6216,1.28132,0.284849,0.992634,4.21106,0.624286,0.75738,0.390878,9.71701,0.121463
"618",0.392538,3.14951,1.67207,0.285276,0.98868,4.19838,0.631123,1.04993,0.595792,21.1542,0.115482
"619",0.41408,3.19312,1.53208,0.291987,0.988137,4.05235,0.623085,1.17852,0.680004,25.0123,0.113318
"620",0.646401,3.18124,0.718334,0.28057,0.968942,4.02826,0.625149,0.617608,0.30232,5.22957,0.144489
"621",0.525389,2.9019,0.863614,0.277306,0.946533,4.06078,0.623836,0.709733,0.317069,3.89772,0.141774
"622",0.636403,2.16336,0.794484,0.294548,0.996089,4.24604,0.635272,0.765145,0.187801,9.68222,0.100713
"623",0.87412,2.95992,0.32167,0.288265,0.974341,4.24195,0.631641,0.722591,0.461264,11.9374,0.128997
"624",0.987955,3.37384,0.884735,0.295022,0.988489,4.43004,0.642306,0.636884,0.351131,14.0019,0.111368
"625",0.882778,3.21839,1.14258,0.295846,0.980363,4.28142,0.635719,0.850748,0.439259,15.1107,0.113867
"626",0.910989,3.15202,0.808005,0.309649,0.993869,4.53151,0.626264,0.433721,0.045872,11.021,0.108616
"627",1.14295,3.43308,0.365243,0.297804,0.984326,4.21231,0.640445,0.632402,0.251361,22.409,0.138562
"628",0.869791,3.14738,0.837757,0.278039,0.980767,4.1048,0.622229,0.543154,0.152883,5.02868,0.103184
"629",0.651765,2.52463,0.822976,0.304641,0.994474,4.4022,0.639214,0.738638,0.523665,3.55693,0.112262
"630",0.699582,2.76313,1.14647,0.296183,0.993999,4.24923,0.626931,0.953114,0.636165,13.4225,0.130954
"631",0.403834,2.59773,1.64904,0.290274,0.98204,4.16544,0.622431,0.711672,0.236627,11.0044,0.131073
"632",0.490615,2.36132,0.940388,0.299699,0.991097,4.52781,0.656786,0.711303,0.0267562,21.6125,0.102461
"633",0.420101,2.1388,0.913795,0.289985,0.967585,4.19222,0.653564,0.609289,0.019479,11.7053,0.112303
"634",0.461311,1.98698,1.20432,0.305452,0.990963,4.14569,0.614872,0.820564,0.592683,4.43316,0.118785
"635",0.878064,2.12252,0.535264,0.291127,0.989728,4.20152,0.637046,0.665238,0.21423,17.6732,0.131796
"636",0.794254,1.84815,0.559759,0.289824,0.998485,4.08953,0.636411,1.1353,0.605452,9.32786,0.115164
"637",0.813143,2.0866,0.590266,0.286379,0.998621,4.06645,0.637774,1.21918,0.746822,11.3321,0.120438
"638",0.704351,1.85425,1.23033,0.29,0.985218,4.36023,0.634816,0.711592,0.313175,5.87638,0.116658
"639",0.716939,1.93322,1.0813,0.295111,0.984722,4.27017,0.639464,0.732141,0.246372,4.22456,0.110378
"640",0.887385,3.05521,0.963774,0.294929,0.993114,4.24041,0.647996,0.712567,0.212675,6.20339,0.10296
"641",0.640288,2.59573,1.02249,0.297424,0.985192,4.26089,0.623766,0.878355,0.422284,6.61848,0.117245
"642",0.611866,2.3775,0.988689,0.295621,0.980585,4.23198,0.621467,0.805829,0.274145,6.39793,0.116693
"643",0.780532,2.58882,0.789585,0.295027,0.991165,4.14801,0.636261,0.672023,0.147108,1.21561,0.125864
"644",0.854323,2.35746,0.407735,0.285828,0.985247,4.2056,0.632278,0.880061,0.580232,1.38782,0.113014
"645",0.458344,1.18387,1.17634,0.311472,0.993505,4.32953,0.611096,0.721368,0.18701,32.9934,0.131603
"646",0.563061,1.48661,0.864423,0.305658,0.993991,4.34888,0.617809,0.715361,0.301732,5.04801,0.132548
"647",0.620745,1.76867,1.21188,0.271326,0.991351,3.98,0.650451,1.02485,0.301463,22.5249,0.106193
"648",0.942586,3.42733,0.904508,0.308833,0.989349,4.52343,0.614171,0.851907,0.400405,20.583,0.103455
"649",0.757232,2.54966,1.43557,0.28584,0.986981,4.20114,0.652801,0.561782,0.168888,9.02503,0.107774
"650",0.612502,1.82837,1.04679,0.293892,0.981696,4.11694,0.598117,1.14662,0.819527,10.3765,0.145923
"651",0.456962,0.695815,0.938053,0.308302,0.98979,4.30084,0.657325,0.653586,0.237445,15.5731,0.0990388
"652",0.588847,1.32936,0.810629,0.30436,0.993045,4.30115,0.62685,0.886702,0.355034,16.0711,0.101967
"653",0.505929,1.45924,1.04695,0.293152,0.992948,4.25366,0.644745,1.03649,0.679098,12.6659,0.112599
"654",0.67756,2.00167,0.870541,0.296161,0.986245,4.33732,0.636759,0.755992,0.328241,20.4314,0.0981549
"655",0.547474,1.89288,1.17739,0.288617,0.985781,4.09932,0.645241,1.40874,1.31656,0.49522,0.10999
"656",0.493548,1.63705,1.30719,0.31049,0.986875,4.30629,0.612413,0.501556,0.0295986,7.89691,0.117791
"657",0.549327,1.58015,1.3882,0.299428,0.981267,4.27738,0.626985,0.661935,0.0373712,20.4916,0.135596
"658",0.86061,3.25426,0.541471,0.290962,0.997805,4.29162,0.659942,0.891087,0.376114,10.4848,0.113846
"659",0.695151,3.40138,0.880365,0.292024,0.963897,4.28685,0.625322,0.836619,0.746933,3.23242,0.106716
"660",0.894337,4.0006,1.14707,0.291826,0.99463,4.1787,0.636606,0.902816,0.511055,23.6564,0.128421
"661",0.707454,3.70498,0.955656,0.302107,0.985812,4.29853,0.638274,1.04408,0.702604,22.9022,0.110468
"662",0.514669,2.71485,1.63403,0.289389,0.983214,4.08888,0.630461,0.557538,0.175823,12.3205,0.129719
"663",0.560422,2.76525,1.30123,0.281742,0.983468,3.97843,0.630199,0.665016,0.088315,6.82453,0.137828
"664",0.745096,3.42029,1.00944,0.313527,0.984198,4.38246,0.633293,0.651985,0.369811,16.9093,0.125098
"665",0.69249,2.56438,0.671263,0.279639,0.991813,3.99673,0.623695,0.846383,0.453326,17.065,0.11961
"666",0.783084,2.95722,0.493211,0.293093,0.986566,4.08208,0.633267,0.931716,0.400838,11.7239,0.130208
"667",0.674597,2.85296,0.6954,0.293265,0.991724,4.05991,0.630709,0.86835,0.522484,12.2713,0.132128
"668",0.635386,2.21939,0.752176,0.308088,0.98708,4.38493,0.635717,0.665737,0.157374,13.2579,0.127043
"669",0.672551,2.22083,0.732807,0.307778,0.985801,4.37254,0.632784,0.709773,0.156162,11.3094,0.125685
"670",0.618692,1.54596,0.935076,0.291129,0.987655,4.15729,0.64177,0.936817,0.369206,9.99921,0.117828
"671",0.638203,1.48439,0.779536,0.307145,0.992696,4.27826,0.63405,0.91688,0.658656,20.3814,0.124122
"672",0.788639,2.73152,0.362328,0.301996,0.986853,4.28854,0.636125,0.587974,0.0453225,1.6815,0.130916
"673",0.770444,2.71451,0.345853,0.300806,0.987556,4.30995,0.63829,0.658898,0.353715,8.66005,0.127165
"674",0.982402,2.80209,-0.058603,0.295675,0.992664,4.15208,0.63192,0.795426,0.393595,10.4251,0.122402
"675",0.518085,2.39535,0.837745,0.282213,0.985854,4.03844,0.611588,0.668268,0.0719011,20.0076,0.132128
"676",0.556538,2.22439,0.678647,0.290617,0.984774,4.136,0.626092,0.622407,0.212464,4.55119,0.133315
"677",0.435255,1.95878,1.48706,0.277559,0.971725,3.96986,0.636148,0.653365,0.20529,16.0061,0.10265
"678",0.58389,2.58952,0.85719,0.315991,0.994451,4.37576,0.617089,1.1353,0.879145,2.02666,0.143331
"679",0.852044,3.43551,0.797468,0.290186,0.990504,4.13889,0.626714,1.00043,0.308966,11.5038,0.117285
"680",0.713528,2.52947,0.730499,0.279761,0.985627,3.96546,0.641106,0.719207,0.689931,2.16708,0.135152
"681",0.708648,2.82727,1.21746,0.286445,0.979195,4.23433,0.624616,0.904154,0.178736,16.4311,0.0989263
"682",0.740574,2.79591,0.850902,0.288962,0.983734,4.32657,0.636714,0.809556,0.130989,18.0714,0.111321
"683",0.694967,2.36676,1.20401,0.295324,0.997313,4.35337,0.647164,0.63159,0.177828,19.0843,0.112163
"684",0.658167,2.41787,1.17164,0.291113,0.994518,4.36774,0.647479,0.806938,0.208358,16.1392,0.114862
"685",0.792327,2.61764,0.874062,0.305419,0.996621,4.3909,0.634884,0.507523,0.269626,2.51374,0.118654
"686",0.769932,2.60102,0.914197,0.285492,0.98813,4.10993,0.658786,0.906477,0.429541,8.33599,0.114812
"687",0.696192,2.64952,1.2107,0.289698,0.992347,4.07115,0.637427,0.871185,0.569807,10.8607,0.117996
"688",0.683213,2.57579,0.9793,0.290066,0.960002,4.21953,0.636614,1.69514,1.40773,4.93182,0.138527
"689",0.719644,2.82623,0.999568,0.289179,0.996776,4.25435,0.632091,0.448618,0.129671,16.7442,0.110391
"690",0.805116,2.87968,0.790798,0.291043,0.991174,4.19284,0.646315,0.963235,0.677778,13.9743,0.109986
"691",0.907715,3.26633,1.09341,0.293742,0.980574,4.2812,0.635309,0.593868,0.0841951,15.3141,0.115442
"692",0.833013,3.07856,1.22814,0.29832,0.985236,4.22557,0.633839,0.640675,0.168181,18.1097,0.114492
"693",0.700529,2.95009,1.25669,0.282026,0.966577,4.29369,0.626599,0.534748,0.168732,13.9485,0.130323
"694",0.785022,2.71138,1.04865,0.287391,0.980906,4.12575,0.62951,0.6034,0.130541,6.70966,0.123397
"695",0.80911,2.94294,0.694201,0.274413,0.985094,3.99704,0.646038,0.649306,0.398076,3.86685,0.117528
"696",0.8513,3.02877,0.786493,0.277752,0.980012,4.00261,0.640543,0.644644,0.426281,2.43955,0.138534
"697",1.01156,3.64986,0.346811,0.287359,0.971736,4.16823,0.627101,0.667062,0.0758297,17.8538,0.113645
"698",0.77197,2.46706,1.27697,0.295998,0.994553,4.23453,0.633958,0.82046,0.394593,18.4243,0.119638
"699",1.05319,3.63831,0.469787,0.28749,0.978303,4.25721,0.633385,0.62426,0.151261,17.782,0.135214
"700",0.769322,3.45098,1.60315,0.303759,0.991899,4.36929,0.644399,0.906267,0.201748,17.3183,0.0848273
"701",0.810391,4.24295,1.55569,0.296369,0.979402,4.494,0.638534,0.641002,0.224139,12.2066,0.103558
"702",1.04921,4.21195,1.35534,0.310864,0.997027,4.29362,0.643621,1.3552,0.644057,8.39676,0.100121
"703",1.02314,4.27579,0.598309,0.282304,0.973254,4.2815,0.629417,0.718832,0.25423,9.73984,0.137899
"704",1.0393,4.79313,0.720309,0.278237,0.972408,3.99581,0.637885,0.800559,0.418263,23.8926,0.113078
"705",1.22488,4.77543,0.709527,0.315253,0.994071,4.37079,0.620788,1.24673,0.873419,8.70121,0.129539
"706",0.991727,5.27733,0.517992,0.287391,0.97043,4.19814,0.627289,0.922208,0.430649,8.00157,0.112825
"707",0.914038,4.59319,0.61264,0.304175,0.996582,4.36959,0.642019,1.088,0.798525,25.0389,0.114206
"708",0.90892,3.72647,0.494472,0.274549,0.96236,4.11703,0.624959,0.737925,0.334599,7.82961,0.12731
"709",0.90628,2.96817,0.841587,0.305784,0.995306,4.51287,0.634424,0.798594,0.0873065,19.083,0.112324
"710",0.739498,2.99533,0.885057,0.301004,0.983829,4.15281,0.647534,0.520291,0.319309,12.1575,0.120431
"711",0.827333,1.42049,1.18545,0.302055,0.982015,4.1741,0.619772,1.01062,0.662173,18.7909,0.127896
"712",0.741686,1.32244,1.32106,0.301282,0.985863,4.18725,0.621771,1.09214,0.788587,18.5802,0.128873
"713",0.639524,1.65906,1.42188,0.303825,0.995966,4.12744,0.643984,0.787263,0.367717,21.5189,0.115133
"714",0.775905,2.66112,1.12809,0.303948,0.993857,4.45931,0.640072,0.742473,0.255501,9.13839,0.140005
"715",1.1011,4.29133,0.0303959,0.283991,0.989016,4.11809,0.6299,1.26071,0.847378,13.5087,0.116557
"716",1.42893,4.42026,-0.0169264,0.29081,0.982642,4.20692,0.631555,1.16605,0.873202,14.9908,0.0984627
"717",0.644608,2.74575,0.881957,0.298999,0.985834,4.21391,0.645319,0.549533,0.0578918,17.9976,0.124002
"718",0.661364,2.73707,0.782072,0.296251,0.98775,4.2263,0.62779,0.736023,0.118508,10.4489,0.115338
"719",0.733967,3.00329,0.728675,0.283742,0.982539,4.19718,0.643743,0.597144,0.285344,21.1635,0.124759
"720",0.56324,3.09963,1.00715,0.295621,0.986806,4.31902,0.634821,0.768181,0.132464,10.3853,0.0983387
"721",0.87983,3.57771,0.742929,0.289641,0.982795,4.22424,0.61917,0.852631,0.627324,10.0924,0.131742
"722",0.914347,3.92795,0.535329,0.291445,0.983685,4.07942,0.634406,0.654191,0.36143,22.6956,0.119058
"723",0.501203,2.12239,2.2126,0.308007,0.984509,4.31387,0.643282,0.972881,0.241953,30.038,0.117961
"724",1.26882,3.77081,0.328239,0.291913,0.995895,3.98803,0.636764,0.717582,0.263718,5.73036,0.156524
"725",1.11165,3.69954,0.636351,0.272819,0.998363,4.06913,0.630387,0.760278,0.399559,11.0236,0.109017
"726",1.07731,3.30163,0.646358,0.292702,0.999132,4.08986,0.631605,0.939601,0.47652,3.39775,0.115092
"727",1.20145,4.24249,0.423876,0.316413,0.956906,4.50192,0.641091,0.712927,0.525054,1.27357,0.108289
"728",0.734272,2.59748,1.02066,0.309868,0.997923,4.40748,0.624127,1.01432,0.664773,9.68218,0.13005
"729",0.650183,2.46664,0.333342,0.267677,0.9882,3.96311,0.631853,0.548413,0.026661,8.93189,0.131807
"730",0.574457,2.60222,0.746857,0.275309,0.948187,3.99829,0.628741,0.581473,0.045446,5.95363,0.103717
"731",0.822803,2.78349,0.317733,0.313473,0.99703,4.35138,0.658157,0.708367,0.404819,26.0446,0.100982
"732",0.588443,2.65062,0.485837,0.296095,0.997993,4.26218,0.610415,1.08105,0.50222,4.41291,0.133612
"733",0.6103,2.05641,0.0229533,0.307246,0.99308,4.23558,0.635152,0.548973,0.138841,10.9251,0.126387
"734",0.454982,2.11358,1.61171,0.291149,0.979177,4.25877,0.633125,0.920168,0.396525,13.9756,0.12298
"735",0.466609,1.05821,1.48822,0.284179,0.989705,4.26715,0.643317,0.737538,0.171984,17.7945,0.109145
"736",0.634126,2.90165,1.17958,0.296483,0.986549,4.32997,0.628945,0.945326,0.601717,2.49949,0.138161
"737",0.623485,3.28547,0.771469,0.298666,0.980961,4.09214,0.624448,0.951701,0.789694,1.40686,0.131729
"738",0.969527,5.03181,0.490678,0.290866,0.996279,4.32364,0.638873,0.984093,0.6569,15.6267,0.10209
"739",1.05429,4.94991,0.543431,0.309363,0.993227,4.45001,0.636687,1.22673,0.869538,12.269,0.103559
"740",0.974783,4.29176,0.299245,0.294745,0.98804,4.30419,0.622695,0.997172,0.689841,9.35634,0.119956
"741",0.864515,3.76994,0.836856,0.281829,0.994953,3.95948,0.63239,1.20784,0.873117,8.88155,0.130772
"742",1.03952,4.37293,0.206483,0.297222,0.978963,4.26871,0.628139,0.887678,0.552041,20.8865,0.119306
"743",1.11572,4.24792,-0.228596,0.299038,0.993933,4.22769,0.630352,1.0403,0.348733,11.1555,0.133211
"744",1.07192,3.70692,-0.0767023,0.300459,0.988991,4.04719,0.641229,0.843735,0.562679,22.572,0.139615
"745",0.964137,3.30775,0.216467,0.299635,0.990882,4.16236,0.650703,0.993036,0.444757,18.2848,0.114714
"746",0.857024,2.73645,0.2022,0.302429,0.986148,4.34021,0.627806,0.64911,0.0240315,14.6845,0.134219
"747",0.626928,2.40059,1.04627,0.300043,0.988277,4.26964,0.643018,1.03928,0.555508,20.0873,0.114408
"748",0.784442,2.94041,0.475398,0.288553,0.983361,4.26855,0.627367,0.501142,0.115409,3.95411,0.125651
"749",0.589456,1.34373,0.610289,0.300582,0.988043,4.0778,0.636787,0.948115,0.401142,29.8856,0.1232
"750",0.68444,1.32236,0.457036,0.288647,0.978211,4.21864,0.618755,0.845506,0.274189,5.86709,0.124281
"751",0.643201,1.92288,0.0414007,0.302789,0.993012,4.11687,0.652186,0.692015,0.041513,23.9896,0.121995
"752",0.485673,1.86049,0.224311,0.291184,0.975756,4.34596,0.637929,1.10467,0.0991969,9.93779,0.0954708
"753",0.551164,2.6906,0.437079,0.295972,0.978333,4.31155,0.645196,0.826233,0.445864,18.9515,0.110648
"754",0.77663,2.78196,0.60914,0.301145,0.994302,4.05329,0.639846,0.491176,0.234493,20.3363,0.151781
"755",0.823681,2.60052,0.798976,0.282093,0.972084,4.28756,0.639694,1.03258,0.779086,10.9736,0.0934057
"756",0.514442,2.48753,1.3041,0.302684,0.992461,4.12487,0.618553,0.510664,0.162425,13.6999,0.142687
"757",0.422185,1.4313,1.24702,0.28596,0.986702,4.14169,0.634765,1.08997,0.661779,14.5861,0.136494
"758",0.386263,1.76803,1.29075,0.307082,0.990377,4.24185,0.631258,0.702818,0.249228,11.8998,0.111113
"759",0.775974,2.47498,0.670569,0.285818,0.981315,4.10486,0.62231,0.97231,0.810401,2.1255,0.130046
"760",0.837343,2.51424,0.818977,0.276688,0.979767,4.0327,0.644997,0.922298,0.276178,16.7318,0.132574
"761",0.948399,2.55511,0.470453,0.277538,0.97696,4.12869,0.637414,0.610538,0.389255,6.60719,0.123702
"762",0.938878,2.3751,0.56265,0.284412,0.992712,4.1265,0.634527,0.651606,0.198185,5.71284,0.112296
"763",0.815738,3.62491,0.669536,0.311061,0.990636,4.36865,0.632917,0.849918,0.794835,2.9141,0.106171
"764",0.809052,3.12888,0.866645,0.282284,0.973087,4.06882,0.631071,0.579229,0.0154145,6.20718,0.120211
"765",1.00653,2.98242,0.282282,0.320548,0.991715,4.45495,0.643011,0.696861,0.433908,30.2179,0.114849
"766",0.964731,2.59246,0.295339,0.320813,0.990034,4.34149,0.640048,0.49976,0.253609,20.9645,0.109551
"767",1.09353,2.91858,0.760002,0.286539,0.965338,4.13584,0.641934,0.921978,0.344997,11.2599,0.126017
"768",0.948999,2.81713,0.900504,0.307479,0.990647,4.17416,0.629784,0.801229,0.435453,0.51239,0.112744
"769",0.942977,2.6202,0.782474,0.2875,0.993035,4.16098,0.642547,0.950141,0.667359,8.92301,0.147076
"770",1.05919,2.65664,0.40437,0.285114,0.982922,4.07493,0.623909,0.721317,0.518761,23.8947,0.121445
"771",0.977427,2.91086,0.527516,0.29581,0.996488,4.16342,0.644515,0.826291,0.122119,9.21341,0.125637
"772",1.24405,3.95531,-0.297606,0.278375,0.950062,3.99649,0.632493,0.487645,0.205414,26.7736,0.126758
"773",1.12615,3.52806,0.0321849,0.28537,0.978939,4.12961,0.623476,0.498352,0.306946,11.4731,0.11966
"774",0.623765,3.53067,1.75668,0.300345,0.994159,4.11155,0.640565,0.90468,0.482003,23.4789,0.125629
"775",0.644961,3.68702,1.65489,0.298782,0.990844,4.24971,0.640094,1.05465,0.430865,12.1056,0.116783
"776",0.606369,3.84241,1.30236,0.291057,0.984359,4.18682,0.644591,0.706281,0.283747,6.51288,0.147225
"777",0.648478,2.20322,0.603047,0.296479,0.98904,4.32141,0.633904,0.811613,0.433912,0.440954,0.105734
"778",0.528407,2.45347,1.03321,0.297934,0.996637,4.22547,0.60642,0.897723,0.668758,0.489106,0.0946854
"779",0.655491,3.03854,0.999538,0.297038,0.993337,4.23491,0.635725,0.708954,0.512139,1.00307,0.110751
"780",0.935419,3.36201,0.367397,0.30307,0.993827,4.30376,0.630232,1.36385,1.1362,6.42545,0.116348
"781",0.714825,3.24243,0.900228,0.307685,0.981895,4.36469,0.627454,0.499425,0.0760173,13.5251,0.136712
"782",0.840446,3.56181,1.00916,0.288428,0.979006,4.12527,0.65592,1.29472,1.09186,4.67252,0.123175
"783",1.02354,3.99358,0.505275,0.28423,0.990279,4.2109,0.607278,0.73732,0.574849,6.16178,0.120171
"784",1.04374,4.08992,0.39578,0.2878,0.971071,4.10406,0.631193,0.866534,0.573948,2.94491,0.126336
"785",0.835459,3.49026,0.816957,0.300797,0.994308,4.19312,0.651391,0.728595,0.351558,2.73221,0.129909
"786",0.817607,3.05962,1.29114,0.300338,0.981404,4.35862,0.629251,0.868253,0.406626,11.1434,0.118785
"787",0.784333,3.44404,0.409186,0.295809,0.997333,4.2845,0.630084,0.538359,0.0950551,7.37922,0.132254
"788",0.543772,2.66952,0.9692,0.295349,0.964168,4.14283,0.638761,0.806658,0.310501,23.3999,0.136416
"789",0.534325,2.60367,1.17296,0.291253,0.974971,4.11653,0.640396,0.772371,0.278984,21.3394,0.121191
"790",0.780295,2.66243,0.778538,0.284621,0.973457,4.21419,0.631047,0.604152,0.271986,5.5347,0.120539
"791",0.885423,2.35394,1.02015,0.294187,0.988762,4.1013,0.629022,0.905109,0.199475,10.9054,0.119925
