rup_mag,dist_rjb,result_type,damping,0.030,0.040,0.050,0.100,0.310,0.500,1.000,2.000,2.500,4.000
6.00, 3.8400,MEAN,5.0,7.486794608e-01,9.090816389e-01,9.568046010e-01,9.431403341e-01,5.463667326e-01,3.654681541e-01,1.583627353e-01,5.244427222e-02,3.512940265e-02,1.430669141e-02
6.00, 4.3400,MEAN,5.0,7.240022026e-01,8.819570493e-01,9.291701507e-01,9.168315216e-01,5.324985214e-01,3.566985500e-01,1.546917382e-01,5.119001489e-02,3.428303388e-02,1.395998613e-02
6.00, 4.9000,MEAN,5.0,6.990190280e-01,8.545265433e-01,9.011278119e-01,8.898089042e-01,5.180184774e-01,3.476230294e-01,1.510207411e-01,4.988477148e-02,3.338567903e-02,1.358268921e-02
6.00, 5.5400,MEAN,5.0,6.740358534e-01,8.268920931e-01,8.728815288e-01,8.621744539e-01,5.032325169e-01,3.384455367e-01,1.473497440e-01,4.852854200e-02,3.244753533e-02,1.318499786e-02
6.00, 6.2600,MEAN,5.0,6.490526788e-01,7.992576428e-01,8.445332735e-01,8.342340872e-01,4.881406400e-01,3.290640997e-01,1.435767748e-01,4.715191810e-02,3.147879999e-02,1.276691208e-02
6.00, 7.0700,MEAN,5.0,6.242734485e-01,7.716231925e-01,8.160830461e-01,8.061917484e-01,4.729467909e-01,3.197846348e-01,1.399057777e-01,4.575489976e-02,3.048967022e-02,1.233862909e-02
6.00, 7.9900,MEAN,5.0,5.996981625e-01,7.439887423e-01,7.877347909e-01,7.780474374e-01,4.577529419e-01,3.105051700e-01,1.361328085e-01,4.435788143e-02,2.950054045e-02,1.188995167e-02
6.00, 9.0300,MEAN,5.0,5.753268207e-01,7.164562641e-01,7.593865356e-01,7.501070707e-01,4.426610650e-01,3.012257051e-01,1.324618114e-01,4.296086309e-02,2.850121347e-02,1.144127424e-02
6.00,10.2100,MEAN,5.0,5.375971285e-01,6.731181041e-01,7.147227377e-01,7.052393286e-01,4.184936675e-01,2.865417168e-01,1.267513715e-01,4.078885648e-02,2.695123692e-02,1.073766647e-02
6.00,11.5400,MEAN,5.0,4.702955153e-01,5.926620847e-01,6.329410805e-01,6.362041890e-01,3.840270838e-01,2.638019293e-01,1.171659903e-01,3.791324210e-02,2.507494952e-02,9.996329003e-03
6.00,13.0400,MEAN,5.0,4.107437848e-01,5.207717252e-01,5.594191667e-01,5.728794893e-01,3.519058593e-01,2.426936961e-01,1.083963861e-01,3.521098036e-02,2.330063427e-02,9.287622621e-03
6.00,14.7300,MEAN,5.0,3.579222157e-01,4.566312483e-01,4.934431913e-01,5.150612853e-01,3.221299941e-01,2.230130728e-01,1.000958538e-01,3.266167683e-02,2.162829115e-02,8.615626211e-03
6.00,16.6500,MEAN,5.0,3.113209471e-01,3.995268493e-01,4.344013216e-01,4.622397161e-01,2.944955438e-01,2.047600596e-01,9.242754879e-02,3.028572594e-02,2.006811739e-02,7.982379214e-03
6.00,18.8100,MEAN,5.0,2.702261742e-01,3.487447229e-01,3.815797524e-01,4.141088655e-01,2.690025085e-01,1.879346563e-01,8.529969612e-02,2.806273326e-02,1.859971856e-02,7.388901352e-03
6.00,21.2600,MEAN,5.0,2.340260641e-01,3.036730365e-01,3.342646789e-01,3.703628169e-01,2.455489160e-01,1.723329186e-01,7.869190137e-02,2.599269879e-02,1.722309465e-02,6.833153183e-03
6.00,24.0300,MEAN,5.0,2.021087839e-01,2.636999572e-01,2.921501846e-01,3.305936818e-01,2.238288500e-01,1.579548467e-01,7.257357290e-02,2.405522811e-02,1.594844289e-02,6.314114984e-03
6.00,27.1500,MEAN,5.0,1.740664450e-01,2.283156242e-01,2.545224645e-01,2.944955438e-01,2.038423103e-01,1.445964962e-01,6.689372463e-02,2.226051843e-02,1.475536883e-02,5.830767034e-03
6.00,30.6800,MEAN,5.0,1.494911590e-01,1.969082047e-01,2.210756021e-01,2.617624865e-01,1.854873249e-01,1.323598393e-01,6.163196215e-02,2.059837252e-02,1.365406971e-02,5.381069892e-03
6.00,34.6700,MEAN,5.0,1.279750372e-01,1.691717823e-01,1.912997369e-01,2.320885934e-01,1.685599494e-01,1.210409316e-01,5.676789101e-02,1.904839598e-02,1.262415108e-02,4.964003834e-03
6.00,39.1800,MEAN,5.0,1.090082190e-01,1.448004405e-01,1.647869802e-01,2.052699203e-01,1.530601840e-01,1.105378011e-01,5.225052516e-02,1.761058879e-02,1.167581017e-02,4.576509698e-03
6.00,44.2800,MEAN,5.0,9.254991536e-02,1.231823466e-01,1.413333877e-01,1.808985785e-01,1.387840842e-01,1.008912365e-01,4.807986458e-02,1.627475374e-02,1.078865254e-02,4.217567760e-03
6.00,50.0400,MEAN,5.0,7.827381559e-02,1.044194726e-01,1.207350152e-01,1.591785124e-01,1.257316501e-01,9.211143516e-02,4.425590929e-02,1.505108804e-02,9.981033182e-03,3.893296351e-03
6.00,56.5500,MEAN,5.0,7.463341015e-02,9.896396305e-02,1.147186589e-01,1.539779332e-01,1.241000959e-01,9.124467196e-02,4.404176779e-02,1.502049640e-02,9.957579589e-03,3.880039973e-03
6.00,63.9000,MEAN,5.0,7.071767993e-02,9.310056493e-02,1.081924418e-01,1.483694655e-01,1.221626252e-01,9.027593661e-02,4.379703465e-02,1.497970754e-02,9.932086554e-03,3.865763873e-03
6.00,72.2100,MEAN,5.0,6.653682214e-02,8.689046153e-02,1.013807028e-01,1.421491648e-01,1.201231823e-01,8.919503192e-02,4.352170987e-02,1.492872147e-02,9.902514633e-03,3.848428609e-03
6.00,81.6100,MEAN,5.0,6.212142843e-02,8.037444170e-02,9.416107519e-02,1.355209757e-01,1.177778231e-01,8.799176065e-02,4.321579345e-02,1.487773540e-02,9.868863826e-03,3.830073624e-03
6.00,92.2200,MEAN,5.0,5.747149879e-02,7.359329431e-02,8.661513674e-02,1.283829258e-01,1.151265474e-01,8.664572839e-02,4.286908817e-02,1.481655212e-02,9.831134134e-03,3.808659474e-03
6.00,104.2100,MEAN,5.0,5.018049069e-02,6.385495483e-02,7.527583464e-02,1.131890767e-01,1.032977790e-01,7.808006853e-02,3.886158302e-02,1.349091428e-02,8.960292048e-03,3.473171130e-03
6.00,117.7700,MEAN,5.0,3.944282422e-02,5.035384333e-02,5.906226419e-02,8.718618074e-02,7.856953480e-02,5.931719454e-02,2.958211817e-02,1.033997512e-02,6.882099810e-03,2.682887035e-03
6.00,133.0900,MEAN,5.0,3.061203679e-02,3.912671058e-02,4.570391369e-02,6.656741378e-02,5.952113882e-02,4.494931985e-02,2.248485714e-02,7.909978994e-03,5.283176636e-03,2.071054188e-03
6.00,150.4000,MEAN,5.0,2.341280362e-02,2.989823180e-02,3.482348622e-02,5.031305447e-02,4.489833378e-02,3.396692024e-02,1.705993922e-02,6.048987417e-03,4.052372892e-03,1.596883731e-03
6.00,169.9600,MEAN,5.0,1.761058879e-02,2.242367385e-02,2.606407929e-02,3.759712846e-02,3.371198988e-02,2.557461302e-02,1.293006751e-02,4.622397161e-03,3.105051700e-03,1.229784023e-03
6.00,192.0600,MEAN,5.0,1.300144800e-02,1.646850081e-02,1.911977648e-02,2.772622520e-02,2.517692167e-02,1.919115698e-02,9.777088899e-03,3.528236086e-03,2.377990333e-03,9.460975262e-04
6.00,217.0400,MEAN,5.0,9.403870862e-03,1.180837395e-02,1.371525299e-02,2.014969510e-02,1.869149348e-02,1.433728305e-02,7.377684417e-03,2.690025085e-03,1.818163278e-03,7.265515061e-04
6.00,245.2700,MEAN,5.0,6.638386393e-03,8.244447617e-03,9.585381274e-03,1.440866355e-02,1.377643628e-02,1.066628597e-02,5.552383089e-03,2.048620317e-03,1.388860563e-03,5.569718353e-04
6.00,277.1700,MEAN,5.0,4.562233598e-03,5.581955010e-03,6.509901495e-03,1.010645892e-02,1.008300532e-02,7.887545123e-03,4.167601411e-03,1.558134318e-03,1.059490547e-03,4.261415781e-04
6.00,313.2200,MEAN,5.0,3.041828972e-03,3.651622377e-03,4.278751045e-03,6.942263374e-03,7.314461689e-03,5.799155671e-03,3.118308078e-03,1.182876838e-03,8.074154141e-04,3.253931026e-04
6.00,353.9600,MEAN,5.0,1.959904554e-03,2.297432341e-03,2.710419513e-03,4.656047968e-03,5.253604715e-03,4.234903024e-03,2.324964820e-03,8.968449820e-04,6.140762344e-04,2.477923031e-04
6.00,400.0000,MEAN,5.0,1.214488202e-03,1.382742235e-03,1.646850081e-03,3.039789530e-03,3.732180368e-03,3.068341729e-03,1.726388351e-03,6.785226276e-04,4.661146575e-04,1.882405727e-04
