rup_mag,dist_rjb,result_type,damping,0.030,0.040,0.050,0.100,0.310,0.500,1.000,2.000,2.500,4.000
4.40,27.1500,MEAN,5.0,1.968062325e-02,2.681867314e-02,2.997980952e-02,3.230477434e-02,1.442905798e-02,7.448045194e-03,1.947667897e-03,3.845369445e-04,2.241347664e-04,7.343013889e-05
4.40,30.6800,MEAN,5.0,1.632573981e-02,2.251544878e-02,2.542165480e-02,2.817490262e-02,1.294026472e-02,6.727102156e-03,1.770236371e-03,3.486427508e-04,2.025166724e-04,6.580262272e-05
4.40,34.6700,MEAN,5.0,1.350111150e-02,1.882405727e-02,2.147533294e-02,2.452429996e-02,1.159423246e-02,6.070401566e-03,1.609120388e-03,3.159096935e-04,1.829380213e-04,5.892970041e-05
4.40,39.1800,MEAN,5.0,1.111496339e-02,1.567311810e-02,1.806946342e-02,2.128158587e-02,1.037056676e-02,5.473864540e-03,1.462280505e-03,2.862358004e-04,1.651948688e-04,5.273999143e-05
4.40,44.2800,MEAN,5.0,9.118348867e-03,1.299125079e-02,1.513266576e-02,1.840597149e-02,9.263149308e-03,4.931372749e-03,1.327677279e-03,2.592131830e-04,1.490832705e-04,4.717231252e-05
4.40,50.0400,MEAN,5.0,7.454163523e-03,1.071727204e-02,1.262415108e-02,1.589745681e-02,8.277078702e-03,4.444965635e-03,1.206330431e-03,2.351477576e-04,1.348071707e-04,4.230824139e-05
4.40,56.5500,MEAN,5.0,7.106438521e-03,1.015336610e-02,1.199192381e-02,1.537739889e-02,8.165929068e-03,4.403157057e-03,1.200212102e-03,2.345359248e-04,1.345012543e-04,4.216548039e-05
4.40,63.9000,MEAN,5.0,6.734240206e-03,9.551730467e-03,1.131890767e-02,1.481655212e-02,8.041523056e-03,4.356249873e-03,1.194093774e-03,2.339240919e-04,1.341953378e-04,4.201252218e-05
4.40,72.2100,MEAN,5.0,6.336548855e-03,8.915424306e-03,1.059490547e-02,1.419452206e-02,7.902840944e-03,4.304244081e-03,1.185936002e-03,2.332102869e-04,1.337874493e-04,4.182897232e-05
4.40,81.6100,MEAN,5.0,5.915403912e-03,8.246487060e-03,9.843370791e-03,1.353170314e-02,7.748863011e-03,4.246119960e-03,1.177778231e-03,2.323945098e-04,1.332775886e-04,4.162502804e-05
4.40,92.2200,MEAN,5.0,5.472844819e-03,7.551037057e-03,9.055126140e-03,1.281789815e-02,7.579589256e-03,4.180857790e-03,1.168600738e-03,2.314767605e-04,1.327677279e-04,4.139049212e-05
4.40,104.2100,MEAN,5.0,4.750882059e-03,6.517039545e-03,7.834519609e-03,1.127811882e-02,6.793384047e-03,3.765831175e-03,1.058470826e-03,2.105724716e-04,1.208369873e-04,3.762772011e-05
4.40,117.7700,MEAN,5.0,3.673036526e-03,5.058837925e-03,6.068362123e-03,8.630922032e-03,5.151632574e-03,2.856239675e-03,8.051720270e-04,1.609120388e-04,9.248873208e-05,2.880712989e-05
4.40,133.0900,MEAN,5.0,2.803214162e-03,3.870862480e-03,4.635653539e-03,6.546611466e-03,3.892276630e-03,2.159769951e-03,6.114249587e-04,1.228764302e-04,7.072787714e-05,2.203617972e-05
4.40,150.4000,MEAN,5.0,2.107764159e-03,2.912324353e-03,3.486427508e-03,4.916076928e-03,2.927620174e-03,1.629514817e-03,4.636673261e-04,9.374298942e-05,5.403503763e-05,1.683560051e-05
4.40,169.9600,MEAN,5.0,1.559154039e-03,2.150592458e-03,2.575816287e-03,3.648563213e-03,2.192401036e-03,1.224685416e-03,3.509881100e-04,7.146207656e-05,4.125792833e-05,1.284848979e-05
4.40,192.0600,MEAN,5.0,1.131890767e-03,1.555075153e-03,1.865070463e-03,2.673709543e-03,1.632573981e-03,9.173413823e-04,2.651275671e-04,5.442253176e-05,3.146860278e-05,9.796463606e-06
4.40,217.0400,MEAN,5.0,8.048661106e-04,1.098239961e-03,1.320539229e-03,1.930332633e-03,1.209389595e-03,6.842330675e-04,1.998653968e-04,4.140068933e-05,2.397365040e-05,7.455183244e-06
4.40,245.2700,MEAN,5.0,5.587053617e-04,7.545938450e-04,9.113250260e-04,1.370505578e-03,8.890950992e-04,5.079232354e-04,1.503069361e-04,3.145840556e-05,1.824281606e-05,5.663532723e-06
4.40,277.1700,MEAN,5.0,3.776028389e-04,5.030285726e-04,6.110170701e-04,9.555809353e-04,6.487467624e-04,3.750535354e-04,1.127811882e-04,2.387167826e-05,1.386821120e-05,4.294046866e-06
4.40,313.2200,MEAN,5.0,2.474863867e-04,3.239654926e-04,3.964676850e-04,6.521118430e-04,4.692757939e-04,2.753247813e-04,8.426977750e-05,1.807966064e-05,1.052352497e-05,3.248832419e-06
4.40,353.9600,MEAN,5.0,1.568331532e-04,2.006811739e-04,2.478942753e-04,4.345032937e-04,3.362021496e-04,2.006811739e-04,6.277405013e-05,1.367446414e-05,7.973201721e-06,2.452429996e-06
4.40,400.0000,MEAN,5.0,9.553769910e-05,1.188995167e-04,1.486753819e-04,2.817490262e-04,2.382069219e-04,1.452083291e-04,4.657067689e-05,1.031958069e-05,6.028592988e-06,1.845695756e-06
4.60, 1.0000,MEAN,5.0,1.729447515e-01,2.049640038e-01,2.107764159e-01,1.849774642e-01,7.099300471e-02,3.601656028e-02,9.608834866e-03,2.070034467e-03,1.247119287e-03,4.334835723e-04
4.60, 1.1300,MEAN,5.0,1.716191137e-01,2.034344217e-01,2.093488059e-01,1.840597149e-01,7.070748272e-02,3.585340485e-02,9.560907960e-03,2.061876695e-03,1.243040401e-03,4.323618787e-04
4.60, 1.2800,MEAN,5.0,1.700895315e-01,2.015989232e-01,2.076152795e-01,1.829380213e-01,7.037097465e-02,3.566985500e-02,9.504823282e-03,2.051679481e-03,1.237941794e-03,4.308322966e-04
4.60, 1.4400,MEAN,5.0,1.682540330e-01,1.995594803e-01,2.055758367e-01,1.816123835e-01,6.995288887e-02,3.543531907e-02,9.436501948e-03,2.039442824e-03,1.230803744e-03,4.289967981e-04
4.60, 1.6300,MEAN,5.0,1.661126180e-01,1.973160932e-01,2.033324496e-01,1.800828014e-01,6.946342259e-02,3.517019150e-02,9.357983399e-03,2.025166724e-03,1.223665695e-03,4.267534110e-04
4.60, 1.8400,MEAN,5.0,1.637672588e-01,1.946648176e-01,2.007831460e-01,1.782473028e-01,6.887198417e-02,3.485407787e-02,9.267228193e-03,2.007831460e-03,1.213468480e-03,4.240001632e-04
4.60, 2.0800,MEAN,5.0,1.612179553e-01,1.919115698e-01,1.980298982e-01,1.762078600e-01,6.819896804e-02,3.449717537e-02,9.165256052e-03,1.987437032e-03,1.202251545e-03,4.206350825e-04
4.60, 2.3500,MEAN,5.0,1.583627353e-01,1.887504334e-01,1.949707340e-01,1.738625008e-01,6.742397977e-02,3.409948402e-02,9.051047254e-03,1.963983440e-03,1.188995167e-03,4.166581690e-04
4.60, 2.6600,MEAN,5.0,1.554055432e-01,1.854873249e-01,1.916056533e-01,1.713131972e-01,6.654701935e-02,3.365080660e-02,8.925621520e-03,1.937470683e-03,1.173699345e-03,4.118654784e-04
4.60, 3.0100,MEAN,5.0,1.521424347e-01,1.820202721e-01,1.881386005e-01,1.684579773e-01,6.557828401e-02,3.316134032e-02,8.791018294e-03,1.907898762e-03,1.156364081e-03,4.063589827e-04
4.60, 3.4000,MEAN,5.0,1.487773540e-01,1.783492750e-01,1.844676035e-01,1.653988130e-01,6.452797096e-02,3.264128240e-02,8.648257296e-03,1.875267677e-03,1.136989375e-03,4.001386821e-04
4.60, 3.8400,MEAN,5.0,1.453103012e-01,1.745763058e-01,1.806946342e-01,1.621357045e-01,6.339608019e-02,3.208043562e-02,8.497338527e-03,1.839577427e-03,1.115575225e-03,3.930006322e-04
4.60, 4.3400,MEAN,5.0,1.417412763e-01,1.707013644e-01,1.767177207e-01,1.586686517e-01,6.219280892e-02,3.149919442e-02,8.341321151e-03,1.801847735e-03,1.092121632e-03,3.851487774e-04
4.60, 4.9000,MEAN,5.0,1.381722513e-01,1.667244509e-01,1.727408072e-01,1.552015989e-01,6.093855159e-02,3.089755879e-02,8.181224889e-03,1.762078600e-03,1.067648318e-03,3.765831175e-04
4.60, 5.5400,MEAN,5.0,1.343992821e-01,1.626455652e-01,1.685599494e-01,1.515306018e-01,5.963330818e-02,3.027552873e-02,8.018069463e-03,1.721289744e-03,1.042155283e-03,3.674056248e-04
4.60, 6.2600,MEAN,5.0,1.306263129e-01,1.585666796e-01,1.643790916e-01,1.477576326e-01,5.829747313e-02,2.964330145e-02,7.852874595e-03,1.678461444e-03,1.015234638e-03,3.578202435e-04
4.60, 7.0700,MEAN,5.0,1.268533437e-01,1.543858218e-01,1.600962617e-01,1.438826912e-01,5.694124365e-02,2.901107417e-02,7.686660004e-03,1.635633145e-03,9.879061041e-04,3.477250015e-04
4.60, 7.9900,MEAN,5.0,1.230803744e-01,1.501029919e-01,1.558134318e-01,1.401097220e-01,5.557481696e-02,2.836864968e-02,7.520445414e-03,1.592804846e-03,9.601696816e-04,3.374258153e-04
4.60, 9.0300,MEAN,5.0,1.193074052e-01,1.458201619e-01,1.514286297e-01,1.361328085e-01,5.419819305e-02,2.772622520e-02,7.355250546e-03,1.549976546e-03,9.323312871e-04,3.269226847e-04
4.60,10.2100,MEAN,5.0,1.112516061e-01,1.370505578e-01,1.425570534e-01,1.279750372e-01,5.122060653e-02,2.639039015e-02,7.031998858e-03,1.462280505e-03,8.734933616e-04,3.016335937e-04
4.60,11.5400,MEAN,5.0,9.455876654e-02,1.178797952e-01,1.236922073e-01,1.135969653e-01,4.642791589e-02,2.402463647e-02,6.432402668e-03,1.336854771e-03,7.973201721e-04,2.743050599e-04
4.60,13.0400,MEAN,5.0,8.016030021e-02,1.011563641e-01,1.070707483e-01,1.006872922e-01,4.202271939e-02,2.185262986e-02,5.879713662e-03,1.220606530e-03,7.266534783e-04,2.488120246e-04
4.60,14.7300,MEAN,5.0,6.782167112e-02,8.664572839e-02,9.252952093e-02,8.907266535e-02,3.798462260e-02,1.986417311e-02,5.370872678e-03,1.113535782e-03,6.613913079e-04,2.252564599e-04
4.60,16.6500,MEAN,5.0,5.726755450e-02,7.405216895e-02,7.978300328e-02,7.866130973e-02,3.429323109e-02,1.803887178e-02,4.902820549e-03,1.014520833e-03,6.013297167e-04,2.035363939e-04
4.60,18.8100,MEAN,5.0,4.824302001e-02,6.313095262e-02,6.863744825e-02,6.934105602e-02,3.093834764e-02,1.636652866e-02,4.473517835e-03,9.238675994e-04,5.462647605e-04,1.837537985e-04
4.60,21.2600,MEAN,5.0,4.054412335e-02,5.368833235e-02,5.889910876e-02,6.100993209e-02,2.787918341e-02,1.483694655e-02,4.079905370e-03,8.407603043e-04,4.958905227e-04,1.657047295e-04
4.60,24.0300,MEAN,5.0,3.398731467e-02,4.553056105e-02,5.041502661e-02,5.358636021e-02,2.509534395e-02,1.343992821e-02,3.718923990e-03,7.647910591e-04,4.499010870e-04,1.491852426e-04
4.60,27.1500,MEAN,5.0,2.840943854e-02,3.848428609e-02,4.301184916e-02,4.695817103e-02,2.256643485e-02,1.217547366e-02,3.388534252e-03,6.954500031e-04,4.078885648e-04,1.342973100e-04
4.60,30.6800,MEAN,5.0,2.367793119e-02,3.242714091e-02,3.658760427e-02,4.106418127e-02,2.027206167e-02,1.101299125e-02,3.086696714e-03,6.320233312e-04,3.696490119e-04,1.208369873e-04
4.60,34.6700,MEAN,5.0,1.966022883e-02,2.720616728e-02,3.099953093e-02,3.581261599e-02,1.819182999e-02,9.953500704e-03,2.810352212e-03,5.743070993e-04,3.348765117e-04,1.086003304e-04
4.60,39.1800,MEAN,5.0,1.626455652e-02,2.272959028e-02,2.615585422e-02,3.115248914e-02,1.629514817e-02,8.989863969e-03,2.557461302e-03,5.215875023e-04,3.032651480e-04,9.753635307e-05
4.60,44.2800,MEAN,5.0,1.339913936e-02,1.889543777e-02,2.196479922e-02,2.701242021e-02,1.459221341e-02,8.111883833e-03,2.325984541e-03,4.735586238e-04,2.745090041e-04,8.757367487e-05
4.60,50.0400,MEAN,5.0,1.099259682e-02,1.564252646e-02,1.837537985e-02,2.338221198e-02,1.306263129e-02,7.322619460e-03,2.116941652e-03,4.306283523e-04,2.489139967e-04,7.882446516e-05
4.60,56.5500,MEAN,5.0,1.048273612e-02,1.482674933e-02,1.745763058e-02,2.261742092e-02,1.287908143e-02,7.253278404e-03,2.105724716e-03,4.296086309e-04,2.484041360e-04,7.855933759e-05
4.60,63.9000,MEAN,5.0,9.935145718e-03,1.393959170e-02,1.647869802e-02,2.179144658e-02,1.268533437e-02,7.176799298e-03,2.094507780e-03,4.283849652e-04,2.476903310e-04,7.826361838e-05
4.60,72.2100,MEAN,5.0,9.347786185e-03,1.301164522e-02,1.543858218e-02,2.088389452e-02,1.247119287e-02,7.091142700e-03,2.081251402e-03,4.270593274e-04,2.469765260e-04,7.791691310e-05
4.60,81.6100,MEAN,5.0,8.726775845e-03,1.204290988e-02,1.433728305e-02,1.990496196e-02,1.222645973e-02,6.995288887e-03,2.066975302e-03,4.255297453e-04,2.461607489e-04,7.753961618e-05
4.60,92.2200,MEAN,5.0,8.074154141e-03,1.102318846e-02,1.318499786e-02,1.886484612e-02,1.196133216e-02,6.888218139e-03,2.049640038e-03,4.238981910e-04,2.452429996e-04,7.711133318e-05
4.60,104.2100,MEAN,5.0,7.014663594e-03,9.520119103e-03,1.142087982e-02,1.659086738e-02,1.071727204e-02,6.203985071e-03,1.857932413e-03,3.857606102e-04,2.232170171e-04,7.011604430e-05
4.60,117.7700,MEAN,5.0,5.434095405e-03,7.405216895e-03,8.858319907e-03,1.270572879e-02,8.131258540e-03,4.706014317e-03,1.413333877e-03,2.948014602e-04,1.709053087e-04,5.374951563e-05
4.60,133.0900,MEAN,5.0,4.155364754e-03,5.675769380e-03,6.778088226e-03,9.648604001e-03,6.145860951e-03,3.560867171e-03,1.072746926e-03,2.251544878e-04,1.307282850e-04,4.116615341e-05
4.60,150.4000,MEAN,5.0,3.131564457e-03,4.279770767e-03,5.105745110e-03,7.250219240e-03,4.625456325e-03,2.685946199e-03,8.138396590e-04,1.718230579e-04,9.994289560e-05,3.148899721e-05
4.60,169.9600,MEAN,5.0,2.320885934e-03,3.166234985e-03,3.778067832e-03,5.386168499e-03,3.463993637e-03,2.020068117e-03,6.161156772e-04,1.310342015e-04,7.633634491e-05,2.406542533e-05
4.60,192.0600,MEAN,5.0,1.688658658e-03,2.294373177e-03,2.739991434e-03,3.949381029e-03,2.580914894e-03,1.513266576e-03,4.655028246e-04,9.983072625e-05,5.825668427e-05,1.836518263e-05
4.60,217.0400,MEAN,5.0,1.203271266e-03,1.622376767e-03,1.943589011e-03,2.854200232e-03,1.911977648e-03,1.128831603e-03,3.509881100e-04,7.595904799e-05,4.440886750e-05,1.399057777e-05
4.60,245.2700,MEAN,5.0,8.370893072e-04,1.117614668e-03,1.342973100e-03,2.028225889e-03,1.406195827e-03,8.382110008e-04,2.640058736e-04,5.773662635e-05,3.381396203e-05,1.063569433e-05
4.60,277.1700,MEAN,5.0,5.669651051e-04,7.463341015e-04,9.019435890e-04,1.415373320e-03,1.026859462e-03,6.190728693e-04,1.980298982e-04,4.381742908e-05,2.570717680e-05,8.076193584e-06
4.60,313.2200,MEAN,5.0,3.724022597e-04,4.816144229e-04,5.862378398e-04,9.664919544e-04,7.428670487e-04,4.544898334e-04,1.480635490e-04,3.320212918e-05,1.951746783e-05,6.117308751e-06
4.60,353.9600,MEAN,5.0,2.363714233e-04,2.988803459e-04,3.672016805e-04,6.444639325e-04,5.322945771e-04,3.314094589e-04,1.102318846e-04,2.511573838e-05,1.479615769e-05,4.622397161e-06
4.60,400.0000,MEAN,5.0,1.443925520e-04,1.775334978e-04,2.205657414e-04,4.182897232e-04,3.772969225e-04,2.397365040e-04,8.182244611e-05,1.896681827e-05,1.119654110e-05,3.482348622e-06
4.80, 1.0000,MEAN,5.0,2.393286154e-01,2.834825526e-01,2.921501846e-01,2.602329044e-01,1.072746926e-01,5.682907430e-02,1.613199274e-02,3.603695470e-03,2.183223543e-03,7.630575327e-04
4.80, 1.1300,MEAN,5.0,2.373911447e-01,2.812391655e-01,2.900087696e-01,2.589072665e-01,1.068668040e-01,5.657414394e-02,1.605041503e-02,3.588399649e-03,2.176085493e-03,7.609161177e-04
4.80, 1.2800,MEAN,5.0,2.350457855e-01,2.786898619e-01,2.874594661e-01,2.572757123e-01,1.062549711e-01,5.625803031e-02,1.594844289e-02,3.571064385e-03,2.165888279e-03,7.581628699e-04
4.80, 1.4400,MEAN,5.0,2.323945098e-01,2.757326698e-01,2.846042461e-01,2.553382416e-01,1.056431383e-01,5.588073338e-02,1.582607632e-02,3.549650236e-03,2.154671344e-03,7.547977892e-04
4.80, 1.6300,MEAN,5.0,2.293353456e-01,2.723675892e-01,2.812391655e-01,2.530948545e-01,1.048273612e-01,5.543205596e-02,1.569351253e-02,3.524157200e-03,2.140395244e-03,7.507189036e-04
4.80, 1.8400,MEAN,5.0,2.259702649e-01,2.685946199e-01,2.775681684e-01,2.504435788e-01,1.039096119e-01,5.492219526e-02,1.554055432e-02,3.492545836e-03,2.123059980e-03,7.457222687e-04
4.80, 2.0800,MEAN,5.0,2.221972957e-01,2.644137622e-01,2.734892827e-01,2.473844146e-01,1.027879183e-01,5.433075684e-02,1.535700447e-02,3.456855587e-03,2.102665552e-03,7.396039402e-04
4.80, 2.3500,MEAN,5.0,2.181184101e-01,2.600289601e-01,2.690025085e-01,2.439173618e-01,1.016050415e-01,5.366793792e-02,1.516325740e-02,3.415047009e-03,2.079211959e-03,7.323639182e-04
4.80, 2.6600,MEAN,5.0,2.137336080e-01,2.552362695e-01,2.643117900e-01,2.401443926e-01,1.002284176e-01,5.293373850e-02,1.494911590e-02,3.368139824e-03,2.051679481e-03,7.237982583e-04
4.80, 3.0100,MEAN,5.0,2.091448616e-01,2.502396345e-01,2.592131830e-01,2.359635348e-01,9.869883548e-02,5.212815859e-02,1.471457998e-02,3.315114311e-03,2.021087839e-03,7.139069606e-04
4.80, 3.4000,MEAN,5.0,2.042501988e-01,2.449370832e-01,2.539106316e-01,2.314767605e-01,9.702649236e-02,5.127159260e-02,1.445964962e-02,3.256990190e-03,1.986417311e-03,7.024860808e-04
4.80, 3.8400,MEAN,5.0,1.992535639e-01,2.395325597e-01,2.484041360e-01,2.267860421e-01,9.524197989e-02,5.035384333e-02,1.420471927e-02,3.193767463e-03,1.947667897e-03,6.896375910e-04
4.80, 4.3400,MEAN,5.0,1.941549569e-01,2.339240919e-01,2.427956682e-01,2.217894071e-01,9.334529806e-02,4.939530520e-02,1.392939449e-02,3.126465850e-03,1.906879041e-03,6.754634634e-04
4.80, 4.9000,MEAN,5.0,1.888524055e-01,2.282136520e-01,2.369832562e-01,2.165888279e-01,9.136703853e-02,4.840617543e-02,1.365406971e-02,3.056105072e-03,1.862011299e-03,6.599636979e-04
4.80, 5.5400,MEAN,5.0,1.835498542e-01,2.224012400e-01,2.310688720e-01,2.111843044e-01,8.931739849e-02,4.738645402e-02,1.337874493e-02,2.983704852e-03,1.816123835e-03,6.434442110e-04
4.80, 6.2600,MEAN,5.0,1.782473028e-01,2.164868558e-01,2.250525157e-01,2.057797810e-01,8.722696959e-02,4.635653539e-02,1.309322293e-02,2.908245467e-03,1.769216650e-03,6.260069749e-04
4.80, 7.0700,MEAN,5.0,1.728427794e-01,2.104704995e-01,2.189341872e-01,2.001713132e-01,8.509575184e-02,4.531641955e-02,1.280770094e-02,2.832786083e-03,1.720270022e-03,6.079579059e-04
4.80, 7.9900,MEAN,5.0,1.674382559e-01,2.044541431e-01,2.128158587e-01,1.945628454e-01,8.295433688e-02,4.426610650e-02,1.252217894e-02,2.756306977e-03,1.670303673e-03,5.893989762e-04
4.80, 9.0300,MEAN,5.0,1.620337324e-01,1.983358147e-01,2.065955581e-01,1.889543777e-01,8.079252748e-02,4.321579345e-02,1.223665695e-02,2.679827871e-03,1.621357045e-03,5.705341301e-04
4.80,10.2100,MEAN,5.0,1.512246854e-01,1.864050741e-01,1.944608733e-01,1.776354700e-01,7.636693655e-02,4.113556176e-02,1.169620460e-02,2.530948545e-03,1.520404625e-03,5.276038586e-04
4.80,11.5400,MEAN,5.0,1.289947586e-01,1.608100667e-01,1.692737544e-01,1.580568189e-01,6.934105602e-02,3.751555075e-02,1.071727204e-02,2.319866213e-03,1.391919728e-03,4.813085065e-04
4.80,13.0400,MEAN,5.0,1.098239961e-01,1.384781678e-01,1.469418555e-01,1.404156384e-01,6.286582506e-02,3.418106173e-02,9.812779149e-03,2.123059980e-03,1.272612322e-03,4.381742908e-04
4.80,14.7300,MEAN,5.0,9.331470642e-02,1.190014888e-01,1.273632044e-01,1.245079844e-01,5.693104644e-02,3.111170028e-02,8.977627312e-03,1.940529847e-03,1.161462688e-03,3.979972671e-04
4.80,16.6500,MEAN,5.0,7.912018437e-02,1.020741134e-01,1.101299125e-01,1.101299125e-01,5.149593131e-02,2.829726919e-02,8.208757367e-03,1.773295536e-03,1.058470826e-03,3.609813799e-04
4.80,18.8100,MEAN,5.0,6.693451349e-02,8.733913895e-02,9.503803561e-02,9.734260600e-02,4.652988803e-02,2.571737401e-02,7.502090429e-03,1.618297881e-03,9.644525116e-04,3.270246569e-04
4.80,21.2600,MEAN,5.0,5.649256623e-02,7.452124080e-02,8.180205168e-02,8.585034569e-02,4.200232496e-02,2.335162034e-02,6.853547611e-03,1.476556605e-03,8.780821080e-04,2.959231538e-04
4.80,24.0300,MEAN,5.0,4.755980666e-02,6.340627741e-02,7.021801644e-02,7.557155385e-02,3.788265046e-02,2.118981094e-02,6.258030306e-03,1.347051985e-03,7.988497542e-04,2.675748985e-04
4.80,27.1500,MEAN,5.0,3.993229050e-02,5.379030449e-02,6.009218282e-02,6.638386393e-02,3.413007566e-02,1.921155140e-02,5.711459629e-03,1.227744580e-03,7.264495340e-04,2.416739747e-04
4.80,30.6800,MEAN,5.0,3.341627067e-02,4.545918055e-02,5.126139539e-02,5.818530378e-02,3.071400893e-02,1.741684172e-02,5.210776416e-03,1.118634389e-03,6.602696143e-04,2.182203822e-04
4.80,34.6700,MEAN,5.0,2.786898619e-02,3.828034181e-02,4.356249873e-02,5.087390125e-02,2.761405584e-02,1.576489303e-02,4.751901780e-03,1.018803663e-03,5.999021067e-04,1.968062325e-04
4.80,39.1800,MEAN,5.0,2.315787327e-02,3.209063284e-02,3.687312626e-02,4.434768421e-02,2.478942753e-02,1.426590256e-02,4.330756837e-03,9.276405686e-04,5.448371505e-04,1.774315257e-04
4.80,44.2800,MEAN,5.0,1.915036812e-02,2.676768707e-02,3.106071421e-02,3.854546938e-02,2.222992678e-02,1.288927865e-02,3.945302143e-03,8.444313014e-04,4.946668570e-04,1.598923174e-04
4.80,50.0400,MEAN,5.0,1.578528746e-02,2.224012400e-02,2.606407929e-02,3.344686232e-02,1.993555361e-02,1.165541574e-02,3.596557421e-03,7.696857219e-04,4.499010870e-04,1.444945241e-04
4.80,56.5500,MEAN,5.0,1.505108804e-02,2.106744437e-02,2.475883589e-02,3.235576041e-02,1.966022883e-02,1.154324639e-02,3.579222157e-03,7.678502233e-04,4.488813656e-04,1.439846634e-04
4.80,63.9000,MEAN,5.0,1.426590256e-02,1.982338425e-02,2.337201477e-02,3.116268635e-02,1.936450962e-02,1.142087982e-02,3.558827728e-03,7.657088084e-04,4.476576999e-04,1.434748027e-04
4.80,72.2100,MEAN,5.0,1.341953378e-02,1.849774642e-02,2.189341872e-02,2.986764016e-02,1.902800155e-02,1.128831603e-02,3.536393857e-03,7.633634491e-04,4.463320621e-04,1.428629698e-04
4.80,81.6100,MEAN,5.0,1.253237615e-02,1.711092530e-02,2.033324496e-02,2.848081904e-02,1.866090184e-02,1.113535782e-02,3.511920543e-03,7.607121734e-04,4.449044521e-04,1.421491648e-04
4.80,92.2200,MEAN,5.0,1.159423246e-02,1.566292089e-02,1.870169070e-02,2.697163135e-02,1.825301328e-02,1.096200518e-02,3.483368344e-03,7.576530092e-04,4.431709257e-04,1.413333877e-04
4.80,104.2100,MEAN,5.0,1.007892644e-02,1.354190035e-02,1.620337324e-02,2.373911447e-02,1.636652866e-02,9.877021598e-03,3.157057492e-03,6.895356189e-04,4.035037628e-04,1.285868701e-04
4.80,117.7700,MEAN,5.0,7.824322395e-03,1.055411662e-02,1.258336223e-02,1.820202721e-02,1.242020680e-02,7.493932658e-03,2.401443926e-03,5.271959701e-04,3.090775600e-04,9.867844105e-05
4.80,133.0900,MEAN,5.0,5.995961903e-03,8.103726062e-03,9.647584280e-03,1.382742235e-02,9.387555320e-03,5.670670773e-03,1.824281606e-03,4.027899578e-04,2.365753676e-04,7.565313156e-05
4.80,150.4000,MEAN,5.0,4.527563070e-03,6.121387637e-03,7.278771440e-03,1.040115840e-02,7.067689107e-03,4.278751045e-03,1.383761956e-03,3.074460058e-04,1.808985785e-04,5.794057064e-05
4.80,169.9600,MEAN,5.0,3.364060939e-03,4.538780005e-03,5.395345991e-03,7.731527747e-03,5.295413293e-03,3.218240777e-03,1.047253890e-03,2.345359248e-04,1.382742235e-04,4.432728978e-05
4.80,192.0600,MEAN,5.0,2.452429996e-03,3.294719883e-03,3.919809108e-03,5.673729937e-03,3.947341586e-03,2.411641140e-03,7.916097322e-04,1.787571635e-04,1.055411662e-04,3.385475088e-05
4.80,217.0400,MEAN,5.0,1.750861665e-03,2.335162034e-03,2.783839455e-03,4.103358962e-03,2.924561010e-03,1.799808292e-03,5.969449146e-04,1.360308364e-04,8.049680827e-05,2.582954337e-05
4.80,245.2700,MEAN,5.0,1.220606530e-03,1.611159831e-03,1.927273469e-03,2.919462403e-03,2.151612180e-03,1.336854771e-03,4.489833378e-04,1.033997512e-04,6.132604572e-05,1.966022883e-05
4.80,277.1700,MEAN,5.0,8.284216752e-04,1.077845533e-03,1.296065915e-03,2.038423103e-03,1.571390696e-03,9.871922991e-04,3.368139824e-04,7.851854873e-05,4.665225460e-05,1.493891869e-05
4.80,313.2200,MEAN,5.0,5.453470112e-04,6.969795852e-04,8.439214407e-04,1.392939449e-03,1.136989375e-03,7.249199519e-04,2.517692167e-04,5.951094161e-05,3.543531907e-05,1.132910489e-05
4.80,353.9600,MEAN,5.0,3.469092244e-04,4.333816001e-04,5.294393572e-04,9.296800114e-04,8.153692411e-04,5.286235800e-04,1.876287398e-04,4.503089756e-05,2.686965921e-05,8.571778190e-06
4.80,400.0000,MEAN,5.0,2.123059980e-04,2.578875451e-04,3.186629413e-04,6.038790203e-04,5.780800685e-04,3.825994738e-04,1.391919728e-04,3.400770909e-05,2.034344217e-05,6.466053474e-06
5.00, 1.0000,MEAN,5.0,3.223339384e-01,3.817836967e-01,3.941223258e-01,3.561886893e-01,1.568331532e-01,8.664572839e-02,2.621703751e-02,6.121387637e-03,3.741357861e-03,1.321558950e-03
5.00, 1.1300,MEAN,5.0,3.194787184e-01,3.786225603e-01,3.910631615e-01,3.542512186e-01,1.561193482e-01,8.622764261e-02,2.608447372e-02,6.096914323e-03,3.728101483e-03,1.317480064e-03
5.00, 1.2800,MEAN,5.0,3.162156099e-01,3.749515632e-01,3.874941366e-01,3.520078315e-01,1.553035711e-01,8.572797912e-02,2.592131830e-02,6.066322681e-03,3.710766219e-03,1.312381457e-03
5.00, 1.4400,MEAN,5.0,3.124426407e-01,3.707707054e-01,3.834152510e-01,3.492545836e-01,1.542838497e-01,8.513654070e-02,2.571737401e-02,6.028592988e-03,3.690371790e-03,1.306263129e-03
5.00, 1.6300,MEAN,5.0,3.081598107e-01,3.659780148e-01,3.787245325e-01,3.458895030e-01,1.530601840e-01,8.442273571e-02,2.549303530e-02,5.983725246e-03,3.665898477e-03,1.299125079e-03
