rup_mag,rup_hypo_depth,dist_rjb,site_vs30,site_vs30measured,site_region,result_type,damping,pgv,pga,0.1,0.073,0.2,0.5,1.0,2.0,5.0
4.0,25.0,120.0,600.0,1.0,4,MEAN,5,7.45819780e-03,1.53365529e-04,2.91407351e-04,2.43225889e-04,3.72736338e-04,1.86424960e-04,6.68388104e-05,1.58957838e-05,2.78604589e-06
4.0,25.0,20.0,900.0,1.0,0,MEAN,5,1.40302829e-01,5.27212098e-03,1.42209039e-02,1.21802354e-02,1.10428189e-02,2.73705069e-03,6.35451760e-04,1.37910841e-04,2.91454990e-05
4.0,25.0,60.0,900.0,1.0,0,MEAN,5,2.48339183e-02,7.29604331e-04,1.70879146e-03,1.40226092e-03,1.75485295e-03,5.87888727e-04,1.63307052e-04,3.62616329e-05,7.10410931e-06
4.0,25.0,120.0,900.0,1.0,0,MEAN,5,6.00801043e-03,1.28669916e-04,2.51192800e-04,2.09715385e-04,3.14618174e-04,1.46766644e-04,5.13214686e-05,1.23895721e-05,2.33495905e-06
4.0,25.0,20.0,900.0,1.0,2,MEAN,5,1.40302829e-01,5.27212098e-03,1.42209039e-02,1.21802354e-02,1.10428189e-02,2.73705069e-03,6.35451760e-04,1.37910841e-04,2.91454990e-05
4.0,25.0,60.0,900.0,1.0,2,MEAN,5,2.48339183e-02,7.29604331e-04,1.70879146e-03,1.40226092e-03,1.75485295e-03,5.87888727e-04,1.63307052e-04,3.62616329e-05,7.10410931e-06
4.0,25.0,120.0,900.0,1.0,2,MEAN,5,6.00801043e-03,1.28669916e-04,2.51192800e-04,2.09715385e-04,3.14618174e-04,1.46766644e-04,5.13214686e-05,1.23895721e-05,2.33495905e-06
4.0,25.0,20.0,900.0,1.0,4,MEAN,5,1.40302829e-01,5.27212098e-03,1.42209039e-02,1.21802354e-02,1.10428189e-02,2.73705069e-03,6.35451760e-04,1.37910841e-04,2.91454990e-05
4.0,25.0,60.0,900.0,1.0,4,MEAN,5,2.48339183e-02,7.29604331e-04,1.70879146e-03,1.40226092e-03,1.75485295e-03,5.87888727e-04,1.63307052e-04,3.62616329e-05,7.10410931e-06
4.0,25.0,120.0,900.0,1.0,4,MEAN,5,6.00801043e-03,1.28669916e-04,2.51192800e-04,2.09715385e-04,3.14618174e-04,1.46766644e-04,5.13214686e-05,1.23895721e-05,2.33495905e-06
4.0,25.0,20.0,300.0,0.0,0,MEAN,5,2.56672579e-01,8.55428493e-03,2.17497838e-02,1.86318469e-02,1.76593781e-02,5.35877053e-03,1.29908763e-03,2.83821355e-04,5.23775719e-05
4.0,25.0,60.0,300.0,0.0,0,MEAN,5,4.54316275e-02,1.18382020e-03,2.61346572e-03,2.14500869e-03,2.80631350e-03,1.15100564e-03,3.33857239e-04,7.46266621e-05,1.27668425e-05
4.0,25.0,120.0,300.0,0.0,0,MEAN,5,1.09911649e-02,2.08773496e-04,3.84180157e-04,3.20797162e-04,5.03128897e-04,2.87348995e-04,1.04919191e-04,2.54978152e-05,4.19617058e-06
4.0,25.0,20.0,300.0,0.0,2,MEAN,5,2.56672579e-01,8.55428493e-03,2.17497838e-02,1.86318469e-02,1.76593781e-02,5.35877053e-03,1.29908763e-03,2.83821355e-04,5.23775719e-05
4.0,25.0,60.0,300.0,0.0,2,MEAN,5,4.54316275e-02,1.18382020e-03,2.61346572e-03,2.14500869e-03,2.80631350e-03,1.15100564e-03,3.33857239e-04,7.46266621e-05,1.27668425e-05
4.0,25.0,120.0,300.0,0.0,2,MEAN,5,1.09911649e-02,2.08773496e-04,3.84180157e-04,3.20797162e-04,5.03128897e-04,2.87348995e-04,1.04919191e-04,2.54978152e-05,4.19617058e-06
4.0,25.0,20.0,300.0,0.0,4,MEAN,5,2.56672579e-01,8.55428493e-03,2.17497838e-02,1.86318469e-02,1.76593781e-02,5.35877053e-03,1.29908763e-03,2.83821355e-04,5.23775719e-05
4.0,25.0,60.0,300.0,0.0,4,MEAN,5,4.54316275e-02,1.18382020e-03,2.61346572e-03,2.14500869e-03,2.80631350e-03,1.15100564e-03,3.33857239e-04,7.46266621e-05,1.27668425e-05
4.0,25.0,120.0,300.0,0.0,4,MEAN,5,1.09911649e-02,2.08773496e-04,3.84180157e-04,3.20797162e-04,5.03128897e-04,2.87348995e-04,1.04919191e-04,2.54978152e-05,4.19617058e-06
4.0,25.0,20.0,600.0,0.0,0,MEAN,5,1.89476593e-01,6.96481239e-03,1.83823194e-02,1.57004046e-02,1.45810248e-02,3.83438930e-03,8.87204628e-04,1.89226109e-04,3.77587774e-05
4.0,25.0,60.0,600.0,0.0,0,MEAN,5,3.35377859e-02,9.63854454e-04,2.20882938e-03,1.80752367e-03,2.31712161e-03,8.23585128e-04,2.28005934e-04,4.97542297e-05,9.20356457e-06
4.0,25.0,120.0,600.0,0.0,0,MEAN,5,8.11371629e-03,1.69981272e-04,3.24698508e-04,2.70324529e-04,4.15424307e-04,2.05608340e-04,7.16539749e-05,1.69996100e-05,3.02500221e-06
4.0,25.0,20.0,600.0,0.0,2,MEAN,5,1.89476593e-01,6.96481239e-03,1.83823194e-02,1.57004046e-02,1.45810248e-02,3.83438930e-03,8.87204628e-04,1.89226109e-04,3.77587774e-05
4.0,25.0,60.0,600.0,0.0,2,MEAN,5,3.35377859e-02,9.63854454e-04,2.20882938e-03,1.80752367e-03,2.31712161e-03,8.23585128e-04,2.28005934e-04,4.97542297e-05,9.20356457e-06
4.0,25.0,120.0,600.0,0.0,2,MEAN,5,8.11371629e-03,1.69981272e-04,3.24698508e-04,2.70324529e-04,4.15424307e-04,2.05608340e-04,7.16539749e-05,1.69996100e-05,3.02500221e-06
4.0,25.0,20.0,600.0,0.0,4,MEAN,5,1.89476593e-01,6.96481239e-03,1.83823194e-02,1.57004046e-02,1.45810248e-02,3.83438930e-03,8.87204628e-04,1.89226109e-04,3.77587774e-05
4.0,25.0,60.0,600.0,0.0,4,MEAN,5,3.35377859e-02,9.63854454e-04,2.20882938e-03,1.80752367e-03,2.31712161e-03,8.23585128e-04,2.28005934e-04,4.97542297e-05,9.20356457e-06
4.0,25.0,120.0,600.0,0.0,4,MEAN,5,8.11371629e-03,1.69981272e-04,3.24698508e-04,2.70324529e-04,4.15424307e-04,2.05608340e-04,7.16539749e-05,1.69996100e-05,3.02500221e-06
4.0,25.0,20.0,900.0,0.0,0,MEAN,5,1.58651260e-01,6.17571593e-03,1.66596581e-02,1.42043633e-02,1.30354661e-02,3.15254153e-03,7.09815437e-04,1.49276078e-04,3.11801860e-05
4.0,25.0,60.0,900.0,0.0,0,MEAN,5,2.80816321e-02,8.54652066e-04,2.00183348e-03,1.63529052e-03,2.07151147e-03,6.77131641e-04,1.82418043e-04,3.92499551e-05,7.60005687e-06
4.0,25.0,120.0,900.0,0.0,0,MEAN,5,6.79372206e-03,1.50722803e-04,2.94270055e-04,2.44566170e-04,3.71390183e-04,1.69046171e-04,5.73273582e-05,1.34105971e-05,2.49796572e-06
4.0,25.0,20.0,900.0,0.0,2,MEAN,5,1.58651260e-01,6.17571593e-03,1.66596581e-02,1.42043633e-02,1.30354661e-02,3.15254153e-03,7.09815437e-04,1.49276078e-04,3.11801860e-05
4.0,25.0,60.0,900.0,0.0,2,MEAN,5,2.80816321e-02,8.54652066e-04,2.00183348e-03,1.63529052e-03,2.07151147e-03,6.77131641e-04,1.82418043e-04,3.92499551e-05,7.60005687e-06
4.0,25.0,120.0,900.0,0.0,2,MEAN,5,6.79372206e-03,1.50722803e-04,2.94270055e-04,2.44566170e-04,3.71390183e-04,1.69046171e-04,5.73273582e-05,1.34105971e-05,2.49796572e-06
4.0,25.0,20.0,900.0,0.0,4,MEAN,5,1.58651260e-01,6.17571593e-03,1.66596581e-02,1.42043633e-02,1.30354661e-02,3.15254153e-03,7.09815437e-04,1.49276078e-04,3.11801860e-05
4.0,25.0,60.0,900.0,0.0,4,MEAN,5,2.80816321e-02,8.54652066e-04,2.00183348e-03,1.63529052e-03,2.07151147e-03,6.77131641e-04,1.82418043e-04,3.92499551e-05,7.60005687e-06
4.0,25.0,120.0,900.0,0.0,4,MEAN,5,6.79372206e-03,1.50722803e-04,2.94270055e-04,2.44566170e-04,3.71390183e-04,1.69046171e-04,5.73273582e-05,1.34105971e-05,2.49796572e-06
5.0,5.0,20.0,300.0,1.0,0,MEAN,5,1.40102601e+00,3.25505276e-02,7.05344828e-02,5.85128322e-02,7.68351101e-02,3.43869553e-02,1.14789199e-02,2.89314131e-03,4.29143566e-04
5.0,5.0,60.0,300.0,1.0,0,MEAN,5,2.73981871e-01,4.94442893e-03,9.24489470e-03,7.48469758e-03,1.23326053e-02,7.02676254e-03,2.79102757e-03,7.42038086e-04,1.13122691e-04
5.0,5.0,120.0,300.0,1.0,0,MEAN,5,7.80804965e-02,1.03121364e-03,1.60817485e-03,1.34740322e-03,2.44696050e-03,1.84453647e-03,9.13570274e-04,2.69856242e-04,4.25119041e-05
5.0,5.0,20.0,300.0,1.0,2,MEAN,5,1.40102601e+00,3.25505276e-02,7.05344828e-02,5.85128322e-02,7.68351101e-02,3.43869553e-02,1.14789199e-02,2.89314131e-03,4.29143566e-04
5.0,5.0,60.0,300.0,1.0,2,MEAN,5,2.73981871e-01,4.94442893e-03,9.24489470e-03,7.48469758e-03,1.23326053e-02,7.02676254e-03,2.79102757e-03,7.42038086e-04,1.13122691e-04
5.0,5.0,120.0,300.0,1.0,2,MEAN,5,7.80804965e-02,1.03121364e-03,1.60817485e-03,1.34740322e-03,2.44696050e-03,1.84453647e-03,9.13570274e-04,2.69856242e-04,4.25119041e-05
5.0,5.0,20.0,300.0,1.0,4,MEAN,5,1.40102601e+00,3.25505276e-02,7.05344828e-02,5.85128322e-02,7.68351101e-02,3.43869553e-02,1.14789199e-02,2.89314131e-03,4.29143566e-04
5.0,5.0,60.0,300.0,1.0,4,MEAN,5,2.73981871e-01,4.94442893e-03,9.24489470e-03,7.48469758e-03,1.23326053e-02,7.02676254e-03,2.79102757e-03,7.42038086e-04,1.13122691e-04
5.0,5.0,120.0,300.0,1.0,4,MEAN,5,7.80804965e-02,1.03121364e-03,1.60817485e-03,1.34740322e-03,2.44696050e-03,1.84453647e-03,9.13570274e-04,2.69856242e-04,4.25119041e-05
5.0,5.0,20.0,600.0,1.0,0,MEAN,5,9.68094126e-01,2.41105175e-02,5.47204215e-02,4.54144045e-02,5.75054542e-02,2.28462717e-02,7.30750997e-03,1.88954263e-03,3.17298273e-04
5.0,5.0,60.0,600.0,1.0,0,MEAN,5,1.89318570e-01,3.66239042e-03,7.17215913e-03,5.80920578e-03,9.23005208e-03,4.66849493e-03,1.77677534e-03,4.84633293e-04,8.36401553e-05
5.0,5.0,120.0,600.0,1.0,0,MEAN,5,5.39527957e-02,7.63830773e-04,1.24761680e-03,1.04577940e-03,1.83137077e-03,1.22548743e-03,5.81581190e-04,1.76246101e-04,3.14322638e-05
5.0,5.0,20.0,600.0,1.0,2,MEAN,5,9.68094126e-01,2.41105175e-02,5.47204215e-02,4.54144045e-02,5.75054542e-02,2.28462717e-02,7.30750997e-03,1.88954263e-03,3.17298273e-04
5.0,5.0,60.0,600.0,1.0,2,MEAN,5,1.89318570e-01,3.66239042e-03,7.17215913e-03,5.80920578e-03,9.23005208e-03,4.66849493e-03,1.77677534e-03,4.84633293e-04,8.36401553e-05
5.0,5.0,120.0,600.0,1.0,2,MEAN,5,5.39527957e-02,7.63830773e-04,1.24761680e-03,1.04577940e-03,1.83137077e-03,1.22548743e-03,5.81581190e-04,1.76246101e-04,3.14322638e-05
5.0,5.0,20.0,600.0,1.0,4,MEAN,5,9.68094126e-01,2.41105175e-02,5.47204215e-02,4.54144045e-02,5.75054542e-02,2.28462717e-02,7.30750997e-03,1.88954263e-03,3.17298273e-04
5.0,5.0,60.0,600.0,1.0,4,MEAN,5,1.89318570e-01,3.66239042e-03,7.17215913e-03,5.80920578e-03,9.23005208e-03,4.66849493e-03,1.77677534e-03,4.84633293e-04,8.36401553e-05
5.0,5.0,120.0,600.0,1.0,4,MEAN,5,5.39527957e-02,7.63830773e-04,1.24761680e-03,1.04577940e-03,1.83137077e-03,1.22548743e-03,5.81581190e-04,1.76246101e-04,3.14322638e-05
5.0,5.0,20.0,900.0,1.0,0,MEAN,5,7.79855907e-01,2.02281326e-02,4.71689401e-02,3.91574242e-02,4.85390318e-02,1.79861678e-02,5.61099369e-03,1.47275687e-03,2.65924720e-04
5.0,5.0,60.0,900.0,1.0,0,MEAN,5,1.52507076e-01,3.07265570e-03,6.18239288e-03,5.00884108e-03,7.79087476e-03,3.67536262e-03,1.36427802e-03,3.77735330e-04,7.00980333e-05
5.0,5.0,120.0,900.0,1.0,0,MEAN,5,4.34621028e-02,6.40835278e-04,1.07544424e-03,9.01696898e-04,1.54581796e-03,9.64788601e-04,4.46560922e-04,1.37370626e-04,2.63430868e-05
5.0,5.0,20.0,900.0,1.0,2,MEAN,5,7.79855907e-01,2.02281326e-02,4.71689401e-02,3.91574242e-02,4.85390318e-02,1.79861678e-02,5.61099369e-03,1.47275687e-03,2.65924720e-04
5.0,5.0,60.0,900.0,1.0,2,MEAN,5,1.52507076e-01,3.07265570e-03,6.18239288e-03,5.00884108e-03,7.79087476e-03,3.67536262e-03,1.36427802e-03,3.77735330e-04,7.00980333e-05
5.0,5.0,120.0,900.0,1.0,2,MEAN,5,4.34621028e-02,6.40835278e-04,1.07544424e-03,9.01696898e-04,1.54581796e-03,9.64788601e-04,4.46560922e-04,1.37370626e-04,2.63430868e-05
5.0,5.0,20.0,900.0,1.0,4,MEAN,5,7.79855907e-01,2.02281326e-02,4.71689401e-02,3.91574242e-02,4.85390318e-02,1.79861678e-02,5.61099369e-03,1.47275687e-03,2.65924720e-04
5.0,5.0,60.0,900.0,1.0,4,MEAN,5,1.52507076e-01,3.07265570e-03,6.18239288e-03,5.00884108e-03,7.79087476e-03,3.67536262e-03,1.36427802e-03,3.77735330e-04,7.00980333e-05
5.0,5.0,120.0,900.0,1.0,4,MEAN,5,4.34621028e-02,6.40835278e-04,1.07544424e-03,9.01696898e-04,1.54581796e-03,9.64788601e-04,4.46560922e-04,1.37370626e-04,2.63430868e-05
5.0,5.0,20.0,300.0,0.0,0,MEAN,5,1.42668276e+00,3.28211759e-02,7.21412827e-02,5.98982786e-02,7.76223104e-02,3.52144542e-02,1.14708510e-02,3.03094264e-03,4.77895100e-04
5.0,5.0,60.0,300.0,0.0,0,MEAN,5,2.78999254e-01,4.98554045e-03,9.45549659e-03,7.66191763e-03,1.24589568e-02,7.19585684e-03,2.78906568e-03,7.77381618e-04,1.25973646e-04
5.0,5.0,120.0,300.0,0.0,0,MEAN,5,7.95103712e-02,1.03978789e-03,1.64480962e-03,1.37930656e-03,2.47203039e-03,1.88892400e-03,9.12928099e-04,2.82709589e-04,4.73413382e-05
5.0,5.0,20.0,300.0,0.0,2,MEAN,5,1.42668276e+00,3.28211759e-02,7.21412827e-02,5.98982786e-02,7.76223104e-02,3.52144542e-02,1.14708510e-02,3.03094264e-03,4.77895100e-04
5.0,5.0,60.0,300.0,0.0,2,MEAN,5,2.78999254e-01,4.98554045e-03,9.45549659e-03,7.66191763e-03,1.24589568e-02,7.19585684e-03,2.78906568e-03,7.77381618e-04,1.25973646e-04
5.0,5.0,120.0,300.0,0.0,2,MEAN,5,7.95103712e-02,1.03978789e-03,1.64480962e-03,1.37930656e-03,2.47203039e-03,1.88892400e-03,9.12928099e-04,2.82709589e-04,4.73413382e-05
5.0,5.0,20.0,300.0,0.0,4,MEAN,5,1.42668276e+00,3.28211759e-02,7.21412827e-02,5.98982786e-02,7.76223104e-02,3.52144542e-02,1.14708510e-02,3.03094264e-03,4.77895100e-04
5.0,5.0,60.0,300.0,0.0,4,MEAN,5,2.78999254e-01,4.98554045e-03,9.45549659e-03,7.66191763e-03,1.24589568e-02,7.19585684e-03,2.78906568e-03,7.77381618e-04,1.25973646e-04
5.0,5.0,120.0,300.0,0.0,4,MEAN,5,7.95103712e-02,1.03978789e-03,1.64480962e-03,1.37930656e-03,2.47203039e-03,1.88892400e-03,9.12928099e-04,2.82709589e-04,4.73413382e-05
5.0,5.0,20.0,600.0,0.0,0,MEAN,5,1.05318219e+00,2.67226699e-02,6.09718290e-02,5.04741808e-02,6.40913187e-02,2.51971839e-02,7.83395354e-03,2.02075521e-03,3.44512623e-04
5.0,5.0,60.0,600.0,0.0,0,MEAN,5,2.05958223e-01,4.05917668e-03,7.99152580e-03,6.45642955e-03,1.02871322e-02,5.14888934e-03,1.90477681e-03,5.18286931e-04,9.08138864e-05
5.0,5.0,120.0,600.0,0.0,0,MEAN,5,5.86948334e-02,8.46584800e-04,1.39014788e-03,1.16229331e-03,2.04111018e-03,1.35159173e-03,6.23479139e-04,1.88484885e-04,3.41281771e-05
5.0,5.0,20.0,600.0,0.0,2,MEAN,5,1.05318219e+00,2.67226699e-02,6.09718290e-02,5.04741808e-02,6.40913187e-02,2.51971839e-02,7.83395354e-03,2.02075521e-03,3.44512623e-04
5.0,5.0,60.0,600.0,0.0,2,MEAN,5,2.05958223e-01,4.05917668e-03,7.99152580e-03,6.45642955e-03,1.02871322e-02,5.14888934e-03,1.90477681e-03,5.18286931e-04,9.08138864e-05
5.0,5.0,120.0,600.0,0.0,2,MEAN,5,5.86948334e-02,8.46584800e-04,1.39014788e-03,1.16229331e-03,2.04111018e-03,1.35159173e-03,6.23479139e-04,1.88484885e-04,3.41281771e-05
5.0,5.0,20.0,600.0,0.0,4,MEAN,5,1.05318219e+00,2.67226699e-02,6.09718290e-02,5.04741808e-02,6.40913187e-02,2.51971839e-02,7.83395354e-03,2.02075521e-03,3.44512623e-04
5.0,5.0,60.0,600.0,0.0,4,MEAN,5,2.05958223e-01,4.05917668e-03,7.99152580e-03,6.45642955e-03,1.02871322e-02,5.14888934e-03,1.90477681e-03,5.18286931e-04,9.08138864e-05
5.0,5.0,120.0,600.0,0.0,4,MEAN,5,5.86948334e-02,8.46584800e-04,1.39014788e-03,1.16229331e-03,2.04111018e-03,1.35159173e-03,6.23479139e-04,1.88484885e-04,3.41281771e-05
5.0,5.0,20.0,900.0,0.0,0,MEAN,5,8.81843389e-01,2.36950558e-02,5.52579794e-02,4.56646576e-02,5.72977704e-02,2.07165111e-02,6.26761965e-03,1.59412680e-03,2.84489288e-04
5.0,5.0,60.0,900.0,0.0,0,MEAN,5,1.72451546e-01,3.59928174e-03,7.24261639e-03,5.84121703e-03,9.19671730e-03,4.23329146e-03,1.52393252e-03,4.08864510e-04,7.49916726e-05
5.0,5.0,120.0,900.0,0.0,0,MEAN,5,4.91459610e-02,7.50668781e-04,1.25987303e-03,1.05154210e-03,1.82475669e-03,1.11124582e-03,4.98819668e-04,1.48691344e-04,2.81821336e-05
5.0,5.0,20.0,900.0,0.0,2,MEAN,5,8.81843389e-01,2.36950558e-02,5.52579794e-02,4.56646576e-02,5.72977704e-02,2.07165111e-02,6.26761965e-03,1.59412680e-03,2.84489288e-04
5.0,5.0,60.0,900.0,0.0,2,MEAN,5,1.72451546e-01,3.59928174e-03,7.24261639e-03,5.84121703e-03,9.19671730e-03,4.23329146e-03,1.52393252e-03,4.08864510e-04,7.49916726e-05
5.0,5.0,120.0,900.0,0.0,2,MEAN,5,4.91459610e-02,7.50668781e-04,1.25987303e-03,1.05154210e-03,1.82475669e-03,1.11124582e-03,4.98819668e-04,1.48691344e-04,2.81821336e-05
5.0,5.0,20.0,900.0,0.0,4,MEAN,5,8.81843389e-01,2.36950558e-02,5.52579794e-02,4.56646576e-02,5.72977704e-02,2.07165111e-02,6.26761965e-03,1.59412680e-03,2.84489288e-04
5.0,5.0,60.0,900.0,0.0,4,MEAN,5,1.72451546e-01,3.59928174e-03,7.24261639e-03,5.84121703e-03,9.19671730e-03,4.23329146e-03,1.52393252e-03,4.08864510e-04,7.49916726e-05
5.0,5.0,120.0,900.0,0.0,4,MEAN,5,4.91459610e-02,7.50668781e-04,1.25987303e-03,1.05154210e-03,1.82475669e-03,1.11124582e-03,4.98819668e-04,1.48691344e-04,2.81821336e-05
5.0,15.0,20.0,300.0,1.0,0,MEAN,5,1.34671991e+00,3.11730049e-02,6.74022655e-02,5.58208780e-02,7.38210553e-02,3.31678930e-02,1.10989373e-02,2.79731411e-03,4.15104771e-04
5.0,15.0,60.0,300.0,1.0,0,MEAN,5,2.81391349e-01,5.09375085e-03,9.54124032e-03,7.73139154e-03,1.26830511e-02,7.20407209e-03,2.85556964e-03,7.58974095e-04,1.15665036e-04
5.0,15.0,120.0,300.0,1.0,0,MEAN,5,8.07995245e-02,1.07171636e-03,1.67554616e-03,1.40520258e-03,2.53813298e-03,1.90512576e-03,9.40841927e-04,2.77752800e-04,4.37351551e-05
5.0,15.0,20.0,300.0,1.0,2,MEAN,5,1.34671991e+00,3.11730049e-02,6.74022655e-02,5.58208780e-02,7.38210553e-02,3.31678930e-02,1.10989373e-02,2.79731411e-03,4.15104771e-04
5.0,15.0,60.0,300.0,1.0,2,MEAN,5,2.81391349e-01,5.09375085e-03,9.54124032e-03,7.73139154e-03,1.26830511e-02,7.20407209e-03,2.85556964e-03,7.58974095e-04,1.15665036e-04
5.0,15.0,120.0,300.0,1.0,2,MEAN,5,8.07995245e-02,1.07171636e-03,1.67554616e-03,1.40520258e-03,2.53813298e-03,1.90512576e-03,9.40841927e-04,2.77752800e-04,4.37351551e-05
5.0,15.0,20.0,300.0,1.0,4,MEAN,5,1.34671991e+00,3.11730049e-02,6.74022655e-02,5.58208780e-02,7.38210553e-02,3.31678930e-02,1.10989373e-02,2.79731411e-03,4.15104771e-04
5.0,15.0,60.0,300.0,1.0,4,MEAN,5,2.81391349e-01,5.09375085e-03,9.54124032e-03,7.73139154e-03,1.26830511e-02,7.20407209e-03,2.85556964e-03,7.58974095e-04,1.15665036e-04
5.0,15.0,120.0,300.0,1.0,4,MEAN,5,8.07995245e-02,1.07171636e-03,1.67554616e-03,1.40520258e-03,2.53813298e-03,1.90512576e-03,9.40841927e-04,2.77752800e-04,4.37351551e-05
5.0,15.0,20.0,600.0,1.0,0,MEAN,5,9.30569186e-01,2.30901720e-02,5.22904575e-02,4.33250594e-02,5.52496549e-02,2.20363417e-02,7.06561208e-03,1.82695683e-03,3.06918331e-04
5.0,15.0,60.0,600.0,1.0,0,MEAN,5,1.94438440e-01,3.77299473e-03,7.40206309e-03,6.00067590e-03,9.49233515e-03,4.78629722e-03,1.81786299e-03,4.95694388e-04,8.55199027e-05
5.0,15.0,120.0,600.0,1.0,0,MEAN,5,5.58316152e-02,7.93831559e-04,1.29988324e-03,1.09064005e-03,1.89960669e-03,1.26574221e-03,5.98942394e-04,1.81403430e-04,3.23367057e-05
5.0,15.0,20.0,600.0,1.0,2,MEAN,5,9.30569186e-01,2.30901720e-02,5.22904575e-02,4.33250594e-02,5.52496549e-02,2.20363417e-02,7.06561208e-03,1.82695683e-03,3.06918331e-04
5.0,15.0,60.0,600.0,1.0,2,MEAN,5,1.94438440e-01,3.77299473e-03,7.40206309e-03,6.00067590e-03,9.49233515e-03,4.78629722e-03,1.81786299e-03,4.95694388e-04,8.55199027e-05
5.0,15.0,120.0,600.0,1.0,2,MEAN,5,5.58316152e-02,7.93831559e-04,1.29988324e-03,1.09064005e-03,1.89960669e-03,1.26574221e-03,5.98942394e-04,1.81403430e-04,3.23367057e-05
5.0,15.0,20.0,600.0,1.0,4,MEAN,5,9.30569186e-01,2.30901720e-02,5.22904575e-02,4.33250594e-02,5.52496549e-02,2.20363417e-02,7.06561208e-03,1.82695683e-03,3.06918331e-04
5.0,15.0,60.0,600.0,1.0,4,MEAN,5,1.94438440e-01,3.77299473e-03,7.40206309e-03,6.00067590e-03,9.49233515e-03,4.78629722e-03,1.81786299e-03,4.95694388e-04,8.55199027e-05
5.0,15.0,120.0,600.0,1.0,4,MEAN,5,5.58316152e-02,7.93831559e-04,1.29988324e-03,1.09064005e-03,1.89960669e-03,1.26574221e-03,5.98942394e-04,1.81403430e-04,3.23367057e-05
5.0,15.0,20.0,900.0,1.0,0,MEAN,5,7.49627394e-01,1.93720878e-02,4.50743140e-02,3.73559391e-02,4.66349635e-02,1.73485348e-02,5.42525498e-03,1.42397592e-03,2.57225387e-04
5.0,15.0,60.0,900.0,1.0,0,MEAN,5,1.56631429e-01,3.16545001e-03,6.38056983e-03,5.17393136e-03,8.01226187e-03,3.76810475e-03,1.39582673e-03,3.86356625e-04,7.16734320e-05
5.0,15.0,120.0,900.0,1.0,0,MEAN,5,4.49756007e-02,6.66005202e-04,1.12049786e-03,9.40376862e-04,1.60341434e-03,9.96479953e-04,4.59891538e-04,1.41390378e-04,2.71010911e-05
5.0,15.0,20.0,900.0,1.0,2,MEAN,5,7.49627394e-01,1.93720878e-02,4.50743140e-02,3.73559391e-02,4.66349635e-02,1.73485348e-02,5.42525498e-03,1.42397592e-03,2.57225387e-04
5.0,15.0,60.0,900.0,1.0,2,MEAN,5,1.56631429e-01,3.16545001e-03,6.38056983e-03,5.17393136e-03,8.01226187e-03,3.76810475e-03,1.39582673e-03,3.86356625e-04,7.16734320e-05
5.0,15.0,120.0,900.0,1.0,2,MEAN,5,4.49756007e-02,6.66005202e-04,1.12049786e-03,9.40376862e-04,1.60341434e-03,9.96479953e-04,4.59891538e-04,1.41390378e-04,2.71010911e-05
5.0,15.0,20.0,900.0,1.0,4,MEAN,5,7.49627394e-01,1.93720878e-02,4.50743140e-02,3.73559391e-02,4.66349635e-02,1.73485348e-02,5.42525498e-03,1.42397592e-03,2.57225387e-04
5.0,15.0,60.0,900.0,1.0,4,MEAN,5,1.56631429e-01,3.16545001e-03,6.38056983e-03,5.17393136e-03,8.01226187e-03,3.76810475e-03,1.39582673e-03,3.86356625e-04,7.16734320e-05
5.0,15.0,120.0,900.0,1.0,4,MEAN,5,4.49756007e-02,6.66005202e-04,1.12049786e-03,9.40376862e-04,1.60341434e-03,9.96479953e-04,4.59891538e-04,1.41390378e-04,2.71010911e-05
5.0,15.0,20.0,300.0,0.0,0,MEAN,5,1.37138216e+00,3.14321995e-02,6.89377124e-02,5.71425852e-02,7.45773757e-02,3.39660560e-02,1.10911355e-02,2.93055116e-03,4.62261471e-04
5.0,15.0,60.0,300.0,0.0,0,MEAN,5,2.86544420e-01,5.13610394e-03,9.75859307e-03,7.91445272e-03,1.28129931e-02,7.37743322e-03,2.85356238e-03,7.95124295e-04,1.28804806e-04
5.0,15.0,120.0,300.0,0.0,0,MEAN,5,8.22791922e-02,1.08062738e-03,1.71371568e-03,1.43847448e-03,2.56413696e-03,1.95097132e-03,9.40180582e-04,2.90982263e-04,4.87035528e-05
5.0,15.0,20.0,300.0,0.0,2,MEAN,5,1.37138216e+00,3.14321995e-02,6.89377124e-02,5.71425852e-02,7.45773757e-02,3.39660560e-02,1.10911355e-02,2.93055116e-03,4.62261471e-04
5.0,15.0,60.0,300.0,0.0,2,MEAN,5,2.86544420e-01,5.13610394e-03,9.75859307e-03,7.91445272e-03,1.28129931e-02,7.37743322e-03,2.85356238e-03,7.95124295e-04,1.28804806e-04
5.0,15.0,120.0,300.0,0.0,2,MEAN,5,8.22791922e-02,1.08062738e-03,1.71371568e-03,1.43847448e-03,2.56413696e-03,1.95097132e-03,9.40180582e-04,2.90982263e-04,4.87035528e-05
5.0,15.0,20.0,300.0,0.0,4,MEAN,5,1.37138216e+00,3.14321995e-02,6.89377124e-02,5.71425852e-02,7.45773757e-02,3.39660560e-02,1.10911355e-02,2.93055116e-03,4.62261471e-04
5.0,15.0,60.0,300.0,0.0,4,MEAN,5,2.86544420e-01,5.13610394e-03,9.75859307e-03,7.91445272e-03,1.28129931e-02,7.37743322e-03,2.85356238e-03,7.95124295e-04,1.28804806e-04
