id,lon,lat,taxonomy,number,structural,nonstructural,contents,night,NAME_1,NAME_2,NAME_3,NAME_4
a1124,82.41382,28.71117,Wood,195,11340,19845,5670,952,Mid-Western,Rapti,Rukum,Duli
a1125,82.63882,28.26117,Wood,197,11340,19845,5670,961,Mid-Western,Rapti,Rolpa,Khumel
a1126,82.26382,28.18617,Wood,197,11340,19845,5670,961,Mid-Western,Rapti,Dang,Pawannagar
a1127,87.36382,27.36117,Wood,197,11340,19845,5670,961,East,Koshi,Sankhuwasabha,Jaljala
a1128,83.91382,28.33617,Wood,198,11340,19845,5670,966,West,Gandaki,Kaski,Reevan
a1129,86.61382,27.51117,Wood,198,11340,19845,5670,966,East,Sagarmatha,Solukhumbu,Salleri
a1130,80.98882,29.01117,Wood,198,11340,19845,5670,966,Far-Western,Seti,Doti,Simchaur
a1131,83.91382,27.58617,Wood,199,11340,19845,5670,971,West,Lumbini,Nawalparasi,Dumkibas
a1132,85.71382,27.36117,Wood,199,11340,19845,5670,971,Central,Janakpur,Sindhuli,Santeswori(Rampur)
a1133,82.78882,28.41117,Wood,200,11340,19845,5670,976,Mid-Western,Rapti,Rolpa,Uwa
a1134,81.73882,29.46117,Wood,200,11340,19845,5670,976,Far-Western,Seti,Bajura,Bai
a1135,85.03882,27.66117,Wood,200,11340,19845,5670,976,Central,Narayani,Makwanpur,Agara
a1136,87.43882,27.21117,Wood,200,11340,19845,5670,976,East,Koshi,Sankhuwasabha,MadiMulkharka
a1137,80.68882,29.38617,Wood,200,11340,19845,5670,976,Far-Western,Mahakali,Dadeldhura,Belapur
a1138,82.33882,29.31117,Wood,200,11340,19845,5670,976,Mid-Western,Karnali,Jumla,Chhumchaur
a1139,80.83882,29.68617,Wood,201,11340,19845,5670,981,Far-Western,Seti,Bajhang,Kaphalaseri
a1140,83.01382,27.73617,Wood,201,11340,19845,5670,981,West,Lumbini,Kapilbastu,Dubiya
a1141,86.91382,26.98617,Wood,202,11340,19845,5670,986,East,Sagarmatha,Khotang,Kahule
a1142,84.36382,27.51117,Wood,202,11340,19845,5670,986,Central,Narayani,Chitawan,Royal Chitawan Natio
a1143,86.98882,26.98617,Wood,202,11340,19845,5670,986,East,Koshi,Bhojpur,Walangkha
a1144,81.81382,28.03617,Wood,202,11340,19845,5670,986,Mid-Western,Bheri,Banke,Binauna
a1145,87.81382,26.98617,Wood,204,11340,19845,5670,996,East,Mechi,Ilam,Ektappa
a1146,85.56382,27.28617,Wood,204,11340,19845,5670,996,Central,Janakpur,Sindhuli,Mahendrajhayadi
a1147,82.03882,29.08617,Wood,205,11340,19845,5670,1000,Mid-Western,Karnali,Jumla,Tamti
a1148,86.53882,27.51117,Wood,205,11340,19845,5670,1000,East,Sagarmatha,Solukhumbu,LodingTamakhani
a1149,83.23882,27.88617,Wood,205,11340,19845,5670,1000,West,Lumbini,Arghakhanchi,Pathauti
a1150,80.76382,29.61117,Wood,205,11340,19845,5670,1000,Far-Western,Mahakali,Baitadi,Kuwakot
a1151,82.78882,28.18617,Wood,206,11340,19845,5670,1005,Mid-Western,Rapti,Rolpa,Aresh
a1152,85.93882,27.81117,Wood,206,11340,19845,5670,1005,Central,Bagmati,Sindhupalchok,Bahrabise
a1153,83.46382,28.33617,Wood,206,11340,19845,5670,1005,West,Dhaualagiri,Myagdi,Baranja
a1154,85.41382,27.21117,Wood,206,11340,19845,5670,1005,Central,Narayani,Makwanpur,Raigaun
a1155,87.58882,26.91117,Wood,206,11340,19845,5670,1005,East,Mechi,Panchthar,Limba
a1156,87.81382,27.36117,Wood,206,11340,19845,5670,1005,East,Mechi,Taplejung,Sikaicha
a1157,87.73882,26.83617,Wood,207,11340,19845,5670,1010,East,Mechi,Ilam,Ebhang
a1158,82.18882,29.53617,Wood,208,11340,19845,5670,1015,Mid-Western,Karnali,Mugu,Rowa
a1159,82.41382,28.41117,Wood,209,11340,19845,5670,1020,Mid-Western,Rapti,Rolpa,Jinawang
a1160,81.73882,28.63617,Wood,210,11340,19845,5670,1025,Mid-Western,Bheri,Surkhet,Garpan
a1161,80.46382,29.16117,Wood,210,11340,19845,5670,1025,Far-Western,Mahakali,Dadeldhura,Alital
a1162,85.26382,27.51117,Wood,210,11340,19845,5670,1025,Central,Bagmati,Lalitpur,Malta
a1163,82.03882,29.16117,Wood,210,11340,19845,5670,1025,Mid-Western,Karnali,Jumla,Malikathota
a1164,82.86382,27.96117,Wood,211,11340,19845,5670,1030,Mid-Western,Rapti,Pyuthan,Hansapur
a1165,83.08882,27.73617,Wood,211,11340,19845,5670,1030,West,Lumbini,Kapilbastu,Malwar
a1166,85.86382,27.28617,Wood,211,11340,19845,5670,1030,Central,Janakpur,Sindhuli,Amale
a1167,85.86382,27.51117,Wood,211,11340,19845,5670,1030,Central,Janakpur,Ramechhap,Hiledevi
a1168,86.23882,27.28617,Wood,212,11340,19845,5670,1035,East,Sagarmatha,Okhaldhunga,Palapu
a1169,82.48882,29.08617,Wood,212,11340,19845,5670,1035,Mid-Western,Karnali,Dolpa,Sarmi
a1170,85.63882,27.28617,Wood,213,11340,19845,5670,1039,Central,Janakpur,Sindhuli,Kapilakot
a1171,86.16382,27.73617,Wood,213,11340,19845,5670,1039,Central,Janakpur,Dolakha,Lamidada
a1172,80.61382,29.16117,Wood,214,11340,19845,5670,1044,Far-Western,Seti,Doti,Ghanteswor
a1173,82.41382,28.78617,Wood,214,11340,19845,5670,1044,Mid-Western,Rapti,Rukum,AathbisKot
a1174,83.53882,28.18617,Wood,214,11340,19845,5670,1044,West,Dhaualagiri,Baglung,Damek
a1175,85.63882,27.36117,Wood,214,11340,19845,5670,1044,Central,Bagmati,Kavrepalanchok,BanakhuChor
a1176,84.36382,27.88617,Wood,214,11340,19845,5670,1044,West,Gandaki,Tanahu,Dharampani
a1177,82.93882,28.63617,Wood,215,11340,19845,5670,1049,Mid-Western,Rapti,Rukum,Hukam
a1178,85.33882,27.43617,Wood,215,11340,19845,5670,1049,Central,Bagmati,Lalitpur,Gimdi
a1179,85.63882,27.43617,Wood,215,11340,19845,5670,1049,Central,Bagmati,Kavrepalanchok,Foksingtar
a1180,84.96382,28.11117,Wood,217,11340,19845,5670,1059,Central,Bagmati,Dhading,ReeGaun
a1181,82.71382,28.41117,Wood,218,11340,19845,5670,1064,Mid-Western,Rapti,Rolpa,Dhawang
a1182,82.18882,28.56117,Wood,218,11340,19845,5670,1064,Mid-Western,Rapti,Salyan,Suikot
a1183,81.13882,29.08617,Wood,220,11340,19845,5670,1074,Far-Western,Seti,Achham,Basti
a1184,82.26382,29.23617,Wood,221,11340,19845,5670,1078,Mid-Western,Karnali,Jumla,Depalgaun
a1185,86.31382,27.51117,Wood,224,11340,19845,5670,1093,Central,Janakpur,Ramechhap,Pritee
a1186,87.06382,26.98617,Wood,224,11340,19845,5670,1093,East,Koshi,Bhojpur,Dewantar
a1187,81.81382,28.56117,Wood,225,11340,19845,5670,1098,Mid-Western,Bheri,Surkhet,Neta
a1188,82.56382,28.26117,Wood,226,11340,19845,5670,1103,Mid-Western,Rapti,Rolpa,Jedwang
a1189,81.28882,28.86117,Wood,226,11340,19845,5670,1103,Mid-Western,Bheri,Surkhet,Guthu
a1190,82.03882,29.01117,Wood,226,11340,19845,5670,1103,Mid-Western,Bheri,Jajarkot,Daha
a1191,81.28882,29.53617,Wood,226,11340,19845,5670,1103,Far-Western,Seti,Bajhang,Mashdev
a1192,82.56382,28.41117,Wood,227,11340,19845,5670,1108,Mid-Western,Rapti,Rolpa,Jankot
a1193,82.56382,28.11117,Wood,227,11340,19845,5670,1108,Mid-Western,Rapti,Dang,Saidha
a1194,84.51382,28.18617,Wood,227,11340,19845,5670,1108,West,Gandaki,Lamjung,Gauda
a1195,85.63882,27.96117,Wood,228,11340,19845,5670,1113,Central,Bagmati,Sindhupalchok,Baruwa
a1196,85.18882,27.28617,Wood,229,11340,19845,5670,1118,Central,Narayani,Makwanpur,ShreepurChhatiwan
a1197,81.88882,28.26117,Wood,229,11340,19845,5670,1118,Mid-Western,Rapti,Salyan,KalimatiKalche
a1198,81.73882,28.41117,Wood,230,11340,19845,5670,1122,Mid-Western,Bheri,Surkhet,Chhinchu
a1199,84.66382,27.88617,Wood,230,11340,19845,5670,1122,West,Gandaki,Gorkha,Makaising
a1200,85.26382,28.11117,Wood,230,11340,19845,5670,1122,Central,Bagmati,Rasuwa,Haku
a1201,83.38882,28.11117,Wood,230,11340,19845,5670,1122,West,Lumbini,Gulmi,Bisukharka
a1202,82.03882,28.78617,Wood,231,11340,19845,5670,1127,Mid-Western,Bheri,Jajarkot,Pajaru
a1203,81.13882,29.61117,Wood,231,11340,19845,5670,1127,Far-Western,Seti,Bajhang,Daulichaur
a1204,81.43882,28.78617,Wood,231,11340,19845,5670,1127,Mid-Western,Bheri,Surkhet,Salkot
a1205,87.36382,27.43617,Wood,231,11340,19845,5670,1127,East,Koshi,Sankhuwasabha,Bahrabise
a1206,80.31382,29.08617,Wood,232,11340,19845,5670,1132,Far-Western,Mahakali,Dadeldhura,Jogbuda
a1207,81.81382,28.71117,Wood,233,11340,19845,5670,1137,Mid-Western,Bheri,Dailekh,Lalikanda
a1208,86.46382,27.43617,Wood,233,11340,19845,5670,1137,East,Sagarmatha,Okhaldhunga,Jantarkhani
a1209,84.36382,28.33617,Wood,233,11340,19845,5670,1137,West,Gandaki,Lamjung,Khudi
a1210,81.66382,29.08617,Wood,234,11340,19845,5670,1142,Mid-Western,Karnali,Kalikot,Mugraha
a1211,80.76382,29.53617,Wood,234,11340,19845,5670,1142,Far-Western,Seti,Bajhang,Deulek
a1212,86.38882,26.91117,Wood,234,11340,19845,5670,1142,East,Sagarmatha,Udayapur,Katari
a1213,87.81382,26.83617,Wood,235,11340,19845,5670,1147,East,Mechi,Ilam,Siddhithumka
a1214,81.06382,29.46117,Wood,236,11340,19845,5670,1152,Far-Western,Seti,Bajhang,Koiralakot
a1215,82.78882,29.01117,Wood,236,11340,19845,5670,1152,Mid-Western,Karnali,Dolpa,Suhun
a1216,81.73882,27.96117,Wood,236,11340,19845,5670,1152,Mid-Western,Bheri,Banke,Holiya
a1217,87.58882,27.21117,Wood,236,11340,19845,5670,1152,East,Koshi,Terhathum,Eseebu
a1218,82.18882,29.23617,Wood,236,11340,19845,5670,1152,Mid-Western,Karnali,Jumla,Haku
a1219,85.18882,27.58617,Wood,236,11340,19845,5670,1152,Central,Narayani,Makwanpur,Kulekhani
a1220,81.66382,29.46117,Wood,237,11340,19845,5670,1157,Far-Western,Seti,Bajura,Jagannath
a1221,82.33882,29.01117,Wood,237,11340,19845,5670,1157,Mid-Western,Bheri,Jajarkot,Sakala
a1222,82.41382,28.86117,Wood,237,11340,19845,5670,1157,Mid-Western,Bheri,Jajarkot,Ragda
a1223,81.81382,29.98617,Wood,237,11340,19845,5670,1157,Mid-Western,Karnali,Humla,Simikot
a1224,80.98882,29.61117,Wood,237,11340,19845,5670,1157,Far-Western,Seti,Bajhang,Dahabagar
a1225,83.83882,28.26117,Wood,238,11340,19845,5670,1161,West,Gandaki,Kaski,BhadaureTamagi
a1226,83.68882,27.73617,Wood,238,11340,19845,5670,1161,West,Lumbini,Palpa,Rahabas
a1227,81.51382,29.31117,Wood,239,11340,19845,5670,1166,Mid-Western,Karnali,Kalikot,Rupsha
a1228,80.91382,29.61117,Wood,239,11340,19845,5670,1166,Far-Western,Seti,Bajhang,Dahabagar
a1229,81.28882,28.78617,Wood,239,11340,19845,5670,1166,Mid-Western,Bheri,Surkhet,GhatGaun
a1230,82.33882,28.26117,Wood,239,11340,19845,5670,1166,Mid-Western,Rapti,Salyan,Rim
a1231,86.38882,27.36117,Wood,239,11340,19845,5670,1166,East,Sagarmatha,Okhaldhunga,Harkapur
a1232,80.98882,29.31117,Wood,240,11340,19845,5670,1171,Far-Western,Seti,Doti,Wagalek
a1233,80.61382,29.83617,Wood,240,11340,19845,5670,1171,Far-Western,Mahakali,Darchula,Chhapari
a1234,85.33882,28.18617,Wood,240,11340,19845,5670,1171,Central,Bagmati,Rasuwa,Chilime
a1235,80.61382,29.76117,Wood,242,11340,19845,5670,1181,Far-Western,Mahakali,Darchula,Dhuligada
a1236,82.26382,27.96117,Wood,242,11340,19845,5670,1181,Mid-Western,Rapti,Dang,Satbariya
a1237,86.38882,27.51117,Wood,242,11340,19845,5670,1181,East,Sagarmatha,Okhaldhunga,Bhussinga
a1238,81.06382,29.31117,Wood,242,11340,19845,5670,1181,Far-Western,Seti,Doti,Gaihragau
a1239,82.78882,28.26117,Wood,242,11340,19845,5670,1181,Mid-Western,Rapti,Rolpa,Wadachaur
a1241,86.53882,26.98617,Wood,244,11340,19845,5670,1191,East,Sagarmatha,Udayapur,Barai
a1242,83.23882,28.48617,Wood,244,11340,19845,5670,1191,West,Dhaualagiri,Baglung,Nisi
a1243,85.03882,27.96117,Wood,244,11340,19845,5670,1191,Central,Bagmati,Nuwakot,Samari
a1244,82.78882,28.33617,Wood,245,11340,19845,5670,1196,Mid-Western,Rapti,Rolpa,Jaimakasala
a1245,84.51382,27.51117,Wood,245,11340,19845,5670,1196,Central,Narayani,Chitawan,Royal Chitawan Natio
a1246,86.31382,26.91117,Wood,245,11340,19845,5670,1196,East,Sagarmatha,Udayapur,Tribeni
a1247,81.36382,28.93617,Wood,245,11340,19845,5670,1196,Far-Western,Seti,Achham,Nada
a1248,82.63882,28.11117,Wood,246,11340,19845,5670,1200,Mid-Western,Rapti,Pyuthan,Kochiwang
a1249,85.03882,28.11117,Wood,246,11340,19845,5670,1200,Central,Bagmati,Dhading,Jharlang
a1250,81.88882,29.23617,Wood,247,11340,19845,5670,1205,Mid-Western,Karnali,Jumla,MahabePattharkhola
a1251,82.11382,28.18617,Wood,247,11340,19845,5670,1205,Mid-Western,Rapti,Dang,Purandhara
a1252,81.81382,28.33617,Wood,247,11340,19845,5670,1205,Mid-Western,Rapti,Salyan,Kabhrechaur
a1253,85.86382,27.88617,Wood,247,11340,19845,5670,1205,Central,Bagmati,Sindhupalchok,Listikot
a1254,86.68882,27.58617,Wood,247,11340,19845,5670,1205,East,Sagarmatha,Solukhumbu,Jubing
a1255,86.31382,27.28617,Wood,247,11340,19845,5670,1205,East,Sagarmatha,Okhaldhunga,Kalikadevi
a1256,81.43882,28.93617,Wood,248,11340,19845,5670,1210,Far-Western,Seti,Achham,Bhairabsthan
a1257,82.71382,28.48617,Wood,248,11340,19845,5670,1210,Mid-Western,Rapti,Rolpa,Thawang
a1258,83.38882,27.88617,Wood,249,11340,19845,5670,1215,West,Lumbini,Palpa,Somadi
a1259,82.63882,28.56117,Wood,250,11340,19845,5670,1220,Mid-Western,Rapti,Rukum,Mahat
a1260,85.78882,27.21117,Wood,250,11340,19845,5670,1220,Central,Janakpur,Sindhuli,Mahadevsthan
a1261,81.51382,28.86117,Wood,250,11340,19845,5670,1220,Far-Western,Seti,Achham,Rahaph
a1262,84.88882,27.66117,Wood,251,11340,19845,5670,1225,Central,Narayani,Makwanpur,Khairang
a1263,83.31382,28.33617,Wood,251,11340,19845,5670,1225,West,Dhaualagiri,Baglung,Tara
a1264,87.66382,26.98617,Wood,251,11340,19845,5670,1225,East,Mechi,Panchthar,Sarangdanda
a1265,85.03882,28.03617,Wood,252,11340,19845,5670,1230,Central,Bagmati,Dhading,Satyadevi
a1266,85.26382,27.43617,Wood,255,11340,19845,5670,1244,Central,Narayani,Makwanpur,Thingan
a1267,85.71382,27.43617,Wood,256,11340,19845,5670,1249,Central,Bagmati,Kavrepalanchok,Balting
a1268,87.81382,27.51117,Wood,256,11340,19845,5670,1249,East,Mechi,Taplejung,Tapethok
a1270,81.21382,29.46117,Wood,258,11340,19845,5670,1259,Far-Western,Seti,Bajhang,Patadewal
a1271,83.23882,28.26117,Wood,258,11340,19845,5670,1259,West,Dhaualagiri,Baglung,Tangram
a1272,81.81382,28.78617,Wood,260,11340,19845,5670,1269,Mid-Western,Bheri,Dailekh,Pagnath
a1273,80.46382,29.38617,Wood,260,11340,19845,5670,1269,Far-Western,Mahakali,Dadeldhura,DewalDibyapur
a1274,82.11382,28.48617,Wood,260,11340,19845,5670,1269,Mid-Western,Rapti,Salyan,Chadekareni
a1275,81.96382,28.86117,Wood,261,11340,19845,5670,1274,Mid-Western,Bheri,Jajarkot,Kortrang
a1276,85.26382,28.03617,Wood,261,11340,19845,5670,1274,Central,Bagmati,Rasuwa,Yarsa
a1277,86.01382,27.73617,Wood,262,11340,19845,5670,1279,Central,Janakpur,Dolakha,BhimesworN.P.
a1278,85.41382,27.43617,Wood,262,11340,19845,5670,1279,Central,Bagmati,Lalitpur,Thuladurlung
a1279,87.36382,27.21117,Wood,264,11340,19845,5670,1288,East,Koshi,Sankhuwasabha,Tamafok
a1280,82.86382,28.71117,Wood,265,11340,19845,5670,1293,Mid-Western,Rapti,Rukum,Ranmamaikot
a1281,85.78882,27.28617,Wood,266,11340,19845,5670,1298,Central,Janakpur,Sindhuli,Mahadevsthan
a1282,87.88882,27.28617,Wood,266,11340,19845,5670,1298,East,Mechi,Taplejung,Ankhop
a1283,83.16382,27.81117,Wood,266,11340,19845,5670,1298,West,Lumbini,Arghakhanchi,Simalapani
a1284,86.38882,27.43617,Wood,266,11340,19845,5670,1298,East,Sagarmatha,Okhaldhunga,Palte
a1285,81.88882,29.16117,Wood,267,11340,19845,5670,1303,Mid-Western,Karnali,Kalikot,Ranchuli
a1286,86.53882,26.83617,Wood,267,11340,19845,5670,1303,East,Sagarmatha,Udayapur,Valayadanda
a1287,87.81382,27.28617,Wood,267,11340,19845,5670,1303,East,Mechi,Taplejung,Thumbedin
a1288,83.98882,27.96117,Wood,267,11340,19845,5670,1303,West,Gandaki,Tanahu,Kihun
a1289,84.13882,27.96117,Wood,267,11340,19845,5670,1303,West,Gandaki,Tanahu,Ranipokhari(Resing)
a1290,80.38882,28.93617,Wood,268,11340,19845,5670,1308,Far-Western,Mahakali,Kanchanpur,Jhalari
a1291,81.13882,29.53617,Wood,268,11340,19845,5670,1308,Far-Western,Seti,Bajhang,Subeda
a1292,86.16382,27.21117,Wood,270,11340,19845,5670,1318,Central,Janakpur,Sindhuli,Dudbhanjyang
a1293,86.61382,27.36117,Wood,272,11340,19845,5670,1327,East,Sagarmatha,Solukhumbu,Nechabatase
a1294,81.73882,29.16117,Wood,274,11340,19845,5670,1337,Mid-Western,Karnali,Kalikot,Pakha
a1295,86.98882,26.61117,Wood,275,11340,19845,5670,1342,East,Sagarmatha,Saptari,Koshi Tappu Wildlife
a1296,83.23882,27.81117,Wood,275,11340,19845,5670,1342,West,Lumbini,Arghakhanchi,Simalapani
a1297,81.96382,28.56117,Wood,276,11340,19845,5670,1347,Mid-Western,Bheri,Surkhet,Bajedichaur
a1298,85.86382,27.58617,Wood,276,11340,19845,5670,1347,Central,Janakpur,Ramechhap,Lakhanpur
a1299,81.73882,28.71117,Wood,276,11340,19845,5670,1347,Mid-Western,Bheri,Dailekh,Awal Parajul
a1300,82.78882,28.48617,Wood,277,11340,19845,5670,1352,Mid-Western,Rapti,Rolpa,Uwa
a1301,85.18882,27.13617,Wood,277,11340,19845,5670,1352,Central,Narayani,Bara,Sapahi
a1302,81.28882,29.23617,Wood,278,11340,19845,5670,1357,Far-Western,Seti,Achham,Nandegada
a1303,87.36382,26.83617,Wood,278,11340,19845,5670,1357,East,Koshi,Morang,Yangshila
a1304,82.18882,28.48617,Wood,278,11340,19845,5670,1357,Mid-Western,Rapti,Salyan,Marmaparikanda
a1305,81.43882,29.23617,Wood,279,11340,19845,5670,1362,Far-Western,Seti,Achham,Ramarosan
a1306,86.46382,26.98617,Wood,279,11340,19845,5670,1362,East,Sagarmatha,Udayapur,Tawashree
a1307,86.31382,27.73617,Wood,279,11340,19845,5670,1362,Central,Janakpur,Dolakha,Chankhu
a1308,85.93882,27.43617,Wood,282,11340,19845,5670,1376,Central,Janakpur,Ramechhap,Bhirpani
a1309,87.96382,27.13617,Wood,283,11340,19845,5670,1381,East,Mechi,Panchthar,Prangbung
a1310,82.86382,28.18617,Wood,284,11340,19845,5670,1386,Mid-Western,Rapti,Pyuthan,Phopli
a1311,81.51382,29.16117,Wood,284,11340,19845,5670,1386,Mid-Western,Karnali,Kalikot,Lalu
a1312,82.63882,27.88617,Wood,284,11340,19845,5670,1386,Mid-Western,Rapti,Dang,Sisahaniya
a1313,82.18882,28.71117,Wood,284,11340,19845,5670,1386,Mid-Western,Bheri,Jajarkot,Khalanga
a1314,80.98882,29.08617,Wood,284,11340,19845,5670,1386,Far-Western,Seti,Doti,Satphari
a1315,81.06382,29.61117,Wood,284,11340,19845,5670,1386,Far-Western,Seti,Bajhang,Surma
a1316,80.98882,29.38617,Wood,286,11340,19845,5670,1396,Far-Western,Seti,Doti,Toleni
a1317,84.58882,27.36117,Wood,287,11340,19845,5670,1401,Central,Narayani,Parsa,Thori
a1318,80.61382,29.08617,Wood,288,11340,19845,5670,1405,Far-Western,Seti,Doti,Chhatiwan
a1319,81.58882,29.01117,Wood,288,11340,19845,5670,1405,Mid-Western,Bheri,Dailekh,Bisalla
a1320,83.23882,28.33617,Wood,288,11340,19845,5670,1405,West,Dhaualagiri,Baglung,Boharagaun
a1321,83.68882,28.33617,Wood,288,11340,19845,5670,1405,West,Dhaualagiri,Parbat,Kyang
a1322,85.18882,28.03617,Wood,289,11340,19845,5670,1410,Central,Bagmati,Rasuwa,Dandagoun
a1323,82.48882,28.33617,Wood,290,11340,19845,5670,1415,Mid-Western,Rapti,Rolpa,Gairigaun
a1324,86.46382,26.83617,Wood,290,11340,19845,5670,1415,East,Sagarmatha,Siraha,Bishnupurkatti
a1325,82.93882,27.96117,Wood,291,11340,19845,5670,1420,Mid-Western,Rapti,Pyuthan,Baraula
a1326,80.53882,29.08617,Wood,291,11340,19845,5670,1420,Far-Western,Seti,Doti,Chhatiwan
a1327,82.78882,28.03617,Wood,291,11340,19845,5670,1420,Mid-Western,Rapti,Pyuthan,Tiram
a1328,86.23882,27.43617,Wood,291,11340,19845,5670,1420,Central,Janakpur,Ramechhap,Saipu
a1329,87.28882,27.21117,Wood,292,11340,19845,5670,1425,East,Koshi,Sankhuwasabha,Ankhibhui
a1330,84.58882,28.11117,Wood,293,11340,19845,5670,1430,West,Gandaki,Gorkha,Thalajung
a1331,87.58882,27.28617,Wood,293,11340,19845,5670,1430,East,Mechi,Taplejung,Hangpang
a1332,85.33882,27.96117,Wood,293,11340,19845,5670,1430,Central,Bagmati,Nuwakot,Ralukadevi
a1333,85.41382,27.88617,Wood,293,11340,19845,5670,1430,Central,Bagmati,Nuwakot,Betini
a1334,86.08882,27.73617,Wood,293,11340,19845,5670,1430,Central,Janakpur,Dolakha,Lapilang
a1335,80.76382,29.23617,Wood,295,11340,19845,5670,1440,Far-Western,Seti,Doti,Latamandau
a1336,87.13882,26.98617,Wood,296,11340,19845,5670,1444,East,Koshi,Bhojpur,Patlepani
a1337,82.26382,28.33617,Wood,296,11340,19845,5670,1444,Mid-Western,Rapti,Salyan,Korbangjhimpe
a1338,81.06382,28.71117,Wood,298,11340,19845,5670,1454,Far-Western,Seti,Kailali,Dododhara
a1339,81.66382,28.63617,Wood,298,11340,19845,5670,1454,Mid-Western,Bheri,Surkhet,Jarbuta
a1340,86.01382,27.28617,Wood,299,11340,19845,5670,1459,Central,Janakpur,Sindhuli,Baseshwor
a1341,81.36382,29.31117,Wood,299,11340,19845,5670,1459,Far-Western,Seti,Bajura,Chhatara
a1342,82.48882,28.86117,Wood,300,11340,19845,5670,1464,Mid-Western,Rapti,Rukum,Gautamkot
a1343,81.51382,28.56117,Wood,300,11340,19845,5670,1464,Mid-Western,Bheri,Surkhet,Hariharpur
a1344,81.28882,28.93617,Wood,301,11340,19845,5670,1469,Far-Western,Seti,Achham,Dhungachalna
a1345,82.33882,28.78617,Wood,303,11340,19845,5670,1479,Mid-Western,Bheri,Jajarkot,Khagenkot
a1346,85.71382,27.51117,Wood,303,11340,19845,5670,1479,Central,Bagmati,Kavrepalanchok,Kharpachok
a1347,83.53882,27.96117,Wood,303,11340,19845,5670,1479,West,Gandaki,Syangja,BiruwaArchale
a1348,85.48882,27.88617,Wood,305,11340,19845,5670,1488,Central,Bagmati,Sindhupalchok,Mahankal
a1349,84.21382,27.81117,Wood,305,11340,19845,5670,1488,West,Lumbini,Nawalparasi,DadajheriTadi
a1350,82.86382,28.03617,Wood,307,11340,19845,5670,1498,Mid-Western,Rapti,Pyuthan,Dhuwang
a1351,81.43882,29.53617,Wood,308,11340,19845,5670,1503,Far-Western,Seti,Bajura,Dahakot
a1352,81.21382,29.01117,Wood,308,11340,19845,5670,1503,Far-Western,Seti,Achham,Hichma
a1353,85.11382,28.03617,Wood,310,11340,19845,5670,1513,Central,Bagmati,Nuwakot,Bhalche
a1354,84.73882,27.51117,Wood,314,11340,19845,5670,1532,Central,Narayani,Makwanpur,Parsa Wildlife Reser
a1355,83.46382,28.26117,Wood,314,11340,19845,5670,1532,West,Dhaualagiri,Baglung,Bhimpokhara
a1356,80.46382,28.86117,Wood,315,11340,19845,5670,1537,Far-Western,Mahakali,Kanchanpur,Krishnapur
a1357,85.71382,27.28617,Wood,315,11340,19845,5670,1537,Central,Janakpur,Sindhuli,Kapilakot
a1358,85.71382,26.98617,Wood,318,11340,19845,5670,1552,Central,Janakpur,Sarlahi,Gourishankar
a1359,83.46382,28.11117,Wood,319,11340,19845,5670,1557,West,Lumbini,Gulmi,Harewa
a1360,80.76382,29.76117,Wood,320,11340,19845,5670,1562,Far-Western,Mahakali,Darchula,Sitaula
a1361,83.83882,27.81117,Wood,322,11340,19845,5670,1571,West,Lumbini,Palpa,Siluwa
a1362,81.96382,28.26117,Wood,322,11340,19845,5670,1571,Mid-Western,Rapti,Salyan,KalimatiRampur
a1363,85.48882,27.28617,Wood,323,11340,19845,5670,1576,Central,Janakpur,Sindhuli,Pipalmadi
a1364,87.58882,27.13617,Wood,323,11340,19845,5670,1576,East,Koshi,Terhathum,Simle
a1365,82.26382,28.56117,Wood,324,11340,19845,5670,1581,Mid-Western,Rapti,Salyan,Badagaun
a1366,82.33882,28.41117,Wood,325,11340,19845,5670,1586,Mid-Western,Rapti,Salyan,Damachaur
a1367,80.23882,29.08617,Wood,325,11340,19845,5670,1586,Far-Western,Mahakali,Dadeldhura,Jogbuda
a1368,85.48882,27.36117,Wood,326,11340,19845,5670,1591,Central,Janakpur,Sindhuli,HariharpurGadhi
a1369,84.06382,27.96117,Wood,328,11340,19845,5670,1601,West,Gandaki,Tanahu,Majhakot
a1370,82.93882,28.26117,Wood,328,11340,19845,5670,1601,Mid-Western,Rapti,Pyuthan,Khawang
a1371,84.73882,27.96117,Wood,329,11340,19845,5670,1606,West,Gandaki,Gorkha,Borlang
a1372,86.08882,27.81117,Wood,331,11340,19845,5670,1615,Central,Janakpur,Dolakha,Khopachagu
a1373,81.81382,27.96117,Wood,332,11340,19845,5670,1620,Mid-Western,Bheri,Banke,Matahiya
a1374,84.66382,28.18617,Wood,332,11340,19845,5670,1620,West,Gandaki,Gorkha,Kharibot
a1375,81.96382,28.33617,Wood,333,11340,19845,5670,1625,Mid-Western,Rapti,Salyan,KalimatiKalche
a1376,80.68882,29.76117,Wood,333,11340,19845,5670,1625,Far-Western,Mahakali,Darchula,Sipti
a1377,80.83882,29.23617,Wood,334,11340,19845,5670,1630,Far-Western,Seti,Doti,Pachanali
a1378,86.61382,27.58617,Wood,334,11340,19845,5670,1630,East,Sagarmatha,Solukhumbu,Takasindu
a1379,86.08882,27.58617,Wood,335,11340,19845,5670,1635,Central,Janakpur,Dolakha,Bhirkot
a1380,85.93882,27.73617,Wood,335,11340,19845,5670,1635,Central,Bagmati,Sindhupalchok,Piskar
