Model,Weighting Option,Branch,Damping (%),Period,Weight,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,sd1,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,1,2,3,4,5,6,7,8,9,10,N,Neq,Nst,c
'5-branches',original,2,5,5,0.244,-3.15942144,0.81330653,-0.26523767,-1.19816616,-0.00624647,0.00063667,4.36569474,0.19662434,0.46197622,0.37275341,0.202,0.44042,0.04152,0.00613,0.09253,0.00026,3.00E-05,0.94117,0.02514,0.13049,0.11143,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,3,5,5,0.309,-3.25927645,0.82939654,-0.25749328,-1.21072337,-0.00625725,0.00064441,4.55101647,0.18862318,0.7790503,0.0931068,0.2,0.43811,0.04105,0.00606,0.09228,0.00025,3.00E-05,0.95435,0.02433,0.12992,0.11036,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,4,5,5,0.244,-3.23409075,0.86847761,-0.25632711,-1.26180857,-0.00633862,0.00065562,3.98716888,0.22722649,1.39026859,-0.48605325,0.2,0.44683,0.04152,0.00607,0.09509,0.00026,3.00E-05,0.85467,0.02528,0.13016,0.11009,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,5,5,5,0.101,-4.907829,1.12656091,-0.22382313,-1.25012174,-0.00605774,0.00061514,3.95883652,0.22644518,1.37593172,-0.47899502,0.2012,0.44647,0.04173,0.00611,0.09468,0.00026,3.00E-05,0.85662,0.02554,0.13037,0.11076,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,1,5,7.5,0.101,-3.73659982,0.73297772,-0.27081206,-1.27265848,-0.0063838,0.00071323,3.85122616,0.22610492,0.46323017,0.56198015,0.2037,0.44378,0.04218,0.00618,0.09316,0.00026,3.00E-05,0.81742,0.02513,0.13033,0.11218,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,2,5,7.5,0.244,-6.52845548,1.21339254,-0.21901566,-1.29286967,-0.0062189,0.00069228,3.50953675,0.23705315,0.50617985,0.50105662,0.192,0.40653,0.03977,0.00583,0.08383,0.00024,3.00E-05,0.68549,0.0234,0.11993,0.10574,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,3,5,7.5,0.309,-6.53082734,1.21184453,-0.21293348,-1.30067329,-0.00630555,0.00070602,3.69729228,0.22584407,0.84183227,0.19406394,0.1928,0.40941,0.03983,0.00585,0.08463,0.00024,3.00E-05,0.713,0.02295,0.12112,0.10622,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,4,5,7.5,0.244,-6.53240007,1.26449671,-0.21031225,-1.36739928,-0.00630033,0.00071215,3.30309184,0.26301466,1.43964438,-0.36099843,0.1906,0.41496,0.03989,0.0058,0.08677,0.00024,3.00E-05,0.63648,0.02337,0.12029,0.10486,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,5,5,7.5,0.101,-8.00444137,1.48401282,-0.18096041,-1.34809559,-0.00613931,0.00068544,3.26669843,0.26072651,1.41959156,-0.34994094,0.1908,0.41048,0.03986,0.00581,0.08526,0.00024,3.00E-05,0.63191,0.02346,0.11955,0.10501,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,1,5,10,0.101,-6.24947229,1.07627161,-0.23280853,-1.39841099,-0.00603207,0.00069417,3.72022386,0.24513436,0.5326159,0.65825222,0.2035,0.45603,0.04249,0.00619,0.09704,0.00026,3.00E-05,0.74956,0.02405,0.13185,0.11198,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,2,5,10,0.244,-8.50914903,1.47552989,-0.18956449,-1.42326059,-0.00592107,0.00068305,3.4734649,0.25096898,0.57532559,0.59820392,0.1932,0.42081,0.04028,0.00588,0.08816,0.00025,3.00E-05,0.64345,0.02228,0.12252,0.1063,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,3,5,10,0.309,-8.45143268,1.46476557,-0.18447374,-1.43068881,-0.0060465,0.00069792,3.66438777,0.2392148,0.9287893,0.27188843,0.1946,0.42521,0.04045,0.00591,0.08934,0.00025,3.00E-05,0.67275,0.0219,0.12421,0.10711,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,4,5,10,0.244,-8.43785558,1.52428444,-0.18124444,-1.5110767,-0.00599415,0.00070025,3.35496753,0.27275054,1.51577294,-0.25908786,0.1928,0.43414,0.04063,0.00588,0.09226,0.00025,3.00E-05,0.61311,0.02227,0.12388,0.10599,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',original,5,5,10,0.101,-9.65607821,1.7012312,-0.15660444,-1.48582936,-0.00589155,0.00067952,3.33166786,0.26874885,1.49083736,-0.24595264,0.1969,0.4372,0.04138,0.006,0.09231,0.00025,3.00E-05,0.62324,0.02274,0.12561,0.10831,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.01,0.101,7.49993556,0.10343664,-0.17865824,-2.18781135,-0.0078227,0.00094517,6.78836462,0.22438493,1.26753135,-0.9048329,0.2115,0.73114,0.04579,0.00645,0.17258,0.00029,4.00E-05,1.184,0.02008,0.1729,0.11694,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.01,0.244,6.34914389,0.08201008,-0.19186227,-1.69553371,-0.00692271,0.00081023,4.8756494,0.23513995,0.74438266,-0.94704019,0.211,0.55953,0.04465,0.00642,0.1268,0.00028,4.00E-05,0.93385,0.02235,0.15164,0.11581,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.01,0.309,7.25637166,0.16617769,-0.17762897,-1.99686342,-0.00667946,0.00080436,5.69036831,0.23400679,1.152957,-1.08818968,0.213,0.64291,0.04566,0.00649,0.14943,0.00029,4.00E-05,1.01637,0.02078,0.16324,0.11704,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.01,0.244,7.32946054,0.14482665,-0.17954317,-1.89924307,-0.00685793,0.0007924,5.66161894,0.21999806,1.06549072,-1.06047883,0.2058,0.59058,0.04363,0.00626,0.13643,0.00027,4.00E-05,0.97612,0.01971,0.15534,0.11292,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.01,0.101,8.19631751,0.33161754,-0.14648502,-2.35466669,-0.00504823,0.00056507,6.04014501,0.22716447,1.36676058,-1.02850136,0.2219,0.6919,0.04759,0.00676,0.1617,0.0003,4.00E-05,0.96502,0.01842,0.17337,0.12199,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.025,0.101,8.29022607,0.07185067,-0.18385484,-2.29260223,-0.00760237,0.00094558,7.02761081,0.21959807,1.22516395,-0.84605273,0.2115,0.74452,0.04576,0.00645,0.17612,0.00029,4.00E-05,1.1757,0.01913,0.17479,0.11699,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.025,0.244,6.30389432,0.10798897,-0.18457778,-1.72354238,-0.00678324,0.00083655,4.87724447,0.23711441,0.77117031,-1.06815572,0.2105,0.56188,0.04461,0.00641,0.1275,0.00028,4.00E-05,0.92316,0.02213,0.15166,0.11556,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.025,0.309,7.67400291,0.20876572,-0.16540888,-2.14856489,-0.0066017,0.00084924,6.16463644,0.22612945,1.19210509,-1.1367485,0.2221,0.70335,0.04768,0.00677,0.16471,0.0003,4.00E-05,1.08968,0.02035,0.17482,0.12214,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.025,0.244,7.40753938,0.20723764,-0.16113719,-2.00269048,-0.00683184,0.00086255,5.9219358,0.21674753,1.07378557,-1.1798178,0.2168,0.64078,0.04603,0.0066,0.14886,0.00029,4.00E-05,1.03536,0.01988,0.16633,0.11894,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.025,0.101,8.34947755,0.30917992,-0.1337862,-2.27887652,-0.00525508,0.00069181,6.17366555,0.20826945,0.96160285,-0.98199937,0.2386,0.71191,0.05052,0.00725,0.1658,0.00032,4.00E-05,1.03825,0.01891,0.18485,0.13085,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.05,0.101,8.02252261,0.04327265,-0.1797699,-2.11449133,-0.00750984,0.00102848,6.36444388,0.21759603,0.76994027,-0.77444579,0.218,0.69163,0.04663,0.00664,0.16223,0.00029,4.00E-05,1.1109,0.01985,0.17278,0.11982,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.05,0.244,6.70892618,0.07969317,-0.17795619,-1.74692085,-0.00676872,0.00093442,5.29996359,0.21605154,0.76947494,-1.29101627,0.2208,0.59053,0.04643,0.00671,0.13439,0.00029,4.00E-05,1.01174,0.02182,0.161,0.12118,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.05,0.309,7.52807428,0.11322955,-0.16728225,-1.88817977,-0.00680591,0.00095562,5.73905453,0.20909057,0.74891369,-1.1271292,0.2259,0.63244,0.04758,0.00687,0.14554,0.0003,4.00E-05,1.059,0.02085,0.1694,0.12392,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.05,0.244,7.78506057,0.08836894,-0.17063341,-1.81772412,-0.00684483,0.00092974,5.78711727,0.19684316,0.8008343,-1.28995161,0.2179,0.58926,0.04556,0.00662,0.13462,0.00028,4.00E-05,1.02779,0.01988,0.16135,0.11959,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.05,0.101,7.97054839,0.20387057,-0.15044014,-1.94428998,-0.00503123,0.00064459,5.78789863,0.19741525,0.76476736,-1.13628886,0.2238,0.60634,0.04679,0.00679,0.13859,0.00029,4.00E-05,0.98898,0.01913,0.16583,0.1228,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.075,0.101,7.17433232,0.03932421,-0.17003834,-1.88589451,-0.00763755,0.00111519,5.75654909,0.21053769,0.50233146,-0.82965016,0.2286,0.64474,0.04819,0.00695,0.14859,0.0003,4.00E-05,1.08356,0.0213,0.17193,0.12536,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.075,0.244,6.78400968,0.05301534,-0.17531471,-1.67681539,-0.00685507,0.00098219,5.1575251,0.20444875,0.55124304,-1.1753366,0.2291,0.57698,0.04773,0.00695,0.12913,0.0003,4.00E-05,1.00602,0.0222,0.16228,0.1259,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.075,0.309,7.42790155,0.07015955,-0.17131323,-1.75338673,-0.00680767,0.00096564,5.37797491,0.20380588,0.53426152,-1.01050447,0.2247,0.58434,0.04693,0.00682,0.13207,0.00029,4.00E-05,1.00457,0.02115,0.16222,0.1234,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.075,0.244,7.8500314,0.04831093,-0.1761201,-1.72627778,-0.00685706,0.00091347,5.70178909,0.18692838,0.60927126,-1.07211897,0.2244,0.57883,0.04658,0.0068,0.13056,0.00029,4.00E-05,1.04883,0.02055,0.16236,0.12329,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.075,0.101,7.93064815,0.16940983,-0.16164528,-1.8582696,-0.00459253,0.00054859,5.39242384,0.2039655,0.75637337,-1.05981903,0.2279,0.59416,0.0476,0.00692,0.1344,0.0003,4.00E-05,0.96573,0.02028,0.16474,0.12512,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.1,0.101,6.71847544,0.02677647,-0.16515038,-1.74918075,-0.00809447,0.00117604,5.80567945,0.19398714,0.42166369,-0.82985481,0.2369,0.63612,0.04945,0.00719,0.14508,0.00031,4.00E-05,1.15469,0.02222,0.17495,0.13005,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.1,0.244,6.86021988,0.02286064,-0.17830015,-1.60300037,-0.00709107,0.00098984,5.21307236,0.19436862,0.37723453,-0.97999769,0.2347,0.57707,0.04866,0.00712,0.1281,0.0003,4.00E-05,1.0572,0.02298,0.16448,0.12911,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.1,0.309,7.42053787,0.03703871,-0.17668103,-1.67244024,-0.00694232,0.00095444,5.36956171,0.19650913,0.4559461,-0.90162687,0.2328,0.5901,0.0484,0.00706,0.13237,0.0003,4.00E-05,1.0599,0.02229,0.16606,0.12792,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.1,0.244,8.10680112,-0.02075335,-0.18674027,-1.6527829,-0.00710527,0.00091083,5.76074421,0.17915768,0.50402581,-0.87028007,0.2369,0.60011,0.04899,0.00718,0.13458,0.0003,4.00E-05,1.14129,0.02207,0.17003,0.13026,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.1,0.101,8.02711942,0.11669281,-0.17310115,-1.78652208,-0.00451286,0.00049988,5.41894275,0.1987381,0.73258729,-0.93210604,0.2407,0.61943,0.05015,0.00731,0.13959,0.00031,4.00E-05,1.04929,0.02186,0.1731,0.13224,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.15,0.101,6.70839478,-0.02972882,-0.17550648,-1.62496717,-0.00859137,0.00114642,5.99284272,0.17893587,0.49991553,-0.82039509,0.2153,0.56373,0.04464,0.00653,0.12769,0.00028,4.00E-05,1.12148,0.02071,0.15768,0.11831,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.15,0.244,7.36810915,-0.07008869,-0.19902587,-1.50853502,-0.00732493,0.00090743,5.55210569,0.17588457,0.26950329,-0.69865395,0.2183,0.53065,0.04497,0.00661,0.11729,0.00028,4.00E-05,1.07518,0.02173,0.15282,0.12017,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.15,0.309,7.79905284,-0.06152388,-0.19965226,-1.56035008,-0.00705101,0.00086113,5.51816071,0.18349251,0.46951039,-0.77300222,0.2252,0.5588,0.04656,0.00683,0.12446,0.00029,4.00E-05,1.09265,0.02223,0.15932,0.12386,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.15,0.244,8.31229033,-0.09528996,-0.20679359,-1.5626839,-0.00705058,0.00082019,5.68198838,0.17767335,0.60445517,-0.84003541,0.2292,0.57118,0.04733,0.00695,0.12738,0.00029,4.00E-05,1.13696,0.02235,0.16293,0.1261,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.15,0.101,8.53476297,-0.02170659,-0.2053227,-1.65508714,-0.00454354,0.00041689,5.48619834,0.18892963,0.66085291,-0.68228436,0.233,0.58608,0.0483,0.00707,0.13115,0.0003,4.00E-05,1.07784,0.02208,0.16592,0.12809,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.2,0.101,6.93878063,-0.10068363,-0.19641573,-1.53563446,-0.00874452,0.00102635,5.78334857,0.18124522,0.59536295,-0.72380047,0.1767,0.45236,0.0366,0.00536,0.10179,0.00023,3.00E-05,0.92916,0.01789,0.12755,0.09713,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.2,0.244,7.93142595,-0.15909242,-0.22633012,-1.45616084,-0.00723069,0.00076135,5.64102556,0.17150146,0.30710585,-0.51703233,0.194,0.47072,0.03992,0.00588,0.10394,0.00025,3.00E-05,0.99805,0.01981,0.13584,0.10685,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.2,0.309,8.20618006,-0.15016074,-0.22717667,-1.48367293,-0.00679287,0.00071532,5.39039788,0.18341441,0.56094378,-0.73112832,0.203,0.49443,0.04192,0.00615,0.10937,0.00026,3.00E-05,0.99932,0.02089,0.14196,0.11174,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.2,0.244,8.62440469,-0.17207823,-0.23350859,-1.49362458,-0.00680069,0.0006839,5.52268231,0.18001481,0.73733314,-0.83112177,0.2032,0.49882,0.04194,0.00616,0.11066,0.00026,3.00E-05,1.0183,0.0207,0.14297,0.11183,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.2,0.101,9.0811658,-0.13957751,-0.23845819,-1.57603749,-0.00441209,0.00032622,5.48663852,0.18477942,0.72086163,-0.63587296,0.2143,0.53163,0.04432,0.0065,0.1184,0.00027,3.00E-05,1.02533,0.021,0.15153,0.11787,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.3,0.101,7.62078337,-0.21346821,-0.23854988,-1.49397855,-0.00823185,0.00076329,5.55011368,0.19305638,0.7928498,-0.53645543,0.1536,0.39568,0.03195,0.00466,0.0892,0.0002,3.00E-05,0.81408,0.01647,0.1108,0.08441,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.3,0.244,8.62230718,-0.27805455,-0.27284348,-1.39444221,-0.00662698,0.00049897,5.45070737,0.17673304,0.37743963,-0.22622839,0.1813,0.43563,0.03733,0.00549,0.09585,0.00023,3.00E-05,0.94223,0.01946,0.12593,0.09983,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.3,0.309,8.83304691,-0.26777977,-0.27341827,-1.42693358,-0.00607792,0.00045963,5.26742404,0.18696473,0.78147522,-0.66218033,0.1816,0.43935,0.03751,0.0055,0.09695,0.00023,3.00E-05,0.90876,0.01951,0.12629,0.09994,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.3,0.244,9.29267784,-0.30109209,-0.28237537,-1.42919692,-0.00618609,0.00045552,5.79391115,0.16648647,0.87464228,-0.67230242,0.1816,0.44253,0.03733,0.0055,0.09785,0.00023,3.00E-05,0.97307,0.01873,0.1277,0.10002,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.3,0.101,9.71367873,-0.2748592,-0.28878713,-1.50469086,-0.0039367,0.0001705,5.38719032,0.18595496,0.91521907,-0.66322857,0.1947,0.47802,0.04026,0.0059,0.10606,0.00025,3.00E-05,0.95312,0.01994,0.13674,0.10715,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.4,0.101,8.16505423,-0.29681446,-0.27080757,-1.49212468,-0.00790047,0.00062646,5.65699232,0.19490936,0.95541761,-0.4497428,0.1547,0.4073,0.03224,0.00469,0.09241,0.0002,3.00E-05,0.8511,0.01687,0.1129,0.08492,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.4,0.244,8.97130728,-0.35614145,-0.30502198,-1.35347182,-0.0064144,0.0003866,5.63598588,0.16851481,0.44063437,-0.06709136,0.1771,0.42503,0.03638,0.00536,0.09344,0.00023,3.00E-05,0.96787,0.01925,0.12322,0.09756,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.4,0.309,9.15706526,-0.34274878,-0.30562711,-1.39298489,-0.00577847,0.0003408,5.40171452,0.1814186,0.95644756,-0.64446219,0.1758,0.42606,0.03627,0.00533,0.09407,0.00022,3.00E-05,0.91794,0.01915,0.12262,0.09678,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.4,0.244,9.61378848,-0.3776723,-0.31511723,-1.39079417,-0.00597875,0.00035967,6.29755187,0.14791587,0.95983417,-0.5623279,0.1757,0.42922,0.03595,0.00532,0.09488,0.00022,3.00E-05,1.02311,0.01795,0.12436,0.09683,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.4,0.101,9.84608012,-0.33846961,-0.3190693,-1.4546051,-0.00389221,0.00012395,5.54986528,0.17731365,1.05994179,-0.70513663,0.1864,0.45536,0.03844,0.00565,0.10082,0.00024,3.00E-05,0.95703,0.01935,0.13087,0.10264,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.5,0.101,8.55734826,-0.35345811,-0.29518803,-1.50576788,-0.00760345,0.00054664,5.81301951,0.19520954,1.06321444,-0.39173126,0.1609,0.43432,0.03361,0.00488,0.09918,0.00021,3.00E-05,0.91695,0.01763,0.1191,0.0883,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.5,0.244,9.03255093,-0.38782823,-0.32578904,-1.33253752,-0.00619222,0.00032102,5.80739376,0.16192646,0.4870765,0.02643402,0.1767,0.42483,0.03626,0.00535,0.09341,0.00022,3.00E-05,1.00198,0.01927,0.12332,0.09741,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.5,0.309,9.19960347,-0.37381811,-0.32629276,-1.37323814,-0.0056232,0.0002855,5.5481167,0.17593016,1.0690118,-0.62884957,0.1746,0.42435,0.03597,0.00529,0.09378,0.00022,3.00E-05,0.94401,0.01909,0.12222,0.09613,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.5,0.244,9.55750571,-0.39776466,-0.33426576,-1.36585559,-0.00577502,0.00031041,6.65264723,0.13543474,1.01517414,-0.51931557,0.1772,0.43299,0.03616,0.00536,0.0956,0.00022,3.00E-05,1.08791,0.018,0.12581,0.09774,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.5,0.101,9.67417846,-0.34860705,-0.33644464,-1.42594294,-0.00387354,0.00010446,5.68482997,0.17114657,1.15961546,-0.73318904,0.1861,0.45379,0.0383,0.00564,0.10039,0.00024,3.00E-05,0.988,0.01943,0.13074,0.10248,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,0.75,0.101,9.02264105,-0.41709183,-0.33225164,-1.56428528,-0.00712827,0.00048761,6.30955718,0.19290748,1.21095959,-0.30384736,0.1727,0.49785,0.03623,0.00524,0.11538,0.00023,3.00E-05,1.07004,0.01877,0.1326,0.09465,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,0.75,0.244,8.7012211,-0.3888858,-0.35289107,-1.31669561,-0.00579863,0.00028912,6.14300767,0.1517071,0.55689307,0.0979575,0.1772,0.43002,0.03628,0.00536,0.09484,0.00022,3.00E-05,1.06509,0.01923,0.12476,0.09768,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,0.75,0.309,8.73078725,-0.36475223,-0.35131604,-1.34647798,-0.00549521,0.00027319,5.79611293,0.1675009,1.20495839,-0.59811387,0.1781,0.43571,0.03663,0.0054,0.09648,0.00023,3.00E-05,1.01758,0.01957,0.12553,0.0981,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,0.75,0.244,8.84037745,-0.36145077,-0.35512799,-1.32656501,-0.00561536,0.00030311,7.17960212,0.1180804,1.07812816,-0.45389388,0.1848,0.45111,0.03757,0.00559,0.09935,0.00023,3.00E-05,1.22368,0.01872,0.13154,0.10203,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,0.75,0.101,8.72132625,-0.28321016,-0.35279079,-1.38762583,-0.00405592,0.00013079,5.83205458,0.16566751,1.28047661,-0.71888572,0.1919,0.46883,0.03945,0.00581,0.10376,0.00024,3.00E-05,1.06654,0.02038,0.13521,0.1057,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,1,0.101,8.99506841,-0.43337556,-0.35217092,-1.58912346,-0.00706771,0.00051625,6.67251414,0.18971957,1.27336691,-0.2521941,0.1803,0.54209,0.03792,0.00547,0.12658,0.00024,3.00E-05,1.18971,0.01958,0.14174,0.09883,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,1,0.244,7.99311525,-0.34462521,-0.36250531,-1.29201812,-0.00584702,0.00033826,6.41971559,0.14248884,0.57271065,0.14624084,0.184,0.44787,0.03759,0.00557,0.09881,0.00023,3.00E-05,1.16286,0.02,0.13009,0.10146,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,1,0.309,7.94698033,-0.31597836,-0.35977587,-1.31377412,-0.00572538,0.00033643,5.97742536,0.16000887,1.26016331,-0.57317108,0.1836,0.4486,0.03768,0.00556,0.09926,0.00023,3.00E-05,1.09507,0.02035,0.12956,0.10114,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,1,0.244,7.8603583,-0.28615775,-0.35976794,-1.29271012,-0.00572212,0.00034581,7.50074863,0.10791349,1.1099054,-0.42289967,0.1939,0.47226,0.03932,0.00586,0.10378,0.00024,3.00E-05,1.35046,0.0198,0.138,0.1071,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,1,0.101,7.58627838,-0.18878953,-0.3541653,-1.35368324,-0.00445308,0.00020511,5.92258636,0.1621118,1.33199947,-0.68917811,0.2008,0.4905,0.04123,0.00608,0.10854,0.00026,3.00E-05,1.15521,0.02169,0.14159,0.11059,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,1.5,0.101,8.52106756,-0.36681015,-0.367766,-1.6818666,-0.0070652,0.00056327,7.54537108,0.18647739,1.40406699,-0.20278004,0.2013,0.67711,0.04268,0.00611,0.16041,0.00027,3.00E-05,1.51803,0.02182,0.16737,0.11051,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,1.5,0.244,6.31896609,-0.1954586,-0.36217886,-1.25843787,-0.00607843,0.0004234,6.58933912,0.13884528,0.63496062,0.1327017,0.2035,0.49965,0.04158,0.00616,0.11054,0.00026,3.00E-05,1.3549,0.02262,0.14485,0.11224,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,3,5,1.5,0.309,6.20210486,-0.15845958,-0.35791792,-1.27953402,-0.00604,0.00042462,6.03779513,0.15993994,1.34853254,-0.5901121,0.2033,0.50076,0.04175,0.00616,0.11112,0.00026,3.00E-05,1.26416,0.02321,0.14423,0.11198,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,4,5,1.5,0.244,5.7592345,-0.08964848,-0.35190717,-1.23900339,-0.00615311,0.00041426,7.42243701,0.10927524,1.16592379,-0.36623512,0.2112,0.51252,0.04283,0.00638,0.11249,0.00027,3.00E-05,1.51898,0.02253,0.14991,0.11665,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,5,5,1.5,0.101,5.36012571,0.02805845,-0.34210508,-1.31327567,-0.00510276,0.0003165,5.86886125,0.16621453,1.40676314,-0.66388833,0.2201,0.54138,0.04526,0.00667,0.12012,0.00028,4.00E-05,1.3075,0.02479,0.15572,0.12119,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,1,5,2,0.101,7.91995458,-0.22844451,-0.36700159,-1.84643271,-0.00669536,0.00056332,8.65805493,0.18266897,1.51379558,-0.14293237,0.2117,0.81518,0.04534,0.00643,0.1949,0.00029,4.00E-05,1.80746,0.02241,0.1871,0.11729,0,0,0,0,0,0,0,0,0,0,320,1,1,10
'5-branches',updated,2,5,2,0.244,4.61301264,-0.01140545,-0.35056451,-1.25466143,-0.00597869,0.00045867,6.4407664,0.14559171,0.64792362,0.13988286,0.209,0.51601,0.04278,0.00633,0.11447,0.00027,3.00E-05,1.38415,0.02365,0.14907,0.11521,0,0,0,0,0,0,0,0,0,0,320,1,1,10
