rup_mag,rup_hypo_depth,dist_rrup,site_vs30,result_type,damping,pga,0.05,0.1,0.3,0.5,1.0,2.0,5.0
5.0,20.0,200.0,800.0,MEAN,5.0,5.97367985e-04,6.96086759e-04,1.09488035e-03,1.49480785e-03,1.16831917e-03,4.10101803e-04,2.02841486e-04,3.61849080e-05
5.0,20.0,500.0,800.0,MEAN,5.0,2.72234513e-05,2.25512701e-05,2.82839133e-05,8.35885084e-05,1.02327358e-04,5.32662166e-05,3.54228437e-05,6.38828981e-06
5.0,100.0,5.0,200.0,MEAN,5.0,1.71623502e+00,2.23669094e+00,2.19348471e+00,3.86431997e+00,3.48756221e+00,9.71174058e-01,1.15119159e-01,7.76701178e-03
5.0,100.0,20.0,200.0,MEAN,5.0,2.22270063e-01,2.84938940e-01,3.47246259e-01,5.85305490e-01,4.35592609e-01,1.24942289e-01,2.12170440e-02,1.81925519e-03
5.0,100.0,50.0,200.0,MEAN,5.0,4.79252821e-02,5.87116563e-02,7.90031392e-02,1.38793508e-01,9.73511213e-02,2.98059383e-02,6.45840379e-03,6.25518659e-04
5.0,100.0,100.0,200.0,MEAN,5.0,1.26856741e-02,1.45379338e-02,2.03148325e-02,3.97875332e-02,2.82562512e-02,9.43081144e-03,2.47115031e-03,2.58235253e-04
5.0,100.0,200.0,200.0,MEAN,5.0,2.51778119e-03,2.55517069e-03,3.49050035e-03,8.72679058e-03,6.89479041e-03,2.66618910e-03,8.53055679e-04,9.42209095e-05
5.0,100.0,500.0,200.0,MEAN,5.0,1.14741157e-04,8.27804056e-05,9.01696782e-05,4.87995435e-04,6.03880944e-04,3.46298907e-04,1.48971783e-04,1.66342962e-05
5.0,100.0,5.0,360.0,MEAN,5.0,1.59063443e+00,2.19021019e+00,2.31287530e+00,3.54233361e+00,2.24611709e+00,4.86144405e-01,7.72438853e-02,6.03083519e-03
5.0,100.0,20.0,360.0,MEAN,5.0,2.06003497e-01,2.79017614e-01,3.66146750e-01,5.36536137e-01,2.80537505e-01,6.25428514e-02,1.42364392e-02,1.41259322e-03
5.0,100.0,50.0,360.0,MEAN,5.0,4.44179281e-02,5.74915673e-02,8.33032520e-02,1.27228830e-01,6.26976677e-02,1.49200753e-02,4.33352889e-03,4.85695149e-04
5.0,100.0,100.0,360.0,MEAN,5.0,1.17572884e-02,1.42358205e-02,2.14205616e-02,3.64723204e-02,1.81980549e-02,4.72081824e-03,1.65811888e-03,2.00511380e-04
5.0,100.0,200.0,360.0,MEAN,5.0,2.33352041e-03,2.50207160e-03,3.68048704e-03,7.99964905e-03,4.44049614e-03,1.33462473e-03,5.72392428e-04,7.31595100e-05
5.0,100.0,500.0,360.0,MEAN,5.0,1.06343964e-04,8.10601431e-05,9.50775818e-05,4.47334238e-04,3.88921322e-04,1.73348201e-04,9.99586813e-05,1.29159967e-05
5.0,100.0,5.0,570.0,MEAN,5.0,1.59063443e+00,2.19021019e+00,2.31287530e+00,3.54233361e+00,2.24611709e+00,4.86144405e-01,7.72438853e-02,6.03083519e-03
5.0,100.0,20.0,570.0,MEAN,5.0,2.06003497e-01,2.79017614e-01,3.66146750e-01,5.36536137e-01,2.80537505e-01,6.25428514e-02,1.42364392e-02,1.41259322e-03
5.0,100.0,50.0,570.0,MEAN,5.0,4.44179281e-02,5.74915673e-02,8.33032520e-02,1.27228830e-01,6.26976677e-02,1.49200753e-02,4.33352889e-03,4.85695149e-04
5.0,100.0,100.0,570.0,MEAN,5.0,1.17572884e-02,1.42358205e-02,2.14205616e-02,3.64723204e-02,1.81980549e-02,4.72081824e-03,1.65811888e-03,2.00511380e-04
5.0,100.0,200.0,570.0,MEAN,5.0,2.33352041e-03,2.50207160e-03,3.68048704e-03,7.99964905e-03,4.44049614e-03,1.33462473e-03,5.72392428e-04,7.31595100e-05
5.0,100.0,500.0,570.0,MEAN,5.0,1.06343964e-04,8.10601431e-05,9.50775818e-05,4.47334238e-04,3.88921322e-04,1.73348201e-04,9.99586813e-05,1.29159967e-05
5.0,100.0,5.0,800.0,MEAN,5.0,1.26002675e+00,1.96402810e+00,2.14790182e+00,2.12502958e+00,1.44080644e+00,3.33787882e-01,5.33016751e-02,4.48565939e-03
5.0,100.0,20.0,800.0,MEAN,5.0,1.63186406e-01,2.50203581e-01,3.40030122e-01,3.21865552e-01,1.79955109e-01,4.29420677e-02,9.82376865e-03,1.05066908e-03
5.0,100.0,50.0,800.0,MEAN,5.0,3.51858205e-02,5.15544372e-02,7.73613722e-02,7.63239877e-02,4.02183858e-02,1.02441585e-02,2.99032535e-03,3.61253945e-04
5.0,100.0,100.0,800.0,MEAN,5.0,9.31357800e-03,1.27656932e-02,1.98926692e-02,2.18795766e-02,1.16734229e-02,3.24132482e-03,1.14417489e-03,1.49137843e-04
5.0,100.0,200.0,800.0,MEAN,5.0,1.84850653e-03,2.24368371e-03,3.41796414e-03,4.79895253e-03,2.84842472e-03,9.16356452e-04,3.94975927e-04,5.44151238e-05
5.0,100.0,500.0,800.0,MEAN,5.0,8.42407508e-05,7.26890959e-05,8.82958589e-05,2.68353744e-04,2.49479580e-04,1.19021279e-04,6.89758824e-05,9.60675597e-06
5.0,150.0,5.0,200.0,MEAN,5.0,2.44277075e+00,3.22440203e+00,3.13065257e+00,5.56382445e+00,4.60758098e+00,1.24857191e+00,1.41771663e-01,8.82320785e-03
5.0,150.0,20.0,200.0,MEAN,5.0,3.16363903e-01,4.10766494e-01,4.95607463e-01,8.42719293e-01,5.75481696e-01,1.60629737e-01,2.61292355e-02,2.06664636e-03
5.0,150.0,50.0,200.0,MEAN,5.0,6.82135465e-02,8.46384184e-02,1.12757285e-01,1.99834051e-01,1.28615103e-01,3.83194517e-02,7.95365996e-03,7.10579732e-04
5.0,150.0,100.0,200.0,MEAN,5.0,1.80559151e-02,2.09578097e-02,2.89943587e-02,5.72858489e-02,3.73306503e-02,1.21245478e-02,3.04327353e-03,2.93351339e-04
5.0,150.0,200.0,200.0,MEAN,5.0,3.58363638e-03,3.68352078e-03,4.98181903e-03,1.25647801e-02,9.10902894e-03,3.42773656e-03,1.05055599e-03,1.07033527e-04
5.0,150.0,500.0,200.0,MEAN,5.0,1.63314662e-04,1.19335802e-04,1.28694736e-04,7.02612865e-04,7.97815260e-04,4.45212767e-04,1.83461881e-04,1.88963087e-05
5.0,150.0,5.0,360.0,MEAN,5.0,2.26399952e+00,3.15739562e+00,3.30105287e+00,5.10023043e+00,2.96744996e+00,6.25002537e-01,9.51274678e-02,6.85093751e-03
5.0,150.0,20.0,360.0,MEAN,5.0,2.93211192e-01,4.02230341e-01,5.22583202e-01,7.72501474e-01,3.70631172e-01,8.04070569e-02,1.75324741e-02,1.60468452e-03
5.0,150.0,50.0,360.0,MEAN,5.0,6.32214204e-02,8.28795444e-02,1.18894624e-01,1.83183297e-01,8.28328109e-02,1.91817181e-02,5.33683188e-03,5.51742339e-04
5.0,150.0,100.0,360.0,MEAN,5.0,1.67345147e-02,2.05222847e-02,3.05725114e-02,5.25126256e-02,2.40422984e-02,6.06923241e-03,2.04200824e-03,2.27777893e-04
5.0,150.0,200.0,360.0,MEAN,5.0,3.32137228e-03,3.60697340e-03,5.25297767e-03,1.15178461e-02,5.86654640e-03,1.71583553e-03,7.04913302e-04,8.31080963e-05
5.0,150.0,500.0,360.0,MEAN,5.0,1.51362675e-04,1.16855881e-04,1.35699544e-04,6.44069121e-04,5.13822085e-04,2.22861900e-04,1.23101216e-04,1.46723768e-05
5.0,150.0,5.0,570.0,MEAN,5.0,2.26399952e+00,3.15739562e+00,3.30105287e+00,5.10023043e+00,2.96744996e+00,6.25002537e-01,9.51274678e-02,6.85093751e-03
5.0,150.0,20.0,570.0,MEAN,5.0,2.93211192e-01,4.02230341e-01,5.22583202e-01,7.72501474e-01,3.70631172e-01,8.04070569e-02,1.75324741e-02,1.60468452e-03
5.0,150.0,50.0,570.0,MEAN,5.0,6.32214204e-02,8.28795444e-02,1.18894624e-01,1.83183297e-01,8.28328109e-02,1.91817181e-02,5.33683188e-03,5.51742339e-04
5.0,150.0,100.0,570.0,MEAN,5.0,1.67345147e-02,2.05222847e-02,3.05725114e-02,5.25126256e-02,2.40422984e-02,6.06923241e-03,2.04200824e-03,2.27777893e-04
5.0,150.0,200.0,570.0,MEAN,5.0,3.32137228e-03,3.60697340e-03,5.25297767e-03,1.15178461e-02,5.86654640e-03,1.71583553e-03,7.04913302e-04,8.31080963e-05
5.0,150.0,500.0,570.0,MEAN,5.0,1.51362675e-04,1.16855881e-04,1.35699544e-04,6.44069121e-04,5.13822085e-04,2.22861900e-04,1.23101216e-04,1.46723768e-05
5.0,150.0,5.0,800.0,MEAN,5.0,1.79343531e+00,2.83133269e+00,3.06559436e+00,3.05960469e+00,1.90351654e+00,4.29128200e-01,6.56421328e-02,5.09564119e-03
5.0,150.0,20.0,800.0,MEAN,5.0,2.32268294e-01,3.60692181e-01,4.85308227e-01,4.63420068e-01,2.37747081e-01,5.52076729e-02,1.20981775e-02,1.19354417e-03
5.0,150.0,50.0,800.0,MEAN,5.0,5.00810741e-02,7.43206085e-02,1.10414072e-01,1.09890814e-01,5.31343839e-02,1.31702124e-02,3.68264850e-03,4.10379015e-04
5.0,150.0,100.0,800.0,MEAN,5.0,1.32563056e-02,1.84029570e-02,2.83918259e-02,3.15020817e-02,1.54223031e-02,4.16714914e-03,1.40907541e-03,1.69418333e-04
5.0,150.0,200.0,800.0,MEAN,5.0,2.63103692e-03,3.23448276e-03,4.87829167e-03,6.90950273e-03,3.76318666e-03,1.17809668e-03,4.86421153e-04,6.18147572e-05
5.0,150.0,500.0,800.0,MEAN,5.0,1.19902484e-04,1.04788223e-04,1.26020326e-04,3.86374092e-04,3.29599100e-04,1.53017500e-04,8.49452485e-05,1.09131294e-05
5.5,5.0,5.0,200.0,MEAN,5.0,6.91289785e-01,8.10612164e-01,7.97877864e-01,1.55231512e+00,2.14693671e+00,8.19510094e-01,1.32383250e-01,1.07953080e-02
5.5,5.0,20.0,200.0,MEAN,5.0,9.80543316e-02,1.14358812e-01,1.43014317e-01,2.57688837e-01,2.87291390e-01,1.10814283e-01,2.54853307e-02,2.73753418e-03
5.5,5.0,50.0,200.0,MEAN,5.0,2.16425853e-02,2.42205840e-02,3.37424111e-02,6.26441027e-02,6.52919292e-02,2.67342783e-02,7.83349328e-03,9.59994060e-04
5.5,5.0,100.0,200.0,MEAN,5.0,5.77648898e-03,6.05702239e-03,8.79364858e-03,1.81196389e-02,1.90623427e-02,8.49156836e-03,3.00728459e-03,3.99074392e-04
5.5,5.0,200.0,200.0,MEAN,5.0,1.15137196e-03,1.07001310e-03,1.52150651e-03,3.99266375e-03,4.66527984e-03,2.40533428e-03,1.03987801e-03,1.46124063e-04
5.5,5.0,500.0,200.0,MEAN,5.0,5.26065541e-05,3.47732892e-05,3.94734007e-05,2.23896464e-04,4.09347858e-04,3.12785011e-04,1.81781265e-04,2.58529883e-05
5.5,5.0,5.0,360.0,MEAN,5.0,6.40698576e-01,7.93766804e-01,8.41306073e-01,1.42297172e+00,1.38270543e+00,4.10225380e-01,8.88279296e-02,8.38220992e-03
5.5,5.0,20.0,360.0,MEAN,5.0,9.08783436e-02,1.11982317e-01,1.50798535e-01,2.36217454e-01,1.85026118e-01,5.54707399e-02,1.71004199e-02,2.12560736e-03
5.5,5.0,50.0,360.0,MEAN,5.0,2.00586988e-02,2.37172552e-02,3.55789985e-02,5.74244141e-02,4.20503804e-02,1.33824825e-02,5.25620115e-03,7.45404554e-04
5.5,5.0,100.0,360.0,MEAN,5.0,5.35374361e-03,5.93115120e-03,9.27228375e-03,1.66098579e-02,1.22768429e-02,4.25065766e-03,2.01786000e-03,3.09868448e-04
5.5,5.0,200.0,360.0,MEAN,5.0,1.06711020e-03,1.04777712e-03,1.60432157e-03,3.65998341e-03,3.00461013e-03,1.20404761e-03,6.97748474e-04,1.13460642e-04
5.5,5.0,500.0,360.0,MEAN,5.0,4.87566069e-05,3.40506642e-05,4.16219239e-05,2.05240760e-04,2.63634930e-04,1.56572019e-04,1.21973539e-04,2.00740151e-05
5.5,5.0,5.0,570.0,MEAN,5.0,6.40698576e-01,7.93766804e-01,8.41306073e-01,1.42297172e+00,1.38270543e+00,4.10225380e-01,8.88279296e-02,8.38220992e-03
5.5,5.0,20.0,570.0,MEAN,5.0,9.08783436e-02,1.11982317e-01,1.50798535e-01,2.36217454e-01,1.85026118e-01,5.54707399e-02,1.71004199e-02,2.12560736e-03
5.5,5.0,50.0,570.0,MEAN,5.0,2.00586988e-02,2.37172552e-02,3.55789985e-02,5.74244141e-02,4.20503804e-02,1.33824825e-02,5.25620115e-03,7.45404554e-04
5.5,5.0,100.0,570.0,MEAN,5.0,5.35374361e-03,5.93115120e-03,9.27228375e-03,1.66098579e-02,1.22768429e-02,4.25065766e-03,2.01786000e-03,3.09868448e-04
5.5,5.0,200.0,570.0,MEAN,5.0,1.06711020e-03,1.04777712e-03,1.60432157e-03,3.65998341e-03,3.00461013e-03,1.20404761e-03,6.97748474e-04,1.13460642e-04
5.5,5.0,500.0,570.0,MEAN,5.0,4.87566069e-05,3.40506642e-05,4.16219239e-05,2.05240760e-04,2.63634930e-04,1.56572019e-04,1.21973539e-04,2.00740151e-05
5.5,5.0,5.0,800.0,MEAN,5.0,5.07531667e-01,7.11794838e-01,7.81297136e-01,8.53634165e-01,8.86957723e-01,2.81661703e-01,6.12951747e-02,6.23458236e-03
5.5,5.0,20.0,800.0,MEAN,5.0,7.19896047e-02,1.00417950e-01,1.40042331e-01,1.41705760e-01,1.18687857e-01,3.80863395e-02,1.18000412e-02,1.58100003e-03
5.5,5.0,50.0,800.0,MEAN,5.0,1.58895700e-02,2.12679842e-02,3.30412088e-02,3.44486409e-02,2.69738649e-02,9.18844367e-03,3.62700976e-03,5.54422536e-04
5.5,5.0,100.0,800.0,MEAN,5.0,4.24098713e-03,5.31864369e-03,8.61090746e-03,9.96417710e-03,7.87517022e-03,2.91851146e-03,1.39241207e-03,2.30476256e-04
5.5,5.0,200.0,800.0,MEAN,5.0,8.45315156e-04,9.39573617e-04,1.48988803e-03,2.19560715e-03,1.92735350e-03,8.26701895e-04,4.81477107e-04,8.43905991e-05
5.5,5.0,500.0,800.0,MEAN,5.0,3.86227204e-05,3.05342664e-05,3.86531026e-05,1.23122985e-04,1.69112691e-04,1.07502713e-04,8.41671015e-05,1.49308000e-05
5.5,20.0,5.0,200.0,MEAN,5.0,7.41858932e-01,8.72131069e-01,8.56715193e-01,1.66970580e+00,2.26991421e+00,8.61742684e-01,1.38013447e-01,1.10741282e-02
5.5,20.0,20.0,200.0,MEAN,5.0,1.05227190e-01,1.23037720e-01,1.53560518e-01,2.77176032e-01,3.03747570e-01,1.16524980e-01,2.65692098e-02,2.80823895e-03
5.5,20.0,50.0,200.0,MEAN,5.0,2.32257811e-02,2.60587304e-02,3.62306532e-02,6.73814357e-02,6.90318804e-02,2.81120011e-02,8.16664806e-03,9.84788697e-04
5.5,20.0,100.0,200.0,MEAN,5.0,6.19905001e-03,6.51670138e-03,9.44211223e-03,1.94898998e-02,2.01542423e-02,8.92917240e-03,3.13518299e-03,4.09381648e-04
5.5,20.0,200.0,200.0,MEAN,5.0,1.23559699e-03,1.15121844e-03,1.63370586e-03,4.29460084e-03,4.93250917e-03,2.52929064e-03,1.08410353e-03,1.49898142e-04
5.5,20.0,500.0,200.0,MEAN,5.0,5.64548224e-05,3.74123005e-05,4.23842591e-05,2.40828180e-04,4.32795489e-04,3.28904057e-04,1.89512337e-04,2.65207169e-05
5.5,20.0,5.0,360.0,MEAN,5.0,6.87566881e-01,8.54007282e-01,9.03345897e-01,1.53058107e+00,1.46190743e+00,4.31365913e-01,9.26057397e-02,8.59870485e-03
5.5,20.0,20.0,360.0,MEAN,5.0,9.75262653e-02,1.20480869e-01,1.61918762e-01,2.54080920e-01,1.95624498e-01,5.83293661e-02,1.78276927e-02,2.18050735e-03
5.5,20.0,50.0,360.0,MEAN,5.0,2.15260304e-02,2.55172030e-02,3.82026748e-02,6.17670188e-02,4.44590452e-02,1.40721346e-02,5.47974491e-03,7.64656793e-04
5.5,20.0,100.0,360.0,MEAN,5.0,5.74538001e-03,6.38127758e-03,9.95604305e-03,1.78659447e-02,1.29800661e-02,4.46971082e-03,2.10367863e-03,3.17871701e-04
5.5,20.0,200.0,360.0,MEAN,5.0,1.14517131e-03,1.12729493e-03,1.72262789e-03,3.93676222e-03,3.17671556e-03,1.26609693e-03,7.27423388e-04,1.16391093e-04
5.5,20.0,500.0,360.0,MEAN,5.0,5.23232443e-05,3.66348341e-05,4.46912193e-05,2.20761676e-04,2.78736058e-04,1.64640793e-04,1.27161016e-04,2.05924848e-05
5.5,20.0,5.0,570.0,MEAN,5.0,6.87566881e-01,8.54007282e-01,9.03345897e-01,1.53058107e+00,1.46190743e+00,4.31365913e-01,9.26057397e-02,8.59870485e-03
5.5,20.0,20.0,570.0,MEAN,5.0,9.75262653e-02,1.20480869e-01,1.61918762e-01,2.54080920e-01,1.95624498e-01,5.83293661e-02,1.78276927e-02,2.18050735e-03
5.5,20.0,50.0,570.0,MEAN,5.0,2.15260304e-02,2.55172030e-02,3.82026748e-02,6.17670188e-02,4.44590452e-02,1.40721346e-02,5.47974491e-03,7.64656793e-04
5.5,20.0,100.0,570.0,MEAN,5.0,5.74538001e-03,6.38127758e-03,9.95604305e-03,1.78659447e-02,1.29800661e-02,4.46971082e-03,2.10367863e-03,3.17871701e-04
5.5,20.0,200.0,570.0,MEAN,5.0,1.14517131e-03,1.12729493e-03,1.72262789e-03,3.93676222e-03,3.17671556e-03,1.26609693e-03,7.27423388e-04,1.16391093e-04
5.5,20.0,500.0,570.0,MEAN,5.0,5.23232443e-05,3.66348341e-05,4.46912193e-05,2.20761676e-04,2.78736058e-04,1.64640793e-04,1.27161016e-04,2.05924848e-05
5.5,20.0,5.0,800.0,MEAN,5.0,5.44658562e-01,7.65814307e-01,8.38911765e-01,9.18188515e-01,9.37763062e-01,2.96176842e-01,6.39020296e-02,6.39560856e-03
5.5,20.0,20.0,800.0,MEAN,5.0,7.72557795e-02,1.08038860e-01,1.50369371e-01,1.52421971e-01,1.25486351e-01,4.00490789e-02,1.23018914e-02,1.62183396e-03
5.5,20.0,50.0,800.0,MEAN,5.0,1.70519219e-02,2.28820521e-02,3.54777428e-02,3.70537494e-02,2.85189401e-02,9.66196044e-03,3.78126478e-03,5.68742110e-04
5.5,20.0,100.0,800.0,MEAN,5.0,4.55122331e-03,5.72228571e-03,9.24589536e-03,1.07176978e-02,8.32626353e-03,3.06891388e-03,1.45163070e-03,2.36428975e-04
5.5,20.0,200.0,800.0,MEAN,5.0,9.07151548e-04,1.01087965e-03,1.59975576e-03,2.36164548e-03,2.03775318e-03,8.69305107e-04,5.01954102e-04,8.65702316e-05
5.5,20.0,500.0,800.0,MEAN,5.0,4.14480450e-05,3.28515701e-05,4.15034703e-05,1.32433910e-04,1.78799542e-04,1.13042753e-04,8.77466887e-05,1.53164313e-05
5.5,100.0,5.0,200.0,MEAN,5.0,2.29562199e+00,2.81112411e+00,2.67446739e+00,5.36044741e+00,5.53417243e+00,1.92553035e+00,2.68741815e-01,1.66533533e-02
5.5,100.0,20.0,200.0,MEAN,5.0,3.25616963e-01,3.96585232e-01,4.79380546e-01,8.89849901e-01,7.40552846e-01,2.60370515e-01,5.17359563e-02,4.22304985e-03
5.5,100.0,50.0,200.0,MEAN,5.0,7.18702865e-02,8.39946285e-02,1.13103750e-01,2.16322326e-01,1.68303422e-01,6.28151679e-02,1.59022173e-02,1.48093229e-03
5.5,100.0,100.0,200.0,MEAN,5.0,1.91824549e-02,2.10051643e-02,2.94760983e-02,6.25706533e-02,4.91371221e-02,1.99518868e-02,6.10487445e-03,6.15631055e-04
5.5,100.0,200.0,200.0,MEAN,5.0,3.82345416e-03,3.71070132e-03,5.10005320e-03,1.37874480e-02,1.20257216e-02,5.65160110e-03,2.11098235e-03,2.25417899e-04
5.5,100.0,500.0,200.0,MEAN,5.0,1.74694846e-04,1.20590383e-04,1.32313889e-04,7.73158236e-04,1.05517858e-03,7.34923262e-04,3.69021212e-04,3.98820439e-05
5.5,100.0,5.0,360.0,MEAN,5.0,2.12761967e+00,2.75270604e+00,2.82003770e+00,4.91379937e+00,3.56420860e+00,9.63870275e-01,1.80323259e-01,1.29307939e-02
5.5,100.0,20.0,360.0,MEAN,5.0,3.01787078e-01,3.88343780e-01,5.05473059e-01,8.15705023e-01,4.76943004e-01,1.30334689e-01,3.47143456e-02,3.27906257e-03
5.5,100.0,50.0,360.0,MEAN,5.0,6.66105463e-02,8.22491332e-02,1.19259947e-01,1.98297722e-01,1.08393533e-01,3.14436348e-02,1.06702399e-02,1.14989636e-03
5.5,100.0,100.0,360.0,MEAN,5.0,1.77786101e-02,2.05686552e-02,3.10804719e-02,5.73570847e-02,3.16460963e-02,9.98739416e-03,4.09631399e-03,4.78017741e-04
5.5,100.0,200.0,360.0,MEAN,5.0,3.54363928e-03,3.63358911e-03,5.37764728e-03,1.26386378e-02,7.74500267e-03,2.82904411e-03,1.41644953e-03,1.75029759e-04
5.5,100.0,500.0,360.0,MEAN,5.0,1.61910014e-04,1.18084390e-04,1.39515687e-04,7.08736446e-04,6.79573438e-04,3.67883418e-04,2.47609802e-04,3.09671262e-05
5.5,100.0,5.0,570.0,MEAN,5.0,2.12761967e+00,2.75270604e+00,2.82003770e+00,4.91379937e+00,3.56420860e+00,9.63870275e-01,1.80323259e-01,1.29307939e-02
5.5,100.0,20.0,570.0,MEAN,5.0,3.01787078e-01,3.88343780e-01,5.05473059e-01,8.15705023e-01,4.76943004e-01,1.30334689e-01,3.47143456e-02,3.27906257e-03
5.5,100.0,50.0,570.0,MEAN,5.0,6.66105463e-02,8.22491332e-02,1.19259947e-01,1.98297722e-01,1.08393533e-01,3.14436348e-02,1.06702399e-02,1.14989636e-03
5.5,100.0,100.0,570.0,MEAN,5.0,1.77786101e-02,2.05686552e-02,3.10804719e-02,5.73570847e-02,3.16460963e-02,9.98739416e-03,4.09631399e-03,4.78017741e-04
5.5,100.0,200.0,570.0,MEAN,5.0,3.54363928e-03,3.63358911e-03,5.37764728e-03,1.26386378e-02,7.74500267e-03,2.82904411e-03,1.41644953e-03,1.75029759e-04
5.5,100.0,500.0,570.0,MEAN,5.0,1.61910014e-04,1.18084390e-04,1.39515687e-04,7.08736446e-04,6.79573438e-04,3.67883418e-04,2.47609802e-04,3.09671262e-05
5.5,100.0,5.0,800.0,MEAN,5.0,1.68540152e+00,2.46843523e+00,2.61888919e+00,2.94776556e+00,2.28631657e+00,6.61795580e-01,1.24430972e-01,9.61776196e-03
5.5,100.0,20.0,800.0,MEAN,5.0,2.39061712e-01,3.48239680e-01,4.69418522e-01,4.89337677e-01,3.05942445e-01,8.94881016e-02,2.39544239e-02,2.43892552e-03
5.5,100.0,50.0,800.0,MEAN,5.0,5.27657823e-02,7.37552995e-02,1.10753337e-01,1.18957888e-01,6.95307035e-02,2.15892730e-02,7.36293441e-03,8.55278457e-04
5.5,100.0,100.0,800.0,MEAN,5.0,1.40833895e-02,1.84445388e-02,2.88635545e-02,3.44082503e-02,2.02998765e-02,6.85736813e-03,2.82663665e-03,3.55543586e-04
5.5,100.0,200.0,800.0,MEAN,5.0,2.80710652e-03,3.25834988e-03,4.99406881e-03,7.58186047e-03,4.96815140e-03,1.94242829e-03,9.77412414e-04,1.30184934e-04
5.5,100.0,500.0,800.0,MEAN,5.0,1.28257597e-04,1.05889865e-04,1.29564269e-04,4.25167722e-04,4.35922861e-04,2.52589613e-04,1.70861643e-04,2.30329591e-05
5.5,150.0,5.0,200.0,MEAN,5.0,3.26743027e+00,4.05250189e+00,3.81713543e+00,7.71793966e+00,7.31145312e+00,2.47552238e+00,3.30961192e-01,1.89179573e-02
5.5,150.0,20.0,200.0,MEAN,5.0,4.63460764e-01,5.71715207e-01,6.84196215e-01,1.28120049e+00,9.78378878e-01,3.34740523e-01,6.37139172e-02,4.79732073e-03
5.5,150.0,50.0,200.0,MEAN,5.0,1.02295217e-01,1.21086220e-01,1.61427405e-01,3.11459572e-01,2.22353494e-01,8.07571556e-02,1.95839147e-02,1.68231668e-03
5.5,150.0,100.0,200.0,MEAN,5.0,2.73029855e-02,3.02809356e-02,4.20697817e-02,9.00888469e-02,6.49173421e-02,2.56507732e-02,7.51828116e-03,6.99347562e-04
5.5,150.0,200.0,200.0,MEAN,5.0,5.44204138e-03,5.34932773e-03,7.27905445e-03,1.98510840e-02,1.58877412e-02,7.26587613e-03,2.59971912e-03,2.56071323e-04
5.5,150.0,500.0,200.0,MEAN,5.0,2.48648615e-04,1.73842469e-04,1.88845089e-04,1.11318854e-03,1.39404560e-03,9.44840460e-04,4.54457376e-04,4.53053984e-05
5.5,150.0,5.0,360.0,MEAN,5.0,3.02830733e+00,3.96828671e+00,4.02490076e+00,7.07485851e+00,4.70884210e+00,1.23918194e+00,2.22071882e-01,1.46891862e-02
5.5,150.0,20.0,360.0,MEAN,5.0,4.29542947e-01,5.59834373e-01,7.21436772e-01,1.17444714e+00,6.30111631e-01,1.67562376e-01,4.27514460e-02,3.72496546e-03
5.5,150.0,50.0,360.0,MEAN,5.0,9.48088650e-02,1.18569923e-01,1.70213841e-01,2.85507856e-01,1.43203749e-01,4.04249259e-02,1.31406247e-02,1.30626487e-03
5.5,150.0,100.0,360.0,MEAN,5.0,2.53048495e-02,2.96516664e-02,4.43596250e-02,8.25823825e-02,4.18091326e-02,1.28401081e-02,5.04469675e-03,5.43020920e-04
5.5,150.0,200.0,360.0,MEAN,5.0,5.04377215e-03,5.23816316e-03,7.67525080e-03,1.81970340e-02,1.02322840e-02,3.63710809e-03,1.74438735e-03,1.98831158e-04
5.5,150.0,500.0,360.0,MEAN,5.0,2.30451566e-04,1.70229843e-04,1.99123860e-04,1.02043443e-03,8.97816140e-04,4.72962492e-04,3.04936673e-04,3.51781868e-05
5.5,150.0,5.0,570.0,MEAN,5.0,3.02830733e+00,3.96828671e+00,4.02490076e+00,7.07485851e+00,4.70884210e+00,1.23918194e+00,2.22071882e-01,1.46891862e-02
5.5,150.0,20.0,570.0,MEAN,5.0,4.29542947e-01,5.59834373e-01,7.21436772e-01,1.17444714e+00,6.30111631e-01,1.67562376e-01,4.27514460e-02,3.72496546e-03
5.5,150.0,50.0,570.0,MEAN,5.0,9.48088650e-02,1.18569923e-01,1.70213841e-01,2.85507856e-01,1.43203749e-01,4.04249259e-02,1.31406247e-02,1.30626487e-03
5.5,150.0,100.0,570.0,MEAN,5.0,2.53048495e-02,2.96516664e-02,4.43596250e-02,8.25823825e-02,4.18091326e-02,1.28401081e-02,5.04469675e-03,5.43020920e-04
5.5,150.0,200.0,570.0,MEAN,5.0,5.04377215e-03,5.23816316e-03,7.67525080e-03,1.81970340e-02,1.02322840e-02,3.63710809e-03,1.74438735e-03,1.98831158e-04
5.5,150.0,500.0,570.0,MEAN,5.0,2.30451566e-04,1.70229843e-04,1.99123860e-04,1.02043443e-03,8.97816140e-04,4.72962492e-04,3.04936673e-04,3.51781868e-05
5.5,150.0,5.0,800.0,MEAN,5.0,2.39888448e+00,3.55848340e+00,3.73781141e+00,4.24417496e+00,3.02055938e+00,8.50825212e-01,1.53239357e-01,1.09256321e-02
5.5,150.0,20.0,800.0,MEAN,5.0,3.40263980e-01,5.02020511e-01,6.69977909e-01,7.04545418e-01,4.04194823e-01,1.15048718e-01,2.95003763e-02,2.77058248e-03
5.5,150.0,50.0,800.0,MEAN,5.0,7.51031812e-02,1.06325256e-01,1.58072776e-01,1.71274845e-01,9.18602529e-02,2.77558484e-02,9.06760843e-03,9.71583386e-04
