rlzi,sid,eid,gmv_PGA,gmv_SA(0.3),gmv_SA(1.0)
1,3,10,0.687,1.069,2.340
1,4,10,0.524,0.438,1.765
1,5,10,0.672,0.492,0.868
1,6,10,0.134,0.412,0.460
1,0,11,0.128,0.164,0.184
1,1,11,0.181,0.319,0.466
1,2,11,0.325,0.940,1.794
1,3,11,0.389,3.212,1.720
1,4,11,0.889,0.769,1.289
1,5,11,0.599,0.789,2.305
1,6,11,0.407,0.769,0.385
1,0,12,0.077,0.098,0.089
1,1,12,0.512,0.759,1.010
1,2,12,0.339,0.381,1.976
1,3,12,0.399,4.521,2.402
1,4,12,1.315,3.755,1.499
1,5,12,1.568,1.131,1.939
1,6,12,0.413,0.312,0.599
1,0,13,0.032,0.087,0.097
1,1,13,0.355,0.557,0.246
1,2,13,0.180,0.203,0.111
1,3,13,1.186,0.901,0.487
1,4,13,0.865,0.787,0.815
1,5,13,1.044,2.190,1.006
1,6,13,0.190,1.032,0.148
1,0,14,0.029,0.156,0.124
1,1,14,0.264,0.451,0.431
1,2,14,0.304,0.450,0.523
1,3,14,1.002,1.625,1.306
1,4,14,0.765,1.777,1.308
1,5,14,0.287,2.453,0.961
1,6,14,0.409,1.120,0.478
1,0,15,0.049,0.085,0.044
1,1,15,0.636,1.361,0.224
1,2,15,0.297,1.124,0.489
1,3,15,1.196,2.789,0.914
1,4,15,1.121,1.779,0.453
1,5,15,0.441,0.764,0.596
1,6,15,0.664,0.387,0.459
1,0,16,0.051,0.290,0.117
1,1,16,0.490,0.193,0.446
1,2,16,0.287,0.289,0.355
1,3,16,0.789,1.496,0.649
1,4,16,0.731,0.727,0.563
1,5,16,0.680,0.762,1.004
1,6,16,0.167,0.574,0.165
1,0,17,0.084,0.109,0.122
1,1,17,0.277,0.615,1.740
1,2,17,0.533,0.711,0.950
1,3,17,0.738,1.829,4.331
1,4,17,0.640,2.616,3.856
1,5,17,1.119,1.717,3.312
1,6,17,0.279,0.515,0.718
1,0,18,0.034,0.096,0.033
1,1,18,0.332,1.461,0.572
1,2,18,0.245,0.649,0.854
1,3,18,0.410,1.684,1.204
1,4,18,0.636,0.793,1.385
1,5,18,1.325,0.603,0.581
1,6,18,0.345,0.631,0.421
1,0,19,0.046,0.122,0.119
1,1,19,0.314,0.328,0.472
1,2,19,0.489,0.385,0.305
1,3,19,0.732,1.013,0.752
1,4,19,0.936,1.213,0.941
1,5,19,0.483,1.970,0.684
1,6,19,0.419,0.280,0.905
1,0,20,0.087,0.135,0.086
1,1,20,0.590,0.427,0.565
1,2,20,0.503,0.454,0.446
1,3,20,1.279,1.921,1.838
1,4,20,1.605,3.505,2.403
1,5,20,1.240,3.095,0.828
1,6,20,0.362,1.282,0.438
1,0,21,0.023,0.049,0.042
1,1,21,0.350,0.313,0.773
1,2,21,0.236,0.297,0.626
1,3,21,0.777,0.325,3.872
1,4,21,0.914,0.862,1.488
1,5,21,0.532,1.157,1.068
1,6,21,0.198,0.408,0.745
1,0,22,0.026,0.111,0.066
1,1,22,0.135,0.419,0.849
1,2,22,0.089,0.618,1.021
1,3,22,0.361,1.748,3.081
1,4,22,0.209,2.672,1.691
1,5,22,0.659,3.824,2.180
1,6,22,0.122,0.443,0.314
1,0,23,0.051,0.202,0.054
1,1,23,0.171,0.229,0.523
1,2,23,0.238,0.597,0.934
1,3,23,0.480,1.017,2.203
1,4,23,0.503,0.403,2.443
1,5,23,0.861,0.648,0.821
1,6,23,0.259,0.204,0.371
1,0,24,0.050,0.076,0.096
1,1,24,0.190,0.858,0.465
1,2,24,0.191,0.836,1.108
1,3,24,1.053,3.147,2.149
1,4,24,0.341,1.977,1.243
1,5,24,0.704,4.930,2.819
1,6,24,0.261,0.306,1.630
1,0,25,0.095,0.206,0.152
1,1,25,0.316,0.378,0.160
1,2,25,0.243,0.791,0.353
1,3,25,0.937,1.048,0.858
1,4,25,0.841,0.980,0.763
1,5,25,0.741,1.816,0.633
1,6,25,0.302,0.558,0.782
1,0,26,0.025,0.080,0.063
1,1,26,0.286,0.665,0.313
1,2,26,0.490,0.269,0.704
1,3,26,0.849,1.420,0.716
1,4,26,0.583,2.146,0.730
1,5,26,0.447,2.070,0.559
1,6,26,0.220,0.556,0.112
1,0,27,0.064,0.043,0.064
1,1,27,0.533,0.872,0.459
1,2,27,0.307,0.689,0.731
1,3,27,1.006,1.282,1.298
1,4,27,1.588,2.923,0.868
1,5,27,0.772,0.652,1.373
1,6,27,0.565,0.484,0.897
1,0,28,0.044,0.053,0.168
1,1,28,0.067,0.878,0.817
1,2,28,0.301,0.919,0.552
1,3,28,0.436,2.490,1.459
1,4,28,0.255,1.430,4.134
1,5,28,0.160,2.565,2.620
1,6,28,0.069,0.497,1.164
1,0,29,0.017,0.054,0.090
1,1,29,0.191,0.359,0.383
1,2,29,0.226,0.236,0.812
1,3,29,0.401,0.396,1.165
1,4,29,0.272,0.832,0.981
1,5,29,0.587,0.723,1.067
1,6,29,0.124,0.219,0.766
1,0,30,0.043,0.112,0.054
1,1,30,0.179,0.321,0.252
1,2,30,0.283,1.170,0.167
1,3,30,0.494,1.843,0.855
1,4,30,0.295,0.742,1.362
1,5,30,0.546,0.536,1.083
1,6,30,0.215,0.493,0.449
1,0,31,0.041,0.048,0.095
1,1,31,0.224,0.370,0.919
1,2,31,0.307,0.368,0.685
1,3,31,0.971,1.043,1.769
1,4,31,0.924,0.977,1.269
1,5,31,2.559,0.281,1.772
1,6,31,0.720,0.138,0.588
1,0,32,0.028,0.128,0.064
1,1,32,0.160,0.572,1.762
1,2,32,0.285,0.614,0.499
1,3,32,0.269,1.734,1.017
1,4,32,0.462,1.427,1.421
1,5,32,1.595,1.450,1.171
1,6,32,0.257,1.033,0.524
1,0,33,0.109,0.170,0.047
1,1,33,0.223,0.539,0.430
1,2,33,0.253,0.824,0.237
1,3,33,0.393,2.086,0.617
1,4,33,0.305,3.723,0.405
1,5,33,0.488,1.912,2.398
1,6,33,0.187,1.426,0.375
1,0,34,0.105,0.142,0.086
1,1,34,0.507,0.199,0.299
1,2,34,0.179,0.521,0.221
1,3,34,0.325,1.266,0.983
1,4,34,0.371,0.891,1.080
1,5,34,0.721,1.047,2.469
1,6,34,0.113,0.464,0.318
1,0,35,0.103,0.059,0.057
1,1,35,0.290,0.863,0.261
1,2,35,0.449,0.617,0.438
1,3,35,0.478,2.464,0.510
1,4,35,0.797,1.491,0.565
1,5,35,1.509,2.371,0.824
1,6,35,0.336,0.655,0.126
1,0,36,0.036,0.080,0.138
1,1,36,0.240,0.455,0.141
1,2,36,0.182,0.266,0.271
1,3,36,0.816,0.788,1.074
1,4,36,0.350,0.619,1.034
1,5,36,0.706,0.483,0.539
1,6,36,0.221,0.555,0.313
1,0,37,0.035,0.049,0.090
1,1,37,0.408,0.284,1.182
1,2,37,0.137,0.343,0.892
1,3,37,0.735,1.579,2.140
1,4,37,1.185,0.655,1.999
1,5,37,0.660,1.177,2.082
1,6,37,0.275,0.254,0.927
1,0,38,0.060,0.234,0.076
1,1,38,0.212,0.310,0.214
1,2,38,0.285,0.755,0.167
1,3,38,0.626,1.312,0.599
1,4,38,0.680,0.662,1.428
1,5,38,0.541,0.499,0.485
1,6,38,0.205,0.159,0.272
1,0,39,0.043,0.192,0.112
1,1,39,0.568,0.435,0.585
1,2,39,0.177,0.316,0.421
1,3,39,0.388,0.571,1.406
1,4,39,0.408,0.706,0.918
1,5,39,0.343,1.671,0.472
1,6,39,0.156,0.263,0.493
1,0,40,0.028,0.122,0.036
1,1,40,0.555,1.025,0.432
1,2,40,0.579,0.557,0.607
1,3,40,1.095,0.893,2.178
1,4,40,0.551,2.626,2.280
1,5,40,1.245,2.982,1.128
1,6,40,0.128,1.075,1.673
1,0,41,0.043,0.103,0.077
1,1,41,0.163,0.460,0.376
1,2,41,0.458,0.310,0.527
1,3,41,0.701,0.787,0.930
1,4,41,1.159,0.990,1.209
1,5,41,0.692,0.925,0.872
1,6,41,0.278,0.146,0.229
1,0,42,0.026,0.063,0.061
1,1,42,0.293,0.489,0.649
1,2,42,0.569,0.320,0.440
1,3,42,0.695,1.427,1.634
1,4,42,0.610,1.139,2.020
1,5,42,0.471,1.212,2.453
1,6,42,0.197,0.443,0.862
1,0,43,0.093,0.100,0.182
1,1,43,0.208,0.138,0.706
1,2,43,0.214,0.450,0.535
1,3,43,0.536,1.261,1.465
1,4,43,0.467,0.435,2.071
1,5,43,0.625,0.548,1.732
1,6,43,0.192,0.981,0.572
1,0,44,0.030,0.074,0.097
1,1,44,0.159,0.706,0.588
1,2,44,0.075,1.815,1.542
1,3,44,0.285,4.418,2.043
1,4,44,0.535,3.870,2.409
1,5,44,0.535,2.219,2.710
1,6,44,0.125,1.869,1.607
1,0,45,0.086,0.156,0.082
1,1,45,0.160,0.570,0.163
1,2,45,0.625,0.398,0.496
1,3,45,1.083,1.407,1.664
1,4,45,1.221,1.887,0.971
1,5,45,0.692,2.383,0.835
1,6,45,0.712,0.674,0.320
1,0,46,0.037,0.059,0.061
1,1,46,0.266,0.192,0.380
1,2,46,0.221,0.272,0.430
1,3,46,0.685,0.875,1.808
1,4,46,1.428,0.433,0.826
1,5,46,0.443,0.803,0.952
1,6,46,0.367,0.161,0.621
1,0,47,0.053,0.140,0.364
1,1,47,0.265,0.329,1.090
1,2,47,0.613,0.279,0.228
1,3,47,0.498,0.598,1.353
1,4,47,0.751,1.107,0.783
1,5,47,0.767,0.885,1.014
1,6,47,0.347,0.618,0.629
1,0,48,0.076,0.154,0.053
1,1,48,0.173,0.802,0.533
1,2,48,0.741,1.079,0.572
1,3,48,0.935,1.774,1.835
1,4,48,0.569,1.770,2.083
1,5,48,0.652,1.487,2.872
1,6,48,0.437,0.685,1.206
1,0,49,0.036,0.063,0.117
1,1,49,0.208,0.143,0.655
1,2,49,0.430,0.286,0.216
1,3,49,0.906,0.611,1.625
1,4,49,0.367,0.271,1.716
1,5,49,0.672,0.700,0.651
1,6,49,0.237,0.107,0.684
1,0,50,0.086,0.041,0.074
1,1,50,0.361,0.568,0.959
1,2,50,0.162,0.415,1.558
1,3,50,0.520,0.742,3.742
1,4,50,0.793,1.151,3.565
1,5,50,0.579,1.049,3.949
1,6,50,0.139,0.245,1.259
1,0,51,0.109,0.109,0.141
1,1,51,0.287,0.497,0.706
1,2,51,0.326,1.154,0.603
1,3,51,1.296,1.609,2.411
1,4,51,0.938,1.536,1.671
1,5,51,1.310,1.029,1.551
1,6,51,0.452,1.191,0.751
1,0,52,0.112,0.073,0.082
1,1,52,0.178,0.168,0.424
1,2,52,0.423,0.833,1.376
1,3,52,0.901,1.587,2.686
1,4,52,0.548,0.593,0.929
1,5,52,0.583,1.148,1.123
1,6,52,0.298,0.510,0.938
1,0,53,0.080,0.110,0.258
1,1,53,0.233,0.489,1.548
1,2,53,0.185,1.160,1.282
1,3,53,0.359,2.999,3.541
1,4,53,0.800,3.701,1.734
1,5,53,0.636,3.203,2.478
1,6,53,0.332,1.668,0.891
1,0,54,0.042,0.055,0.048
1,1,54,0.526,1.664,0.360
1,2,54,0.145,1.427,1.537
1,3,54,0.304,10.631,2.072
1,4,54,0.370,5.855,1.378
1,5,54,0.777,1.307,0.991
1,6,54,0.160,2.032,0.233
1,0,55,0.121,0.149,0.046
1,1,55,0.240,0.572,0.338
1,2,55,0.329,0.266,0.321
1,3,55,0.887,1.951,1.218
1,4,55,0.689,1.597,0.884
1,5,55,0.604,0.769,1.465
1,6,55,0.195,0.492,0.805
1,0,56,0.029,0.150,0.041
1,1,56,0.332,1.882,0.554
1,2,56,0.574,1.209,0.803
1,3,56,0.472,3.653,1.102
1,4,56,0.262,3.004,0.879
1,5,56,0.297,1.388,2.022
1,6,56,0.133,0.901,0.614
1,0,57,0.034,0.046,0.083
1,1,57,0.358,0.313,0.207
1,2,57,0.348,0.303,0.374
1,3,57,0.881,0.793,1.533
1,4,57,0.737,0.721,0.884
1,5,57,0.293,0.619,0.812
1,6,57,0.227,0.268,0.536
1,0,58,0.032,0.084,0.138
1,1,58,0.248,0.269,0.437
1,2,58,0.365,0.805,0.642
1,3,58,1.550,1.771,2.565
1,4,58,0.461,1.322,0.819
1,5,58,0.823,1.078,0.904
1,6,58,0.362,0.427,0.372
1,0,59,0.050,0.063,0.065
1,1,59,0.419,0.388,1.032
1,2,59,0.183,0.506,0.946
1,3,59,0.727,1.704,1.039
1,4,59,0.519,1.163,1.914
1,5,59,0.755,1.320,2.100
1,6,59,0.288,0.410,0.872
1,0,60,0.033,0.055,0.120
1,1,60,0.164,0.243,0.233
1,2,60,0.215,0.380,0.732
1,3,60,0.442,0.482,1.866
1,4,60,0.263,0.291,0.741
1,5,60,0.444,0.592,1.543
1,6,60,0.134,0.258,0.406
1,0,61,0.033,0.091,0.069
1,1,61,0.259,0.814,0.468
1,2,61,0.657,0.629,1.203
1,3,61,1.090,1.501,1.073
1,4,61,0.778,1.572,1.485
1,5,61,0.411,1.565,0.757
1,6,61,0.671,0.610,0.558
1,0,62,0.065,0.168,0.122
1,1,62,0.256,0.223,0.468
1,2,62,0.134,0.243,0.903
1,3,62,0.441,1.311,1.507
1,4,62,0.667,1.330,1.093
1,5,62,0.344,0.842,1.475
1,6,62,0.240,0.813,0.333
1,0,63,0.050,0.093,0.071
1,1,63,0.317,0.492,0.369
1,2,63,0.314,0.529,0.376
1,3,63,0.828,1.240,1.344
1,4,63,0.815,1.191,0.985
1,5,63,0.289,1.945,1.100
1,6,63,0.214,0.476,0.523
1,0,64,0.023,0.353,0.110
1,1,64,0.082,0.324,0.521
1,2,64,0.239,1.553,0.600
1,3,64,0.762,2.265,1.032
1,4,64,0.687,0.606,0.500
1,5,64,0.327,0.915,1.387
1,6,64,0.134,0.469,1.430
1,0,65,0.055,0.098,0.094
1,1,65,0.425,0.242,0.405
1,2,65,0.390,0.656,0.648
1,3,65,0.797,1.227,2.021
1,4,65,0.703,1.136,0.671
1,5,65,0.738,2.143,0.538
1,6,65,0.192,0.497,0.186
1,0,66,0.037,0.043,0.064
1,1,66,0.244,0.490,0.775
1,2,66,0.378,0.150,0.431
1,3,66,1.624,0.493,2.150
1,4,66,0.657,0.594,1.560
1,5,66,0.569,0.954,1.878
1,6,66,0.246,0.306,1.561
1,0,67,0.102,0.217,0.038
1,1,67,0.237,0.527,0.255
1,2,67,0.423,0.317,0.177
1,3,67,1.480,1.017,0.629
1,4,67,1.272,0.925,0.664
1,5,67,0.796,0.662,1.298
1,6,67,0.304,0.510,0.290
1,0,68,0.023,0.044,0.177
1,1,68,0.099,0.369,0.638
1,2,68,0.168,0.241,0.484
1,3,68,0.296,0.763,0.498
1,4,68,0.241,0.611,1.196
1,5,68,0.607,1.106,0.858
1,6,68,0.113,0.239,0.716
1,0,69,0.179,0.184,0.200
1,1,69,0.388,0.537,0.501
1,2,69,0.266,0.821,0.378
1,3,69,0.441,0.766,0.903
1,4,69,1.400,0.999,0.870
1,5,69,0.800,1.034,0.752
1,6,69,0.301,0.457,0.552
1,0,70,0.051,0.090,0.084
1,1,70,0.232,0.536,0.680
1,2,70,0.286,0.907,0.436
1,3,70,0.361,0.765,1.542
1,4,70,0.186,1.637,1.844
1,5,70,0.330,1.824,3.456
1,6,70,0.085,0.314,0.771
1,0,71,0.044,0.239,0.050
1,1,71,0.124,1.068,0.806
1,2,71,0.430,0.480,0.295
1,3,71,0.331,2.839,2.545
1,4,71,0.860,2.374,2.536
1,5,71,0.947,0.943,0.878
1,6,71,0.551,0.632,0.804
1,0,72,0.011,0.199,0.137
1,1,72,0.179,1.157,0.871
1,2,72,0.308,0.648,0.282
1,3,72,0.347,1.491,1.439
1,4,72,0.205,1.307,2.337
1,5,72,0.290,0.958,2.853
1,6,72,0.073,0.502,1.295
1,0,73,0.071,0.141,0.117
1,1,73,0.172,1.193,0.489
1,2,73,0.425,0.911,0.244
1,3,73,0.872,2.156,0.816
1,4,73,0.888,3.336,0.578
1,5,73,0.674,2.991,1.112
1,6,73,0.324,0.964,0.363
1,0,74,0.081,0.166,0.027
1,1,74,0.388,0.896,0.151
1,2,74,0.337,0.850,1.037
1,3,74,0.487,1.624,1.453
1,4,74,0.731,3.008,0.713
1,5,74,1.182,1.286,0.521
1,6,74,0.288,1.572,0.301
1,0,75,0.050,0.060,0.036
1,1,75,0.127,0.324,0.242
1,2,75,0.181,0.429,0.294
1,3,75,0.358,2.304,0.801
1,4,75,0.910,1.975,0.415
1,5,75,1.033,1.899,1.001
1,6,75,0.642,0.699,0.328
1,0,76,0.058,0.038,0.065
1,1,76,0.269,0.547,0.316
1,2,76,0.321,0.501,0.243
1,3,76,1.016,0.998,0.978
1,4,76,0.372,0.841,0.572
1,5,76,0.283,0.753,0.577
1,6,76,0.116,0.493,0.386
1,0,77,0.030,0.106,0.128
1,1,77,0.254,0.590,0.259
1,2,77,0.348,0.643,0.648
1,3,77,0.357,1.622,0.770
1,4,77,0.570,1.487,2.167
1,5,77,1.144,1.799,1.401
1,6,77,0.246,0.628,0.892
1,0,78,0.049,0.055,0.038
1,1,78,0.607,0.336,0.536
1,2,78,0.429,0.348,0.376
1,3,78,1.496,1.851,1.642
1,4,78,2.346,3.179,0.882
1,5,78,1.097,1.899,0.940
1,6,78,1.152,0.887,0.664
1,0,79,0.031,0.160,0.065
1,1,79,0.165,1.115,0.596
1,2,79,0.378,0.760,1.225
1,3,79,0.570,3.449,2.123
1,4,79,0.520,3.409,1.509
1,5,79,0.409,2.132,1.447
1,6,79,0.375,0.467,0.579
1,0,80,0.096,0.101,0.050
1,1,80,0.250,0.261,0.324
1,2,80,0.507,0.765,0.584
1,3,80,0.571,1.067,2.517
1,4,80,0.688,0.441,1.301
1,5,80,0.621,0.745,0.621
1,6,80,0.409,0.262,0.723
1,0,81,0.059,0.370,0.106
1,1,81,0.152,1.437,0.694
1,2,81,0.199,1.403,0.257
1,3,81,0.636,4.483,0.865
1,4,81,0.607,1.459,1.523
1,5,81,1.284,1.183,1.124
1,6,81,0.228,0.570,0.294
1,0,82,0.034,0.174,0.035
1,1,82,0.413,0.734,0.284
1,2,82,0.205,0.916,0.450
1,3,82,0.706,2.171,1.304
1,4,82,0.678,1.878,1.082
1,5,82,0.579,0.749,2.523
1,6,82,0.169,0.650,0.599
1,0,83,0.022,0.146,0.049
1,1,83,0.381,0.588,0.243
1,2,83,0.135,0.716,0.818
1,3,83,0.820,1.615,2.599
1,4,83,0.837,2.580,0.421
1,5,83,0.531,1.166,0.544
1,6,83,0.329,0.290,0.119
1,0,84,0.031,0.045,0.289
1,1,84,0.146,0.533,1.450
1,2,84,0.208,0.265,2.431
1,3,84,0.613,0.620,2.432
1,4,84,0.480,1.075,2.287
1,5,84,0.496,1.327,2.943
1,6,84,0.382,0.242,0.841
1,0,85,0.058,0.179,0.041
1,1,85,0.442,1.067,0.354
1,2,85,0.166,0.560,0.347
1,3,85,0.960,0.924,1.773
1,4,85,1.577,1.579,1.059
1,5,85,0.772,3.224,0.710
1,6,85,0.475,0.441,0.357
1,0,86,0.070,0.182,0.133
1,1,86,0.421,0.566,0.785
1,2,86,0.281,0.140,0.729
1,3,86,0.616,1.091,2.230
1,4,86,0.384,0.700,1.005
1,5,86,0.302,1.726,1.800
1,6,86,0.209,0.924,0.505
1,0,87,0.055,0.100,0.060
1,1,87,0.258,0.636,0.433
1,2,87,0.255,0.388,0.290
1,3,87,0.440,1.362,0.515
1,4,87,0.426,1.753,0.749
1,5,87,0.309,2.082,0.572
1,6,87,0.150,0.497,0.410
1,0,88,0.086,0.128,0.045
1,1,88,0.267,0.271,0.335
1,2,88,0.195,0.737,1.458
1,3,88,0.755,1.425,1.484
1,4,88,1.216,1.686,0.488
1,5,88,0.447,1.988,1.857
1,6,88,0.435,0.636,0.352
1,0,89,0.075,0.161,0.078
1,1,89,0.287,0.609,0.965
1,2,89,0.420,2.031,0.458
1,3,89,1.346,3.641,1.974
1,4,89,1.453,1.633,1.038
1,5,89,0.633,1.789,1.276
1,6,89,0.331,0.467,0.504
1,0,90,0.022,0.052,0.146
1,1,90,0.102,0.260,0.938
1,2,90,0.074,0.216,1.418
1,3,90,0.685,1.166,1.318
1,4,90,0.378,1.337,1.474
1,5,90,0.232,0.784,1.074
1,6,90,0.144,0.519,0.418
1,0,91,0.069,0.071,0.335
1,1,91,0.498,0.528,1.438
1,2,91,0.133,0.345,1.375
1,3,91,0.531,0.686,3.624
1,4,91,0.864,2.257,1.949
1,5,91,0.873,2.395,1.212
1,6,91,0.275,0.412,0.781
1,0,92,0.070,0.078,0.104
1,1,92,0.477,0.484,0.271
1,2,92,0.437,0.745,0.396
1,3,92,0.836,1.827,0.772
1,4,92,0.660,0.922,0.799
1,5,92,0.444,1.323,0.502
1,6,92,0.261,0.312,0.231
1,0,93,0.058,0.039,0.054
1,1,93,0.326,0.459,0.386
1,2,93,0.241,0.242,0.357
1,3,93,0.927,0.544,1.065
1,4,93,0.536,0.903,1.133
1,5,93,0.504,0.989,0.910
1,6,93,0.193,0.339,0.214
1,0,94,0.040,0.114,0.140
1,1,94,0.122,0.292,0.527
1,2,94,0.084,0.698,0.422
1,3,94,0.236,2.255,0.639
1,4,94,0.276,1.070,1.579
1,5,94,0.512,0.727,1.194
1,6,94,0.083,0.174,0.613
1,0,95,0.068,0.038,0.065
1,1,95,0.292,0.210,0.276
1,2,95,0.348,0.560,0.311
1,3,95,1.520,1.406,1.550
1,4,95,0.775,1.314,0.734
1,5,95,0.721,0.953,1.451
1,6,95,0.408,0.159,0.557
1,0,96,0.077,0.025,0.058
1,1,96,0.511,0.484,0.845
1,2,96,0.566,0.445,0.321
1,3,96,1.887,2.597,2.612
1,4,96,1.329,1.471,1.134
1,5,96,1.217,1.000,1.018
1,6,96,0.407,0.339,0.548
1,0,97,0.048,0.029,0.111
1,1,97,0.482,0.127,0.196
1,2,97,0.205,0.158,0.197
1,3,97,0.645,0.264,1.354
1,4,97,0.455,0.482,0.437
1,5,97,0.397,0.948,0.422
1,6,97,0.232,0.098,0.249
1,0,98,0.023,0.272,0.020
1,1,98,0.495,0.270,0.724
1,2,98,0.367,0.425,0.546
1,3,98,1.212,0.580,1.704
1,4,98,2.095,1.261,1.524
1,5,98,0.707,1.290,1.192
1,6,98,0.317,0.269,0.422
1,0,99,0.041,0.112,0.069
1,1,99,0.526,0.174,0.695
1,2,99,0.211,0.729,0.621
1,3,99,1.049,1.041,1.091
1,4,99,2.467,0.750,1.918
1,5,99,0.601,0.828,2.272
1,6,99,0.514,0.340,1.202
