rup_mag,dist_repi,rup_hypo_depth,result_type,mmi 
6.2,50,10,MEAN,5.361
6.2,50,15,MEAN,5.675
6.2,50,20,MEAN,5.888
6.2,50,30,MEAN,6.163
6.2,50,40,MEAN,6.33
6.2,56,5,MEAN,4.705
6.2,56,10,MEAN,5.255
6.2,56,15,MEAN,5.572
6.2,56,20,MEAN,5.791
6.2,56,30,MEAN,6.078
6.2,56,40,MEAN,6.257
6.2,63,5,MEAN,4.589
6.2,63,10,MEAN,5.141
6.2,63,15,MEAN,5.462
6.2,63,20,MEAN,5.685
6.2,63,30,MEAN,5.982
6.2,63,40,MEAN,6.173
6.2,71,5,MEAN,4.468
6.2,71,10,MEAN,5.022
6.2,71,15,MEAN,5.346
6.2,71,20,MEAN,5.572
6.2,71,30,MEAN,5.879
6.2,71,40,MEAN,6.08
6.2,79,5,MEAN,4.357
6.2,79,10,MEAN,4.913
6.2,79,15,MEAN,5.238
6.2,79,20,MEAN,5.467
6.2,79,30,MEAN,5.781
6.2,79,40,MEAN,5.991
6.2,89,5,MEAN,4.229
6.2,89,10,MEAN,4.786
6.2,89,15,MEAN,5.113
6.2,89,20,MEAN,5.345
6.2,89,30,MEAN,5.666
6.2,89,40,MEAN,5.884
6.2,100,5,MEAN,4.1
6.2,100,10,MEAN,4.658
6.2,100,15,MEAN,4.987
6.2,100,20,MEAN,5.22
6.2,100,30,MEAN,5.546
6.2,100,40,MEAN,5.771
6.2,112,5,MEAN,3.97
6.2,112,10,MEAN,4.528
6.2,112,15,MEAN,4.858
6.2,112,20,MEAN,5.094
6.2,112,30,MEAN,5.424
6.2,112,40,MEAN,5.654
6.2,126,5,MEAN,3.829
6.2,126,10,MEAN,4.388
6.2,126,15,MEAN,4.719
6.2,126,20,MEAN,4.956
6.2,126,30,MEAN,5.29
6.2,126,40,MEAN,5.526
6.2,141,5,MEAN,3.69
6.2,141,10,MEAN,4.249
6.2,141,15,MEAN,4.581
6.2,141,20,MEAN,4.818
6.2,141,30,MEAN,5.156
6.2,141,40,MEAN,5.395
6.2,158,5,MEAN,3.542
6.2,158,10,MEAN,4.101
6.2,158,15,MEAN,4.434
6.2,158,20,MEAN,4.673
6.2,158,30,MEAN,5.012
6.2,158,40,MEAN,5.255
6.2,178,5,MEAN,3.379
6.2,178,10,MEAN,3.939
6.2,178,15,MEAN,4.272
6.2,178,20,MEAN,4.512
6.2,178,30,MEAN,4.854
6.2,178,40,MEAN,5.099
6.2,200,5,MEAN,3.212
6.2,200,10,MEAN,3.772
6.2,200,15,MEAN,4.106
6.2,200,20,MEAN,4.346
6.2,200,30,MEAN,4.69
6.2,200,40,MEAN,4.938
6.2,224,5,MEAN,3.04
6.2,224,10,MEAN,3.601
6.2,224,15,MEAN,3.935
6.2,224,20,MEAN,4.175
6.2,224,30,MEAN,4.521
6.2,224,40,MEAN,4.77
6.2,250,5,MEAN,2.864
6.2,250,10,MEAN,3.425
6.2,250,15,MEAN,3.759
6.2,250,20,MEAN,4
6.2,250,30,MEAN,4.347
6.2,250,40,MEAN,4.598
6.3,1.00E-01,5,MEAN,6.872
6.3,1.00E-01,10,MEAN,6.872
6.3,1.00E-01,15,MEAN,6.872
6.3,1.00E-01,20,MEAN,6.872
6.3,1.00E-01,30,MEAN,6.872
6.3,1.00E-01,40,MEAN,6.872
6.3,1,5,MEAN,6.857
6.3,1,10,MEAN,6.868
6.3,1,15,MEAN,6.871
6.3,1,20,MEAN,6.871
6.3,1,30,MEAN,6.872
6.3,1,40,MEAN,6.872
6.3,2,5,MEAN,6.813
6.3,2,10,MEAN,6.856
6.3,2,15,MEAN,6.865
6.3,2,20,MEAN,6.868
6.3,2,30,MEAN,6.87
6.3,2,40,MEAN,6.871
6.3,3,5,MEAN,6.749
6.3,3,10,MEAN,6.837
6.3,3,15,MEAN,6.856
6.3,3,20,MEAN,6.863
6.3,3,30,MEAN,6.868
6.3,3,40,MEAN,6.87
6.3,4,5,MEAN,6.673
6.3,4,10,MEAN,6.811
6.3,4,15,MEAN,6.844
6.3,4,20,MEAN,6.856
6.3,4,30,MEAN,6.865
6.3,4,40,MEAN,6.868
6.3,5,5,MEAN,6.593
6.3,5,10,MEAN,6.781
6.3,5,15,MEAN,6.828
6.3,5,20,MEAN,6.846
6.3,5,30,MEAN,6.86
6.3,5,40,MEAN,6.865
6.3,6,5,MEAN,6.512
6.3,6,10,MEAN,6.746
6.3,6,15,MEAN,6.81
6.3,6,20,MEAN,6.836
6.3,6,30,MEAN,6.855
6.3,6,40,MEAN,6.862
6.3,7,5,MEAN,6.434
6.3,7,10,MEAN,6.708
6.3,7,15,MEAN,6.79
6.3,7,20,MEAN,6.823
6.3,7,30,MEAN,6.849
6.3,7,40,MEAN,6.858
6.3,8,5,MEAN,6.358
6.3,8,10,MEAN,6.668
6.3,8,15,MEAN,6.767
6.3,8,20,MEAN,6.809
6.3,8,30,MEAN,6.842
6.3,8,40,MEAN,6.854
6.3,9,5,MEAN,6.287
6.3,9,10,MEAN,6.627
6.3,9,15,MEAN,6.743
6.3,9,20,MEAN,6.793
6.3,9,30,MEAN,6.834
6.3,9,40,MEAN,6.85
6.3,10,5,MEAN,6.219
6.3,10,10,MEAN,6.586
6.3,10,15,MEAN,6.718
6.3,10,20,MEAN,6.777
6.3,10,30,MEAN,6.825
6.3,10,40,MEAN,6.844
6.3,11,5,MEAN,6.155
6.3,11,10,MEAN,6.544
6.3,11,15,MEAN,6.691
6.3,11,20,MEAN,6.759
6.3,11,30,MEAN,6.816
6.3,11,40,MEAN,6.839
6.3,12,5,MEAN,6.094
6.3,12,10,MEAN,6.503
6.3,12,15,MEAN,6.664
6.3,12,20,MEAN,6.74
6.3,12,30,MEAN,6.806
6.3,12,40,MEAN,6.832
6.3,14,5,MEAN,5.982
6.3,14,10,MEAN,6.421
6.3,14,15,MEAN,6.607
6.3,14,20,MEAN,6.701
6.3,14,30,MEAN,6.784
6.3,14,40,MEAN,6.819
6.3,16,5,MEAN,5.881
6.3,16,10,MEAN,6.343
6.3,16,15,MEAN,6.55
6.3,16,20,MEAN,6.659
6.3,16,30,MEAN,6.76
6.3,16,40,MEAN,6.803
6.3,18,5,MEAN,5.79
6.3,18,10,MEAN,6.268
6.3,18,15,MEAN,6.493
6.3,18,20,MEAN,6.616
6.3,18,30,MEAN,6.734
6.3,18,40,MEAN,6.787
6.3,20,5,MEAN,5.706
6.3,20,10,MEAN,6.198
6.3,20,15,MEAN,6.437
6.3,20,20,MEAN,6.572
6.3,20,30,MEAN,6.707
6.3,20,40,MEAN,6.768
6.3,22,5,MEAN,5.628
6.3,22,10,MEAN,6.13
6.3,22,15,MEAN,6.381
6.3,22,20,MEAN,6.527
6.3,22,30,MEAN,6.679
6.3,22,40,MEAN,6.749
6.3,25,5,MEAN,5.522
6.3,25,10,MEAN,6.036
6.3,25,15,MEAN,6.301
6.3,25,20,MEAN,6.461
6.3,25,30,MEAN,6.634
6.3,25,40,MEAN,6.718
6.3,28,5,MEAN,5.426
6.3,28,10,MEAN,5.948
6.3,28,15,MEAN,6.225
6.3,28,20,MEAN,6.396
6.3,28,30,MEAN,6.588
6.3,28,40,MEAN,6.685
6.3,32,5,MEAN,5.31
6.3,32,10,MEAN,5.841
6.3,32,15,MEAN,6.129
6.3,32,20,MEAN,6.312
6.3,32,30,MEAN,6.526
6.3,32,40,MEAN,6.639
6.3,35,5,MEAN,5.231
6.3,35,10,MEAN,5.766
6.3,35,15,MEAN,6.061
6.3,35,20,MEAN,6.252
6.3,35,30,MEAN,6.479
6.3,35,40,MEAN,6.604
6.3,40,5,MEAN,5.111
6.3,40,10,MEAN,5.652
6.3,40,15,MEAN,5.955
6.3,40,20,MEAN,6.155
6.3,40,30,MEAN,6.402
6.3,40,40,MEAN,6.543
6.3,45,5,MEAN,5.003
6.3,45,10,MEAN,5.547
6.3,45,15,MEAN,5.856
6.3,45,20,MEAN,6.064
6.3,45,30,MEAN,6.326
6.3,45,40,MEAN,6.481
6.3,50,5,MEAN,4.904
6.3,50,10,MEAN,5.451
6.3,50,15,MEAN,5.764
6.3,50,20,MEAN,5.978
6.3,50,30,MEAN,6.253
6.3,50,40,MEAN,6.42
6.3,56,5,MEAN,4.795
6.3,56,10,MEAN,5.345
6.3,56,15,MEAN,5.662
6.3,56,20,MEAN,5.88
6.3,56,30,MEAN,6.167
6.3,56,40,MEAN,6.347
6.3,63,5,MEAN,4.679
6.3,63,10,MEAN,5.231
6.3,63,15,MEAN,5.552
6.3,63,20,MEAN,5.774
6.3,63,30,MEAN,6.072
6.3,63,40,MEAN,6.263
6.3,71,5,MEAN,4.558
6.3,71,10,MEAN,5.112
6.3,71,15,MEAN,5.435
6.3,71,20,MEAN,5.662
6.3,71,30,MEAN,5.969
6.3,71,40,MEAN,6.17
6.3,79,5,MEAN,4.447
6.3,79,10,MEAN,5.002
6.3,79,15,MEAN,5.328
6.3,79,20,MEAN,5.557
6.3,79,30,MEAN,5.871
6.3,79,40,MEAN,6.081
6.3,89,5,MEAN,4.319
6.3,89,10,MEAN,4.876
6.3,89,15,MEAN,5.203
6.3,89,20,MEAN,5.435
6.3,89,30,MEAN,5.755
6.3,89,40,MEAN,5.973
6.3,100,5,MEAN,4.19
6.3,100,10,MEAN,4.748
6.3,100,15,MEAN,5.076
6.3,100,20,MEAN,5.31
6.3,100,30,MEAN,5.636
6.3,100,40,MEAN,5.861
6.3,112,5,MEAN,4.06
6.3,112,10,MEAN,4.618
6.3,112,15,MEAN,4.948
6.3,112,20,MEAN,5.183
6.3,112,30,MEAN,5.514
6.3,112,40,MEAN,5.744
6.3,126,5,MEAN,3.919
6.3,126,10,MEAN,4.478
6.3,126,15,MEAN,4.809
6.3,126,20,MEAN,5.046
6.3,126,30,MEAN,5.38
6.3,126,40,MEAN,5.615
6.3,141,5,MEAN,3.779
6.3,141,10,MEAN,4.339
6.3,141,15,MEAN,4.671
6.3,141,20,MEAN,4.908
6.3,141,30,MEAN,5.246
6.3,141,40,MEAN,5.485
6.3,158,5,MEAN,3.631
6.3,158,10,MEAN,4.191
6.3,158,15,MEAN,4.524
6.3,158,20,MEAN,4.762
6.3,158,30,MEAN,5.102
6.3,158,40,MEAN,5.345
6.3,178,5,MEAN,3.469
6.3,178,10,MEAN,4.029
6.3,178,15,MEAN,4.362
6.3,178,20,MEAN,4.602
6.3,178,30,MEAN,4.944
6.3,178,40,MEAN,5.189
6.3,200,5,MEAN,3.302
6.3,200,10,MEAN,3.862
6.3,200,15,MEAN,4.196
6.3,200,20,MEAN,4.436
6.3,200,30,MEAN,4.78
6.3,200,40,MEAN,5.027
6.3,224,5,MEAN,3.13
6.3,224,10,MEAN,3.691
6.3,224,15,MEAN,4.024
6.3,224,20,MEAN,4.265
6.3,224,30,MEAN,4.61
6.3,224,40,MEAN,4.86
6.3,250,5,MEAN,2.954
6.3,250,10,MEAN,3.515
6.3,250,15,MEAN,3.849
6.3,250,20,MEAN,4.09
6.3,250,30,MEAN,4.437
6.3,250,40,MEAN,4.688
6.4,1.00E-01,5,MEAN,6.962
6.4,1.00E-01,10,MEAN,6.962
6.4,1.00E-01,15,MEAN,6.962
6.4,1.00E-01,20,MEAN,6.962
6.4,1.00E-01,30,MEAN,6.962
6.4,1.00E-01,40,MEAN,6.962
6.4,1,5,MEAN,6.946
6.4,1,10,MEAN,6.958
6.4,1,15,MEAN,6.96
6.4,1,20,MEAN,6.961
6.4,1,30,MEAN,6.962
6.4,1,40,MEAN,6.962
6.4,2,5,MEAN,6.903
6.4,2,10,MEAN,6.946
6.4,2,15,MEAN,6.955
6.4,2,20,MEAN,6.958
6.4,2,30,MEAN,6.96
6.4,2,40,MEAN,6.961
6.4,3,5,MEAN,6.839
6.4,3,10,MEAN,6.927
6.4,3,15,MEAN,6.946
6.4,3,20,MEAN,6.953
6.4,3,30,MEAN,6.958
6.4,3,40,MEAN,6.96
6.4,4,5,MEAN,6.763
6.4,4,10,MEAN,6.901
6.4,4,15,MEAN,6.933
6.4,4,20,MEAN,6.945
6.4,4,30,MEAN,6.954
6.4,4,40,MEAN,6.958
6.4,5,5,MEAN,6.683
6.4,5,10,MEAN,6.87
6.4,5,15,MEAN,6.918
6.4,5,20,MEAN,6.936
6.4,5,30,MEAN,6.95
6.4,5,40,MEAN,6.955
6.4,6,5,MEAN,6.602
6.4,6,10,MEAN,6.836
6.4,6,15,MEAN,6.9
6.4,6,20,MEAN,6.925
6.4,6,30,MEAN,6.945
6.4,6,40,MEAN,6.952
6.4,7,5,MEAN,6.523
6.4,7,10,MEAN,6.798
6.4,7,15,MEAN,6.879
6.4,7,20,MEAN,6.913
6.4,7,30,MEAN,6.939
6.4,7,40,MEAN,6.948
6.4,8,5,MEAN,6.448
6.4,8,10,MEAN,6.758
6.4,8,15,MEAN,6.857
6.4,8,20,MEAN,6.899
6.4,8,30,MEAN,6.932
6.4,8,40,MEAN,6.944
6.4,9,5,MEAN,6.376
6.4,9,10,MEAN,6.717
6.4,9,15,MEAN,6.833
6.4,9,20,MEAN,6.883
6.4,9,30,MEAN,6.924
6.4,9,40,MEAN,6.939
6.4,10,5,MEAN,6.309
6.4,10,10,MEAN,6.676
6.4,10,15,MEAN,6.807
6.4,10,20,MEAN,6.866
6.4,10,30,MEAN,6.915
6.4,10,40,MEAN,6.934
6.4,11,5,MEAN,6.245
6.4,11,10,MEAN,6.634
6.4,11,15,MEAN,6.781
6.4,11,20,MEAN,6.849
6.4,11,30,MEAN,6.906
6.4,11,40,MEAN,6.928
6.4,12,5,MEAN,6.184
6.4,12,10,MEAN,6.592
6.4,12,15,MEAN,6.753
6.4,12,20,MEAN,6.83
6.4,12,30,MEAN,6.896
6.4,12,40,MEAN,6.922
6.4,14,5,MEAN,6.072
6.4,14,10,MEAN,6.511
6.4,14,15,MEAN,6.697
6.4,14,20,MEAN,6.79
6.4,14,30,MEAN,6.874
6.4,14,40,MEAN,6.909
6.4,16,5,MEAN,5.971
6.4,16,10,MEAN,6.433
6.4,16,15,MEAN,6.64
6.4,16,20,MEAN,6.749
6.4,16,30,MEAN,6.85
6.4,16,40,MEAN,6.893
6.4,18,5,MEAN,5.879
6.4,18,10,MEAN,6.358
6.4,18,15,MEAN,6.583
6.4,18,20,MEAN,6.705
6.4,18,30,MEAN,6.824
6.4,18,40,MEAN,6.876
6.4,20,5,MEAN,5.795
6.4,20,10,MEAN,6.287
6.4,20,15,MEAN,6.526
6.4,20,20,MEAN,6.661
6.4,20,30,MEAN,6.797
6.4,20,40,MEAN,6.858
6.4,22,5,MEAN,5.718
6.4,22,10,MEAN,6.22
6.4,22,15,MEAN,6.471
6.4,22,20,MEAN,6.617
6.4,22,30,MEAN,6.768
6.4,22,40,MEAN,6.839
6.4,25,5,MEAN,5.612
6.4,25,10,MEAN,6.126
6.4,25,15,MEAN,6.391
6.4,25,20,MEAN,6.551
6.4,25,30,MEAN,6.724
6.4,25,40,MEAN,6.808
6.4,28,5,MEAN,5.516
6.4,28,10,MEAN,6.038
6.4,28,15,MEAN,6.315
6.4,28,20,MEAN,6.486
6.4,28,30,MEAN,6.678
6.4,28,40,MEAN,6.775
6.4,32,5,MEAN,5.4
6.4,32,10,MEAN,5.931
6.4,32,15,MEAN,6.219
6.4,32,20,MEAN,6.402
6.4,32,30,MEAN,6.616
6.4,32,40,MEAN,6.729
6.4,35,5,MEAN,5.321
6.4,35,10,MEAN,5.856
6.4,35,15,MEAN,6.151
6.4,35,20,MEAN,6.342
6.4,35,30,MEAN,6.569
6.4,35,40,MEAN,6.694
6.4,40,5,MEAN,5.201
6.4,40,10,MEAN,5.742
6.4,40,15,MEAN,6.044
6.4,40,20,MEAN,6.245
6.4,40,30,MEAN,6.492
6.4,40,40,MEAN,6.633
6.4,45,5,MEAN,5.092
6.4,45,10,MEAN,5.637
6.4,45,15,MEAN,5.946
6.4,45,20,MEAN,6.153
6.4,45,30,MEAN,6.416
6.4,45,40,MEAN,6.571
6.4,50,5,MEAN,4.993
6.4,50,10,MEAN,5.541
6.4,50,15,MEAN,5.854
6.4,50,20,MEAN,6.067
6.4,50,30,MEAN,6.343
6.4,50,40,MEAN,6.51
6.4,56,5,MEAN,4.884
6.4,56,10,MEAN,5.435
6.4,56,15,MEAN,5.752
6.4,56,20,MEAN,5.97
6.4,56,30,MEAN,6.257
6.4,56,40,MEAN,6.437
6.4,63,5,MEAN,4.769
6.4,63,10,MEAN,5.321
6.4,63,15,MEAN,5.642
6.4,63,20,MEAN,5.864
6.4,63,30,MEAN,6.162
6.4,63,40,MEAN,6.353
6.4,71,5,MEAN,4.648
6.4,71,10,MEAN,5.202
6.4,71,15,MEAN,5.525
6.4,71,20,MEAN,5.752
6.4,71,30,MEAN,6.059
6.4,71,40,MEAN,6.26
6.4,79,5,MEAN,4.537
6.4,79,10,MEAN,5.092
6.4,79,15,MEAN,5.418
6.4,79,20,MEAN,5.647
6.4,79,30,MEAN,5.961
6.4,79,40,MEAN,6.171
6.4,89,5,MEAN,4.409
6.4,89,10,MEAN,4.966
6.4,89,15,MEAN,5.293
6.4,89,20,MEAN,5.524
6.4,89,30,MEAN,5.845
6.4,89,40,MEAN,6.063
6.4,100,5,MEAN,4.28
6.4,100,10,MEAN,4.837
6.4,100,15,MEAN,5.166
6.4,100,20,MEAN,5.4
6.4,100,30,MEAN,5.726
6.4,100,40,MEAN,5.951
6.4,112,5,MEAN,4.15
6.4,112,10,MEAN,4.708
6.4,112,15,MEAN,5.038
6.4,112,20,MEAN,5.273
6.4,112,30,MEAN,5.604
6.4,112,40,MEAN,5.834
6.4,126,5,MEAN,4.009
6.4,126,10,MEAN,4.568
6.4,126,15,MEAN,4.899
6.4,126,20,MEAN,5.136
6.4,126,30,MEAN,5.47
6.4,126,40,MEAN,5.705
6.4,141,5,MEAN,3.869
6.4,141,10,MEAN,4.429
6.4,141,15,MEAN,4.76
6.4,141,20,MEAN,4.998
6.4,141,30,MEAN,5.335
6.4,141,40,MEAN,5.575
6.4,158,5,MEAN,3.721
6.4,158,10,MEAN,4.281
6.4,158,15,MEAN,4.613
6.4,158,20,MEAN,4.852
6.4,158,30,MEAN,5.192
6.4,158,40,MEAN,5.435
6.4,178,5,MEAN,3.559
6.4,178,10,MEAN,4.119
6.4,178,15,MEAN,4.452
6.4,178,20,MEAN,4.691
6.4,178,30,MEAN,5.033
6.4,178,40,MEAN,5.279
6.4,200,5,MEAN,3.391
6.4,200,10,MEAN,3.952
6.4,200,15,MEAN,4.285
6.4,200,20,MEAN,4.525
6.4,200,30,MEAN,4.869
6.4,200,40,MEAN,5.117
6.4,224,5,MEAN,3.22
6.4,224,10,MEAN,3.78
6.4,224,15,MEAN,4.114
6.4,224,20,MEAN,4.355
6.4,224,30,MEAN,4.7
6.4,224,40,MEAN,4.95
6.4,250,5,MEAN,3.044
6.4,250,10,MEAN,3.605
6.4,250,15,MEAN,3.939
6.4,250,20,MEAN,4.18
6.4,250,30,MEAN,4.526
6.4,250,40,MEAN,4.778
6.5,1.00E-01,5,MEAN,7.052
6.5,1.00E-01,10,MEAN,7.052
6.5,1.00E-01,15,MEAN,7.052
6.5,1.00E-01,20,MEAN,7.052
6.5,1.00E-01,30,MEAN,7.052
6.5,1.00E-01,40,MEAN,7.052
6.5,1,5,MEAN,7.036
6.5,1,10,MEAN,7.048
6.5,1,15,MEAN,7.05
6.5,1,20,MEAN,7.051
6.5,1,30,MEAN,7.052
6.5,1,40,MEAN,7.052
6.5,2,5,MEAN,6.992
6.5,2,10,MEAN,7.036
6.5,2,15,MEAN,7.045
6.5,2,20,MEAN,7.048
6.5,2,30,MEAN,7.05
6.5,2,40,MEAN,7.051
6.5,3,5,MEAN,6.928
6.5,3,10,MEAN,7.017
6.5,3,15,MEAN,7.036
6.5,3,20,MEAN,7.042
6.5,3,30,MEAN,7.048
6.5,3,40,MEAN,7.049
6.5,4,5,MEAN,6.853
6.5,4,10,MEAN,6.991
6.5,4,15,MEAN,7.023
6.5,4,20,MEAN,7.035
6.5,4,30,MEAN,7.044
6.5,4,40,MEAN,7.047
6.5,5,5,MEAN,6.773
6.5,5,10,MEAN,6.96
6.5,5,15,MEAN,7.008
6.5,5,20,MEAN,7.026
6.5,5,30,MEAN,7.04
6.5,5,40,MEAN,7.045
6.5,6,5,MEAN,6.692
6.5,6,10,MEAN,6.925
6.5,6,15,MEAN,6.99
6.5,6,20,MEAN,7.015
6.5,6,30,MEAN,7.035
6.5,6,40,MEAN,7.042
6.5,7,5,MEAN,6.613
6.5,7,10,MEAN,6.888
6.5,7,15,MEAN,6.969
6.5,7,20,MEAN,7.003
6.5,7,30,MEAN,7.028
6.5,7,40,MEAN,7.038
6.5,8,5,MEAN,6.538
6.5,8,10,MEAN,6.848
6.5,8,15,MEAN,6.947
6.5,8,20,MEAN,6.988
6.5,8,30,MEAN,7.021
6.5,8,40,MEAN,7.034
6.5,9,5,MEAN,6.466
6.5,9,10,MEAN,6.807
6.5,9,15,MEAN,6.923
6.5,9,20,MEAN,6.973
6.5,9,30,MEAN,7.014
6.5,9,40,MEAN,7.029
6.5,10,5,MEAN,6.398
6.5,10,10,MEAN,6.765
6.5,10,15,MEAN,6.897
6.5,10,20,MEAN,6.956
6.5,10,30,MEAN,7.005
6.5,10,40,MEAN,7.024
6.5,11,5,MEAN,6.334
6.5,11,10,MEAN,6.724
6.5,11,15,MEAN,6.871
6.5,11,20,MEAN,6.938
6.5,11,30,MEAN,6.996
6.5,11,40,MEAN,7.018
6.5,12,5,MEAN,6.274
6.5,12,10,MEAN,6.682
6.5,12,15,MEAN,6.843
6.5,12,20,MEAN,6.92
6.5,12,30,MEAN,6.986
6.5,12,40,MEAN,7.012
6.5,14,5,MEAN,6.162
6.5,14,10,MEAN,6.601
6.5,14,15,MEAN,6.787
6.5,14,20,MEAN,6.88
6.5,14,30,MEAN,6.964
6.5,14,40,MEAN,6.998
6.5,16,5,MEAN,6.061
6.5,16,10,MEAN,6.523
6.5,16,15,MEAN,6.73
6.5,16,20,MEAN,6.838
6.5,16,30,MEAN,6.94
6.5,16,40,MEAN,6.983
6.5,18,5,MEAN,5.969
6.5,18,10,MEAN,6.448
6.5,18,15,MEAN,6.673
6.5,18,20,MEAN,6.795
6.5,18,30,MEAN,6.914
6.5,18,40,MEAN,6.966
6.5,20,5,MEAN,5.885
6.5,20,10,MEAN,6.377
6.5,20,15,MEAN,6.616
6.5,20,20,MEAN,6.751
6.5,20,30,MEAN,6.887
6.5,20,40,MEAN,6.948
6.5,22,5,MEAN,5.808
6.5,22,10,MEAN,6.31
6.5,22,15,MEAN,6.561
6.5,22,20,MEAN,6.707
6.5,22,30,MEAN,6.858
6.5,22,40,MEAN,6.929
6.5,25,5,MEAN,5.702
6.5,25,10,MEAN,6.215
6.5,25,15,MEAN,6.481
6.5,25,20,MEAN,6.641
6.5,25,30,MEAN,6.814
6.5,25,40,MEAN,6.898
6.5,28,5,MEAN,5.605
6.5,28,10,MEAN,6.128
6.5,28,15,MEAN,6.405
6.5,28,20,MEAN,6.576
6.5,28,30,MEAN,6.768
6.5,28,40,MEAN,6.865
6.5,32,5,MEAN,5.49
6.5,32,10,MEAN,6.02
6.5,32,15,MEAN,6.309
6.5,32,20,MEAN,6.492
6.5,32,30,MEAN,6.706
6.5,32,40,MEAN,6.819
6.5,35,5,MEAN,5.411
6.5,35,10,MEAN,5.946
6.5,35,15,MEAN,6.241
6.5,35,20,MEAN,6.431
6.5,35,30,MEAN,6.659
6.5,35,40,MEAN,6.783
6.5,40,5,MEAN,5.291
6.5,40,10,MEAN,5.831
6.5,40,15,MEAN,6.134
6.5,40,20,MEAN,6.335
6.5,40,30,MEAN,6.582
6.5,40,40,MEAN,6.723
6.5,45,5,MEAN,5.182
6.5,45,10,MEAN,5.727
6.5,45,15,MEAN,6.036
6.5,45,20,MEAN,6.243
6.5,45,30,MEAN,6.506
6.5,45,40,MEAN,6.661
6.5,50,5,MEAN,5.083
6.5,50,10,MEAN,5.631
6.5,50,15,MEAN,5.944
6.5,50,20,MEAN,6.157
6.5,50,30,MEAN,6.432
6.5,50,40,MEAN,6.6
6.5,56,5,MEAN,4.974
6.5,56,10,MEAN,5.525
6.5,56,15,MEAN,5.842
6.5,56,20,MEAN,6.06
6.5,56,30,MEAN,6.347
6.5,56,40,MEAN,6.526
6.5,63,5,MEAN,4.858
6.5,63,10,MEAN,5.411
6.5,63,15,MEAN,5.731
6.5,63,20,MEAN,5.954
6.5,63,30,MEAN,6.252
6.5,63,40,MEAN,6.443
6.5,71,5,MEAN,4.737
6.5,71,10,MEAN,5.292
6.5,71,15,MEAN,5.615
6.5,71,20,MEAN,5.841
6.5,71,30,MEAN,6.148
6.5,71,40,MEAN,6.35
6.5,79,5,MEAN,4.626
6.5,79,10,MEAN,5.182
6.5,79,15,MEAN,5.507
6.5,79,20,MEAN,5.736
6.5,79,30,MEAN,6.051
6.5,79,40,MEAN,6.26
6.5,89,5,MEAN,4.499
6.5,89,10,MEAN,5.055
6.5,89,15,MEAN,5.383
6.5,89,20,MEAN,5.614
6.5,89,30,MEAN,5.935
6.5,89,40,MEAN,6.153
6.5,100,5,MEAN,4.37
6.5,100,10,MEAN,4.927
6.5,100,15,MEAN,5.256
6.5,100,20,MEAN,5.49
6.5,100,30,MEAN,5.816
6.5,100,40,MEAN,6.04
6.5,112,5,MEAN,4.239
6.5,112,10,MEAN,4.798
6.5,112,15,MEAN,5.128
6.5,112,20,MEAN,5.363
6.5,112,30,MEAN,5.694
6.5,112,40,MEAN,5.924
6.5,126,5,MEAN,4.099
6.5,126,10,MEAN,4.658
6.5,126,15,MEAN,4.989
6.5,126,20,MEAN,5.225
6.5,126,30,MEAN,5.56
6.5,126,40,MEAN,5.795
6.5,141,5,MEAN,3.959
6.5,141,10,MEAN,4.518
6.5,141,15,MEAN,4.85
6.5,141,20,MEAN,5.088
6.5,141,30,MEAN,5.425
6.5,141,40,MEAN,5.664
6.5,158,5,MEAN,3.811
6.5,158,10,MEAN,4.371
6.5,158,15,MEAN,4.703
6.5,158,20,MEAN,4.942
6.5,158,30,MEAN,5.282
6.5,158,40,MEAN,5.524
6.5,178,5,MEAN,3.649
6.5,178,10,MEAN,4.209
6.5,178,15,MEAN,4.542
6.5,178,20,MEAN,4.781
6.5,178,30,MEAN,5.123
6.5,178,40,MEAN,5.369
6.5,200,5,MEAN,3.481
6.5,200,10,MEAN,4.042
6.5,200,15,MEAN,4.375
6.5,200,20,MEAN,4.615
6.5,200,30,MEAN,4.959
6.5,200,40,MEAN,5.207
6.5,224,5,MEAN,3.31
6.5,224,10,MEAN,3.87
6.5,224,15,MEAN,4.204
6.5,224,20,MEAN,4.445
6.5,224,30,MEAN,4.79
6.5,224,40,MEAN,5.04
6.5,250,5,MEAN,3.134
6.5,250,10,MEAN,3.695
6.5,250,15,MEAN,4.029
6.5,250,20,MEAN,4.27
6.5,250,30,MEAN,4.616
6.5,250,40,MEAN,4.867
6.6,1.00E-01,5,MEAN,7.142
6.6,1.00E-01,10,MEAN,7.142
6.6,1.00E-01,15,MEAN,7.142
6.6,1.00E-01,20,MEAN,7.142
6.6,1.00E-01,30,MEAN,7.142
6.6,1.00E-01,40,MEAN,7.142
6.6,1,5,MEAN,7.126
6.6,1,10,MEAN,7.138
6.6,1,15,MEAN,7.14
6.6,1,20,MEAN,7.141
6.6,1,30,MEAN,7.141
6.6,1,40,MEAN,7.142
6.6,2,5,MEAN,7.082
6.6,2,10,MEAN,7.126
6.6,2,15,MEAN,7.134
6.6,2,20,MEAN,7.138
6.6,2,30,MEAN,7.14
6.6,2,40,MEAN,7.141
6.6,3,5,MEAN,7.018
6.6,3,10,MEAN,7.106
6.6,3,15,MEAN,7.125
6.6,3,20,MEAN,7.132
6.6,3,30,MEAN,7.137
