rup_mag,dist_repi,rup_hypo_depth,result_type,mmi 
5.5,32,40,MEAN,5.921
5.5,35,5,MEAN,4.513
5.5,35,10,MEAN,5.048
5.5,35,15,MEAN,5.343
5.5,35,20,MEAN,5.533
5.5,35,30,MEAN,5.761
5.5,35,40,MEAN,5.885
5.5,40,5,MEAN,4.393
5.5,40,10,MEAN,4.933
5.5,40,15,MEAN,5.236
5.5,40,20,MEAN,5.437
5.5,40,30,MEAN,5.684
5.5,40,40,MEAN,5.825
5.5,45,5,MEAN,4.284
5.5,45,10,MEAN,4.829
5.5,45,15,MEAN,5.138
5.5,45,20,MEAN,5.345
5.5,45,30,MEAN,5.608
5.5,45,40,MEAN,5.763
5.5,50,5,MEAN,4.185
5.5,50,10,MEAN,4.733
5.5,50,15,MEAN,5.046
5.5,50,20,MEAN,5.259
5.5,50,30,MEAN,5.534
5.5,50,40,MEAN,5.702
5.5,56,5,MEAN,4.076
5.5,56,10,MEAN,4.627
5.5,56,15,MEAN,4.944
5.5,56,20,MEAN,5.162
5.5,56,30,MEAN,5.449
5.5,56,40,MEAN,5.628
5.5,63,5,MEAN,3.96
5.5,63,10,MEAN,4.513
5.5,63,15,MEAN,4.833
5.5,63,20,MEAN,5.056
5.5,63,30,MEAN,5.354
5.5,63,40,MEAN,5.545
5.5,71,5,MEAN,3.839
5.5,71,10,MEAN,4.394
5.5,71,15,MEAN,4.717
5.5,71,20,MEAN,4.943
5.5,71,30,MEAN,5.25
5.5,71,40,MEAN,5.452
5.5,79,5,MEAN,3.728
5.5,79,10,MEAN,4.284
5.5,79,15,MEAN,4.609
5.5,79,20,MEAN,4.838
5.5,79,30,MEAN,5.153
5.5,79,40,MEAN,5.362
5.5,89,5,MEAN,3.601
5.5,89,10,MEAN,4.157
5.5,89,15,MEAN,4.485
5.5,89,20,MEAN,4.716
5.5,89,30,MEAN,5.037
5.5,89,40,MEAN,5.255
5.5,100,5,MEAN,3.472
5.5,100,10,MEAN,4.029
5.5,100,15,MEAN,4.358
5.5,100,20,MEAN,4.592
5.5,100,30,MEAN,4.918
5.5,100,40,MEAN,5.142
5.5,112,5,MEAN,3.341
5.5,112,10,MEAN,3.9
5.5,112,15,MEAN,4.23
5.5,112,20,MEAN,4.465
5.5,112,30,MEAN,4.796
5.5,112,40,MEAN,5.026
5.5,126,5,MEAN,3.201
5.5,126,10,MEAN,3.76
5.5,126,15,MEAN,4.091
5.5,126,20,MEAN,4.327
5.5,126,30,MEAN,4.662
5.5,126,40,MEAN,4.897
5.5,141,5,MEAN,3.061
5.5,141,10,MEAN,3.62
5.5,141,15,MEAN,3.952
5.5,141,20,MEAN,4.19
5.5,141,30,MEAN,4.527
5.5,141,40,MEAN,4.766
5.5,158,5,MEAN,2.913
5.5,158,10,MEAN,3.473
5.5,158,15,MEAN,3.805
5.5,158,20,MEAN,4.044
5.5,158,30,MEAN,4.384
5.5,158,40,MEAN,4.626
5.5,178,5,MEAN,2.751
5.5,178,10,MEAN,3.311
5.5,178,15,MEAN,3.644
5.5,178,20,MEAN,3.883
5.5,178,30,MEAN,4.225
5.5,178,40,MEAN,4.471
5.5,200,5,MEAN,2.583
5.5,200,10,MEAN,3.144
5.5,200,15,MEAN,3.477
5.5,200,20,MEAN,3.717
5.5,200,30,MEAN,4.061
5.5,200,40,MEAN,4.309
5.5,224,5,MEAN,2.412
5.5,224,10,MEAN,2.972
5.5,224,15,MEAN,3.306
5.5,224,20,MEAN,3.547
5.5,224,30,MEAN,3.892
5.5,224,40,MEAN,4.142
5.5,250,5,MEAN,2.236
5.5,250,10,MEAN,2.797
5.5,250,15,MEAN,3.131
5.5,250,20,MEAN,3.372
5.5,250,30,MEAN,3.718
5.5,250,40,MEAN,3.969
5.6,1.00E-01,5,MEAN,6.244
5.6,1.00E-01,10,MEAN,6.244
5.6,1.00E-01,15,MEAN,6.244
5.6,1.00E-01,20,MEAN,6.244
5.6,1.00E-01,30,MEAN,6.244
5.6,1.00E-01,40,MEAN,6.244
5.6,1,5,MEAN,6.228
5.6,1,10,MEAN,6.24
5.6,1,15,MEAN,6.242
5.6,1,20,MEAN,6.243
5.6,1,30,MEAN,6.243
5.6,1,40,MEAN,6.244
5.6,2,5,MEAN,6.184
5.6,2,10,MEAN,6.228
5.6,2,15,MEAN,6.236
5.6,2,20,MEAN,6.24
5.6,2,30,MEAN,6.242
5.6,2,40,MEAN,6.243
5.6,3,5,MEAN,6.12
5.6,3,10,MEAN,6.208
5.6,3,15,MEAN,6.227
5.6,3,20,MEAN,6.234
5.6,3,30,MEAN,6.239
5.6,3,40,MEAN,6.241
5.6,4,5,MEAN,6.045
5.6,4,10,MEAN,6.183
5.6,4,15,MEAN,6.215
5.6,4,20,MEAN,6.227
5.6,4,30,MEAN,6.236
5.6,4,40,MEAN,6.239
5.6,5,5,MEAN,5.964
5.6,5,10,MEAN,6.152
5.6,5,15,MEAN,6.2
5.6,5,20,MEAN,6.218
5.6,5,30,MEAN,6.232
5.6,5,40,MEAN,6.237
5.6,6,5,MEAN,5.884
5.6,6,10,MEAN,6.117
5.6,6,15,MEAN,6.182
5.6,6,20,MEAN,6.207
5.6,6,30,MEAN,6.226
5.6,6,40,MEAN,6.234
5.6,7,5,MEAN,5.805
5.6,7,10,MEAN,6.08
5.6,7,15,MEAN,6.161
5.6,7,20,MEAN,6.194
5.6,7,30,MEAN,6.22
5.6,7,40,MEAN,6.23
5.6,8,5,MEAN,5.73
5.6,8,10,MEAN,6.04
5.6,8,15,MEAN,6.139
5.6,8,20,MEAN,6.18
5.6,8,30,MEAN,6.213
5.6,8,40,MEAN,6.226
5.6,9,5,MEAN,5.658
5.6,9,10,MEAN,5.999
5.6,9,15,MEAN,6.114
5.6,9,20,MEAN,6.165
5.6,9,30,MEAN,6.205
5.6,9,40,MEAN,6.221
5.6,10,5,MEAN,5.59
5.6,10,10,MEAN,5.957
5.6,10,15,MEAN,6.089
5.6,10,20,MEAN,6.148
5.6,10,30,MEAN,6.197
5.6,10,40,MEAN,6.216
5.6,11,5,MEAN,5.526
5.6,11,10,MEAN,5.916
5.6,11,15,MEAN,6.062
5.6,11,20,MEAN,6.13
5.6,11,30,MEAN,6.188
5.6,11,40,MEAN,6.21
5.6,12,5,MEAN,5.466
5.6,12,10,MEAN,5.874
5.6,12,15,MEAN,6.035
5.6,12,20,MEAN,6.112
5.6,12,30,MEAN,6.178
5.6,12,40,MEAN,6.204
5.6,14,5,MEAN,5.354
5.6,14,10,MEAN,5.793
5.6,14,15,MEAN,5.979
5.6,14,20,MEAN,6.072
5.6,14,30,MEAN,6.156
5.6,14,40,MEAN,6.19
5.6,16,5,MEAN,5.253
5.6,16,10,MEAN,5.714
5.6,16,15,MEAN,5.921
5.6,16,20,MEAN,6.03
5.6,16,30,MEAN,6.132
5.6,16,40,MEAN,6.175
5.6,18,5,MEAN,5.161
5.6,18,10,MEAN,5.64
5.6,18,15,MEAN,5.864
5.6,18,20,MEAN,5.987
5.6,18,30,MEAN,6.106
5.6,18,40,MEAN,6.158
5.6,20,5,MEAN,5.077
5.6,20,10,MEAN,5.569
5.6,20,15,MEAN,5.808
5.6,20,20,MEAN,5.943
5.6,20,30,MEAN,6.078
5.6,20,40,MEAN,6.14
5.6,22,5,MEAN,4.999
5.6,22,10,MEAN,5.502
5.6,22,15,MEAN,5.753
5.6,22,20,MEAN,5.899
5.6,22,30,MEAN,6.05
5.6,22,40,MEAN,6.121
5.6,25,5,MEAN,4.893
5.6,25,10,MEAN,5.407
5.6,25,15,MEAN,5.673
5.6,25,20,MEAN,5.833
5.6,25,30,MEAN,6.005
5.6,25,40,MEAN,6.09
5.6,28,5,MEAN,4.797
5.6,28,10,MEAN,5.32
5.6,28,15,MEAN,5.597
5.6,28,20,MEAN,5.768
5.6,28,30,MEAN,5.96
5.6,28,40,MEAN,6.057
5.6,32,5,MEAN,4.682
5.6,32,10,MEAN,5.212
5.6,32,15,MEAN,5.5
5.6,32,20,MEAN,5.684
5.6,32,30,MEAN,5.898
5.6,32,40,MEAN,6.011
5.6,35,5,MEAN,4.602
5.6,35,10,MEAN,5.138
5.6,35,15,MEAN,5.432
5.6,35,20,MEAN,5.623
5.6,35,30,MEAN,5.851
5.6,35,40,MEAN,5.975
5.6,40,5,MEAN,4.482
5.6,40,10,MEAN,5.023
5.6,40,15,MEAN,5.326
5.6,40,20,MEAN,5.526
5.6,40,30,MEAN,5.774
5.6,40,40,MEAN,5.914
5.6,45,5,MEAN,4.374
5.6,45,10,MEAN,4.919
5.6,45,15,MEAN,5.227
5.6,45,20,MEAN,5.435
5.6,45,30,MEAN,5.698
5.6,45,40,MEAN,5.853
5.6,50,5,MEAN,4.275
5.6,50,10,MEAN,4.823
5.6,50,15,MEAN,5.136
5.6,50,20,MEAN,5.349
5.6,50,30,MEAN,5.624
5.6,50,40,MEAN,5.791
5.6,56,5,MEAN,4.166
5.6,56,10,MEAN,4.716
5.6,56,15,MEAN,5.034
5.6,56,20,MEAN,5.252
5.6,56,30,MEAN,5.539
5.6,56,40,MEAN,5.718
5.6,63,5,MEAN,4.05
5.6,63,10,MEAN,4.603
5.6,63,15,MEAN,4.923
5.6,63,20,MEAN,5.146
5.6,63,30,MEAN,5.444
5.6,63,40,MEAN,5.635
5.6,71,5,MEAN,3.929
5.6,71,10,MEAN,4.483
5.6,71,15,MEAN,4.807
5.6,71,20,MEAN,5.033
5.6,71,30,MEAN,5.34
5.6,71,40,MEAN,5.542
5.6,79,5,MEAN,3.818
5.6,79,10,MEAN,4.374
5.6,79,15,MEAN,4.699
5.6,79,20,MEAN,4.928
5.6,79,30,MEAN,5.242
5.6,79,40,MEAN,5.452
5.6,89,5,MEAN,3.691
5.6,89,10,MEAN,4.247
5.6,89,15,MEAN,4.574
5.6,89,20,MEAN,4.806
5.6,89,30,MEAN,5.127
5.6,89,40,MEAN,5.345
5.6,100,5,MEAN,3.561
5.6,100,10,MEAN,4.119
5.6,100,15,MEAN,4.448
5.6,100,20,MEAN,4.681
5.6,100,30,MEAN,5.008
5.6,100,40,MEAN,5.232
5.6,112,5,MEAN,3.431
5.6,112,10,MEAN,3.99
5.6,112,15,MEAN,4.32
5.6,112,20,MEAN,4.555
5.6,112,30,MEAN,4.885
5.6,112,40,MEAN,5.116
5.6,126,5,MEAN,3.291
5.6,126,10,MEAN,3.85
5.6,126,15,MEAN,4.181
5.6,126,20,MEAN,4.417
5.6,126,30,MEAN,4.752
5.6,126,40,MEAN,4.987
5.6,141,5,MEAN,3.151
5.6,141,10,MEAN,3.71
5.6,141,15,MEAN,4.042
5.6,141,20,MEAN,4.28
5.6,141,30,MEAN,4.617
5.6,141,40,MEAN,4.856
5.6,158,5,MEAN,3.003
5.6,158,10,MEAN,3.563
5.6,158,15,MEAN,3.895
5.6,158,20,MEAN,4.134
5.6,158,30,MEAN,4.474
5.6,158,40,MEAN,4.716
5.6,178,5,MEAN,2.84
5.6,178,10,MEAN,3.4
5.6,178,15,MEAN,3.734
5.6,178,20,MEAN,3.973
5.6,178,30,MEAN,4.315
5.6,178,40,MEAN,4.561
5.6,200,5,MEAN,2.673
5.6,200,10,MEAN,3.233
5.6,200,15,MEAN,3.567
5.6,200,20,MEAN,3.807
5.6,200,30,MEAN,4.151
5.6,200,40,MEAN,4.399
5.6,224,5,MEAN,2.501
5.6,224,10,MEAN,3.062
5.6,224,15,MEAN,3.396
5.6,224,20,MEAN,3.636
5.6,224,30,MEAN,3.982
5.6,224,40,MEAN,4.232
5.6,250,5,MEAN,2.326
5.6,250,10,MEAN,2.886
5.6,250,15,MEAN,3.22
5.6,250,20,MEAN,3.461
5.6,250,30,MEAN,3.808
5.6,250,40,MEAN,4.059
5.7,1.00E-01,5,MEAN,6.333
5.7,1.00E-01,10,MEAN,6.334
5.7,1.00E-01,15,MEAN,6.334
5.7,1.00E-01,20,MEAN,6.334
5.7,1.00E-01,30,MEAN,6.334
5.7,1.00E-01,40,MEAN,6.334
5.7,1,5,MEAN,6.318
5.7,1,10,MEAN,6.33
5.7,1,15,MEAN,6.332
5.7,1,20,MEAN,6.333
5.7,1,30,MEAN,6.333
5.7,1,40,MEAN,6.333
5.7,2,5,MEAN,6.274
5.7,2,10,MEAN,6.318
5.7,2,15,MEAN,6.326
5.7,2,20,MEAN,6.329
5.7,2,30,MEAN,6.332
5.7,2,40,MEAN,6.332
5.7,3,5,MEAN,6.21
5.7,3,10,MEAN,6.298
5.7,3,15,MEAN,6.317
5.7,3,20,MEAN,6.324
5.7,3,30,MEAN,6.329
5.7,3,40,MEAN,6.331
5.7,4,5,MEAN,6.134
5.7,4,10,MEAN,6.273
5.7,4,15,MEAN,6.305
5.7,4,20,MEAN,6.317
5.7,4,30,MEAN,6.326
5.7,4,40,MEAN,6.329
5.7,5,5,MEAN,6.054
5.7,5,10,MEAN,6.242
5.7,5,15,MEAN,6.289
5.7,5,20,MEAN,6.308
5.7,5,30,MEAN,6.321
5.7,5,40,MEAN,6.326
5.7,6,5,MEAN,5.974
5.7,6,10,MEAN,6.207
5.7,6,15,MEAN,6.271
5.7,6,20,MEAN,6.297
5.7,6,30,MEAN,6.316
5.7,6,40,MEAN,6.323
5.7,7,5,MEAN,5.895
5.7,7,10,MEAN,6.169
5.7,7,15,MEAN,6.251
5.7,7,20,MEAN,6.284
5.7,7,30,MEAN,6.31
5.7,7,40,MEAN,6.32
5.7,8,5,MEAN,5.82
5.7,8,10,MEAN,6.13
5.7,8,15,MEAN,6.228
5.7,8,20,MEAN,6.27
5.7,8,30,MEAN,6.303
5.7,8,40,MEAN,6.315
5.7,9,5,MEAN,5.748
5.7,9,10,MEAN,6.089
5.7,9,15,MEAN,6.204
5.7,9,20,MEAN,6.255
5.7,9,30,MEAN,6.295
5.7,9,40,MEAN,6.311
5.7,10,5,MEAN,5.68
5.7,10,10,MEAN,6.047
5.7,10,15,MEAN,6.179
5.7,10,20,MEAN,6.238
5.7,10,30,MEAN,6.287
5.7,10,40,MEAN,6.306
5.7,11,5,MEAN,5.616
5.7,11,10,MEAN,6.005
5.7,11,15,MEAN,6.152
5.7,11,20,MEAN,6.22
5.7,11,30,MEAN,6.277
5.7,11,40,MEAN,6.3
5.7,12,5,MEAN,5.555
5.7,12,10,MEAN,5.964
5.7,12,15,MEAN,6.125
5.7,12,20,MEAN,6.201
5.7,12,30,MEAN,6.267
5.7,12,40,MEAN,6.294
5.7,14,5,MEAN,5.444
5.7,14,10,MEAN,5.882
5.7,14,15,MEAN,6.068
5.7,14,20,MEAN,6.162
5.7,14,30,MEAN,6.245
5.7,14,40,MEAN,6.28
5.7,16,5,MEAN,5.343
5.7,16,10,MEAN,5.804
5.7,16,15,MEAN,6.011
5.7,16,20,MEAN,6.12
5.7,16,30,MEAN,6.221
5.7,16,40,MEAN,6.265
5.7,18,5,MEAN,5.251
5.7,18,10,MEAN,5.73
5.7,18,15,MEAN,5.954
5.7,18,20,MEAN,6.077
5.7,18,30,MEAN,6.196
5.7,18,40,MEAN,6.248
5.7,20,5,MEAN,5.167
5.7,20,10,MEAN,5.659
5.7,20,15,MEAN,5.898
5.7,20,20,MEAN,6.033
5.7,20,30,MEAN,6.168
5.7,20,40,MEAN,6.23
5.7,22,5,MEAN,5.089
5.7,22,10,MEAN,5.592
5.7,22,15,MEAN,5.843
5.7,22,20,MEAN,5.989
5.7,22,30,MEAN,6.14
5.7,22,40,MEAN,6.21
5.7,25,5,MEAN,4.983
5.7,25,10,MEAN,5.497
5.7,25,15,MEAN,5.763
5.7,25,20,MEAN,5.923
5.7,25,30,MEAN,6.095
5.7,25,40,MEAN,6.179
5.7,28,5,MEAN,4.887
5.7,28,10,MEAN,5.41
5.7,28,15,MEAN,5.686
5.7,28,20,MEAN,5.858
5.7,28,30,MEAN,6.049
5.7,28,40,MEAN,6.147
5.7,32,5,MEAN,4.771
5.7,32,10,MEAN,5.302
5.7,32,15,MEAN,5.59
5.7,32,20,MEAN,5.774
5.7,32,30,MEAN,5.987
5.7,32,40,MEAN,6.101
5.7,35,5,MEAN,4.692
5.7,35,10,MEAN,5.228
5.7,35,15,MEAN,5.522
5.7,35,20,MEAN,5.713
5.7,35,30,MEAN,5.941
5.7,35,40,MEAN,6.065
5.7,40,5,MEAN,4.572
5.7,40,10,MEAN,5.113
5.7,40,15,MEAN,5.416
5.7,40,20,MEAN,5.616
5.7,40,30,MEAN,5.863
5.7,40,40,MEAN,6.004
5.7,45,5,MEAN,4.464
5.7,45,10,MEAN,5.009
5.7,45,15,MEAN,5.317
5.7,45,20,MEAN,5.525
5.7,45,30,MEAN,5.788
5.7,45,40,MEAN,5.943
5.7,50,5,MEAN,4.365
5.7,50,10,MEAN,4.912
5.7,50,15,MEAN,5.226
5.7,50,20,MEAN,5.439
5.7,50,30,MEAN,5.714
5.7,50,40,MEAN,5.881
5.7,56,5,MEAN,4.256
5.7,56,10,MEAN,4.806
5.7,56,15,MEAN,5.123
5.7,56,20,MEAN,5.342
5.7,56,30,MEAN,5.629
5.7,56,40,MEAN,5.808
5.7,63,5,MEAN,4.14
5.7,63,10,MEAN,4.692
5.7,63,15,MEAN,5.013
5.7,63,20,MEAN,5.236
5.7,63,30,MEAN,5.533
5.7,63,40,MEAN,5.724
5.7,71,5,MEAN,4.019
5.7,71,10,MEAN,4.573
5.7,71,15,MEAN,4.897
5.7,71,20,MEAN,5.123
5.7,71,30,MEAN,5.43
5.7,71,40,MEAN,5.631
5.7,79,5,MEAN,3.908
5.7,79,10,MEAN,4.464
5.7,79,15,MEAN,4.789
5.7,79,20,MEAN,5.018
5.7,79,30,MEAN,5.332
5.7,79,40,MEAN,5.542
5.7,89,5,MEAN,3.78
5.7,89,10,MEAN,4.337
5.7,89,15,MEAN,4.664
5.7,89,20,MEAN,4.896
5.7,89,30,MEAN,5.217
5.7,89,40,MEAN,5.435
5.7,100,5,MEAN,3.651
5.7,100,10,MEAN,4.209
5.7,100,15,MEAN,4.538
5.7,100,20,MEAN,4.771
5.7,100,30,MEAN,5.097
5.7,100,40,MEAN,5.322
5.7,112,5,MEAN,3.521
5.7,112,10,MEAN,4.079
5.7,112,15,MEAN,4.409
5.7,112,20,MEAN,4.645
5.7,112,30,MEAN,4.975
5.7,112,40,MEAN,5.205
5.7,126,5,MEAN,3.38
5.7,126,10,MEAN,3.939
5.7,126,15,MEAN,4.27
5.7,126,20,MEAN,4.507
5.7,126,30,MEAN,4.841
5.7,126,40,MEAN,5.077
5.7,141,5,MEAN,3.241
5.7,141,10,MEAN,3.8
5.7,141,15,MEAN,4.132
5.7,141,20,MEAN,4.369
5.7,141,30,MEAN,4.707
5.7,141,40,MEAN,4.946
5.7,158,5,MEAN,3.093
5.7,158,10,MEAN,3.652
5.7,158,15,MEAN,3.985
5.7,158,20,MEAN,4.224
5.7,158,30,MEAN,4.563
5.7,158,40,MEAN,4.806
5.7,178,5,MEAN,2.93
5.7,178,10,MEAN,3.49
5.7,178,15,MEAN,3.823
5.7,178,20,MEAN,4.063
5.7,178,30,MEAN,4.405
5.7,178,40,MEAN,4.65
5.7,200,5,MEAN,2.763
5.7,200,10,MEAN,3.323
5.7,200,15,MEAN,3.657
5.7,200,20,MEAN,3.897
5.7,200,30,MEAN,4.241
5.7,200,40,MEAN,4.489
5.7,224,5,MEAN,2.591
5.7,224,10,MEAN,3.152
5.7,224,15,MEAN,3.486
5.7,224,20,MEAN,3.726
5.7,224,30,MEAN,4.072
5.7,224,40,MEAN,4.321
5.7,250,5,MEAN,2.415
5.7,250,10,MEAN,2.976
5.7,250,15,MEAN,3.31
5.7,250,20,MEAN,3.551
5.7,250,30,MEAN,3.898
5.7,250,40,MEAN,4.149
5.8,1.00E-01,5,MEAN,6.423
5.8,1.00E-01,10,MEAN,6.423
5.8,1.00E-01,15,MEAN,6.423
5.8,1.00E-01,20,MEAN,6.423
5.8,1.00E-01,30,MEAN,6.423
5.8,1.00E-01,40,MEAN,6.423
5.8,1,5,MEAN,6.408
5.8,1,10,MEAN,6.419
5.8,1,15,MEAN,6.422
5.8,1,20,MEAN,6.422
5.8,1,30,MEAN,6.423
5.8,1,40,MEAN,6.423
5.8,2,5,MEAN,6.364
5.8,2,10,MEAN,6.407
5.8,2,15,MEAN,6.416
5.8,2,20,MEAN,6.419
5.8,2,30,MEAN,6.421
5.8,2,40,MEAN,6.422
5.8,3,5,MEAN,6.3
5.8,3,10,MEAN,6.388
5.8,3,15,MEAN,6.407
5.8,3,20,MEAN,6.414
5.8,3,30,MEAN,6.419
5.8,3,40,MEAN,6.421
5.8,4,5,MEAN,6.224
5.8,4,10,MEAN,6.362
5.8,4,15,MEAN,6.395
5.8,4,20,MEAN,6.407
5.8,4,30,MEAN,6.416
5.8,4,40,MEAN,6.419
5.8,5,5,MEAN,6.144
5.8,5,10,MEAN,6.332
5.8,5,15,MEAN,6.379
5.8,5,20,MEAN,6.397
5.8,5,30,MEAN,6.411
5.8,5,40,MEAN,6.416
5.8,6,5,MEAN,6.063
5.8,6,10,MEAN,6.297
5.8,6,15,MEAN,6.361
5.8,6,20,MEAN,6.387
5.8,6,30,MEAN,6.406
5.8,6,40,MEAN,6.413
5.8,7,5,MEAN,5.985
5.8,7,10,MEAN,6.259
5.8,7,15,MEAN,6.341
5.8,7,20,MEAN,6.374
5.8,7,30,MEAN,6.4
5.8,7,40,MEAN,6.409
5.8,8,5,MEAN,5.909
5.8,8,10,MEAN,6.219
5.8,8,15,MEAN,6.318
5.8,8,20,MEAN,6.36
5.8,8,30,MEAN,6.393
5.8,8,40,MEAN,6.405
5.8,9,5,MEAN,5.838
5.8,9,10,MEAN,6.178
5.8,9,15,MEAN,6.294
5.8,9,20,MEAN,6.344
5.8,9,30,MEAN,6.385
5.8,9,40,MEAN,6.401
5.8,10,5,MEAN,5.77
5.8,10,10,MEAN,6.137
5.8,10,15,MEAN,6.269
5.8,10,20,MEAN,6.328
5.8,10,30,MEAN,6.376
5.8,10,40,MEAN,6.395
5.8,11,5,MEAN,5.706
5.8,11,10,MEAN,6.095
5.8,11,15,MEAN,6.242
5.8,11,20,MEAN,6.31
5.8,11,30,MEAN,6.367
5.8,11,40,MEAN,6.39
5.8,12,5,MEAN,5.645
5.8,12,10,MEAN,6.054
5.8,12,15,MEAN,6.215
5.8,12,20,MEAN,6.291
5.8,12,30,MEAN,6.357
5.8,12,40,MEAN,6.383
5.8,14,5,MEAN,5.533
5.8,14,10,MEAN,5.972
5.8,14,15,MEAN,6.158
5.8,14,20,MEAN,6.252
5.8,14,30,MEAN,6.335
5.8,14,40,MEAN,6.37
5.8,16,5,MEAN,5.432
5.8,16,10,MEAN,5.894
5.8,16,15,MEAN,6.101
5.8,16,20,MEAN,6.21
5.8,16,30,MEAN,6.311
5.8,16,40,MEAN,6.354
5.8,18,5,MEAN,5.341
5.8,18,10,MEAN,5.819
5.8,18,15,MEAN,6.044
5.8,18,20,MEAN,6.167
5.8,18,30,MEAN,6.285
5.8,18,40,MEAN,6.338
5.8,20,5,MEAN,5.257
5.8,20,10,MEAN,5.749
5.8,20,15,MEAN,5.988
5.8,20,20,MEAN,6.123
5.8,20,30,MEAN,6.258
5.8,20,40,MEAN,6.319
5.8,22,5,MEAN,5.179
5.8,22,10,MEAN,5.681
5.8,22,15,MEAN,5.932
5.8,22,20,MEAN,6.078
5.8,22,30,MEAN,6.23
5.8,22,40,MEAN,6.3
5.8,25,5,MEAN,5.073
5.8,25,10,MEAN,5.587
5.8,25,15,MEAN,5.852
5.8,25,20,MEAN,6.012
5.8,25,30,MEAN,6.185
5.8,25,40,MEAN,6.269
5.8,28,5,MEAN,4.977
5.8,28,10,MEAN,5.499
5.8,28,15,MEAN,5.776
5.8,28,20,MEAN,5.947
5.8,28,30,MEAN,6.139
5.8,28,40,MEAN,6.236
5.8,32,5,MEAN,4.861
5.8,32,10,MEAN,5.392
5.8,32,15,MEAN,5.68
5.8,32,20,MEAN,5.863
5.8,32,30,MEAN,6.077
5.8,32,40,MEAN,6.19
5.8,35,5,MEAN,4.782
5.8,35,10,MEAN,5.317
5.8,35,15,MEAN,5.612
5.8,35,20,MEAN,5.803
5.8,35,30,MEAN,6.03
5.8,35,40,MEAN,6.155
5.8,40,5,MEAN,4.662
5.8,40,10,MEAN,5.203
5.8,40,15,MEAN,5.506
5.8,40,20,MEAN,5.706
5.8,40,30,MEAN,5.953
5.8,40,40,MEAN,6.094
5.8,45,5,MEAN,4.554
5.8,45,10,MEAN,5.098
5.8,45,15,MEAN,5.407
5.8,45,20,MEAN,5.615
5.8,45,30,MEAN,5.877
5.8,45,40,MEAN,6.032
5.8,50,5,MEAN,4.455
5.8,50,10,MEAN,5.002
5.8,50,15,MEAN,5.315
5.8,50,20,MEAN,5.529
5.8,50,30,MEAN,5.804
5.8,50,40,MEAN,5.971
5.8,56,5,MEAN,4.346
5.8,56,10,MEAN,4.896
5.8,56,15,MEAN,5.213
5.8,56,20,MEAN,5.431
5.8,56,30,MEAN,5.718
5.8,56,40,MEAN,5.898
5.8,63,5,MEAN,4.23
5.8,63,10,MEAN,4.782
5.8,63,15,MEAN,5.103
5.8,63,20,MEAN,5.325
5.8,63,30,MEAN,5.623
5.8,63,40,MEAN,5.814
5.8,71,5,MEAN,4.109
5.8,71,10,MEAN,4.663
5.8,71,15,MEAN,4.986
5.8,71,20,MEAN,5.213
5.8,71,30,MEAN,5.52
5.8,71,40,MEAN,5.721
5.8,79,5,MEAN,3.998
5.8,79,10,MEAN,4.553
5.8,79,15,MEAN,4.879
5.8,79,20,MEAN,5.108
5.8,79,30,MEAN,5.422
5.8,79,40,MEAN,5.632
5.8,89,5,MEAN,3.87
5.8,89,10,MEAN,4.427
5.8,89,15,MEAN,4.754
5.8,89,20,MEAN,4.986
5.8,89,30,MEAN,5.306
5.8,89,40,MEAN,5.524
5.8,100,5,MEAN,3.741
5.8,100,10,MEAN,4.299
5.8,100,15,MEAN,4.627
5.8,100,20,MEAN,4.861
5.8,100,30,MEAN,5.187
5.8,100,40,MEAN,5.412
5.8,112,5,MEAN,3.611
5.8,112,10,MEAN,4.169
5.8,112,15,MEAN,4.499
5.8,112,20,MEAN,4.734
5.8,112,30,MEAN,5.065
5.8,112,40,MEAN,5.295
5.8,126,5,MEAN,3.47
5.8,126,10,MEAN,4.029
5.8,126,15,MEAN,4.36
5.8,126,20,MEAN,4.597
5.8,126,30,MEAN,4.931
5.8,126,40,MEAN,5.166
5.8,141,5,MEAN,3.33
5.8,141,10,MEAN,3.89
5.8,141,15,MEAN,4.222
5.8,141,20,MEAN,4.459
5.8,141,30,MEAN,4.797
5.8,141,40,MEAN,5.036
5.8,158,5,MEAN,3.182
5.8,158,10,MEAN,3.742
5.8,158,15,MEAN,4.075
5.8,158,20,MEAN,4.313
5.8,158,30,MEAN,4.653
5.8,158,40,MEAN,4.896
5.8,178,5,MEAN,3.02
5.8,178,10,MEAN,3.58
5.8,178,15,MEAN,3.913
5.8,178,20,MEAN,4.153
5.8,178,30,MEAN,4.495
5.8,178,40,MEAN,4.74
5.8,200,5,MEAN,2.853
5.8,200,10,MEAN,3.413
5.8,200,15,MEAN,3.747
5.8,200,20,MEAN,3.987
5.8,200,30,MEAN,4.331
5.8,200,40,MEAN,4.578
5.8,224,5,MEAN,2.681
5.8,224,10,MEAN,3.242
5.8,224,15,MEAN,3.575
5.8,224,20,MEAN,3.816
5.8,224,30,MEAN,4.161
5.8,224,40,MEAN,4.411
5.8,250,5,MEAN,2.505
5.8,250,10,MEAN,3.066
5.8,250,15,MEAN,3.4
5.8,250,20,MEAN,3.641
5.8,250,30,MEAN,3.988
5.8,250,40,MEAN,4.239
5.9,1.00E-01,5,MEAN,6.513
5.9,1.00E-01,10,MEAN,6.513
5.9,1.00E-01,15,MEAN,6.513
5.9,1.00E-01,20,MEAN,6.513
